Name,CATAID,Name,DESIG_ALLSKY,RA,DEC,SEPARATION,W1M,W2M,W3M,W4M,W1COV,W2COV,W3COV,W4COV,mw1,emw1,PHOTFLAG_W1,RADIUS_W1,MAGPRO_W1,MAGPROERR_W1,REDUCED_CHI_W1,FLUX_W1,FLUXERR_W1,MAGSTDAP_W1,MAGSTDAPERR_W1,MAGSTDAPFLAG_W1,RADIUS_ISO_W1,MAGISO_W1,MAGISOERR_W1,mw2,emw2,PHOTFLAG_W2,RADIUS_W2,MAGPRO_W2,MAGPROERR_W2,REDUCED_CHI_W2,FLUX_W2,FLUXERR_W2,MAGSTDAP_W2,MAGSTDAPERR_W2,MAGSTDAPFLAG_W2,RADIUS_ISO_W2,MAGISO_W2,MAGISOERR_W2,MAGDER_W2,MAGDERERR_W2,mw3,emw3,PHOTFLAG_W3,RADIUS_W3,MAGPRO_W3,MAGPROERR_W3,REDUCED_CHI_W3,FLUX_W3,FLUXERR_W3,MAGSTDAP_W3,MAGSTDAPERR_W3,MAGSTDAPFLAG_W3,RADIUS_ISO_W3,MAGISO_W3,MAGISOERR_W3,mw4,emw4,PHOTFLAG_W4,RADIUS_W4,MAGPRO_W4,MAGPROERR_W4,REDUCED_CHI_W4,FLUX_W4,FLUXERR_W4,MAGSTDAP_W4,MAGSTDAPERR_W4,MAGSTDAPFLAG_W4,RADIUS_ISO_W4,MAGISO_W4,MAGISOERR_W4,MAGDER_W4,MAGDERERR_W4,XSCPROX,BA_ISO,PA_ISO,RFUZZY,NA,NB,CC_FLAGS,DeblendedFraction,SApFlag,NnearSAp,GApFlag,NnearGAp,radeg,dedeg,resname
71146,71146,71146,b'J121300.34+000237.9',183.2513562,0.0437682,0.39873737,25,14,8,11,24.889,13.506,7.979,11.891,16.735,0.045,2,17.56,17.697,0.036,2.754,0.30721995,0.010194355,17.066,0.02,1,17.56,16.735,0.045,17.653,0.101,3,8.25,18.235,0.1,1.097,0.18788081,0.017312072,17.653,0.101,1,11.02,17.695,0.111,17.325,0.132,16.488,0.212,1,-999,16.488,0.212,1.087,1.372899,0.26767582,16.372,0.31,1,6,18.113,0.435,15.022,-999,-1,-999,15.062,-999,0.8761,0.68111736,1.3987185,14.625999,-999,32,-999,17.145,-999,-999,-999,-999,0.747,45.4,26.1,0,1,b'0000',0.85852104,2,1,1,3,183.2513333,0.04375,rs0775
71382,71382,71382,b'J121830.60+000047.9',184.6274352,0.0133506,0.42645073,24,24,10,10,23.545,23.487,9.913,9.855,17.346,0.036,3,8.25,17.763,0.039,1.612,0.289089,0.010471446,17.346,0.036,0,-999,-999,-999,18.066,0.109,3,8.25,18.333,0.099,0.9853,0.17162767,0.015578566,18.066,0.109,16,-999,-999,-999,-999,-999,16.779,0.271,1,-999,16.779,0.271,0.9653,1.0492797,0.26227635,16.081,-999,32,-999,-999,-999,14.967,-999,-1,-999,15.007,-999,0.5936,0.09991742,1.7798638,14.607,-999,32,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,b'0000',0.9598062,0,0,0,0,184.6274167,0.013333333,rs0794
79529,79529,79529,b'J144720.85+000039.0',221.8369157,0.0109084,0.9563909,37,37,22,22,37.59,37.195,23.001,22.862,18.311,0.052,3,8.25,18.748,0.05,1.217,0.11672113,0.005360724,18.311,0.052,1,-999,-999,-999,18.791,0.227,3,8.25,19.164,0.134,0.9019,0.07984299,0.009864406,18.791,0.227,1,-999,-999,-999,-999,-999,17.412,-999,-1,-999,17.412,-999,0.8523,0.25478274,0.16570462,17.224,-999,32,-999,-999,-999,15.916,-999,-1,-999,15.956,-999,1.085,-1.1442729,0.76370233,15.488,-999,32,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,b'0000',0.7500518,2,1,2,1,221.836875,0.010888889,rs1280
79712,79712,79712,b'J145113.80+000141.3',222.8075506,0.0280979,2.0015628,34,34,22,22,36.135,35.836,24.417,25.179,18.858,0.133,3,8.25,19.227,0.073,1.017,0.07510122,0.005060993,18.858,0.133,1,-999,-999,-999,19.054,0.194,3,8.25,19.406,0.161,0.8784,0.0639036,0.00947275,19.054,0.194,1,-999,-999,-999,-999,-999,17.308,-999,-1,-999,17.308,-999,0.9664,0.31139144,0.16667764,17.308,-999,32,-999,-999,-999,15.301,-999,-1,-999,15.341,-999,1.029,1.0520705,0.8191075,15.149,-999,32,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,b'0000',0.8730315,0,0,0,0,222.8075417,0.028083333,rs1517
84048,84048,84048,b'J114309.27+003331.3',175.78866,0.55879,0.62170714,26,26,14,14,25.358,25.436,13.972,13.641,18.093,0.059,3,8.25,18.480999,0.052,1.087,0.14918463,0.007080552,18.093,0.059,0,-999,-999,-999,18.651,0.19,3,8.25,19.098,0.141,1.055,0.08484146,0.011026117,18.651001,0.19,0,-999,-999,-999,-999,-999,17.653,-999,-1,-999,17.653,-999,0.9951,0.07788707,0.19566745,17.28,-999,32,-999,-999,-999,15.4210005,-999,-1,-999,15.4609995,-999,0.8767,-0.8311294,1.2043823,15.184,-999,32,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,b'0000',0.8897526,0,0,0,0,175.788625,0.558777778,rs0550
84658,84658,84658,b'J115702.41+002954.5',179.2600871,0.4984739,0.63348335,22,22,12,12,21.695,21.406,12.453,12.46,18.002,0.069,3,8.25,18.095,0.042,1.111,0.21285,0.00825916,18.002,0.069,1,-999,-999,-999,18.575,0.141,3,8.25,18.783,0.115,0.9617,0.113341935,0.012014993,18.575,0.141,1,-999,-999,-999,-999,-999,17.16,0.328,1,-999,17.16,0.328,0.9344,0.73881763,0.223388,16.791,0.309,1,-999,-999,-999,15.503,-999,-1,-999,15.543,-999,0.931,-0.13389227,1.1165181,14.712,-999,32,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,b'0000',0.74846536,2,2,2,1,179.2600833,0.498472222,rs0586
85137,85137,85137,b'J120355.16+003305.6',180.9798624,0.5515417,0.42017052,22,22,10,10,22.135,22.394,10.981,10.799,19.142,0.134,3,8.25,19.741,0.133,0.9783,0.046767015,0.005728568,19.142,0.134,1,-999,-999,-999,19.265,-999,-1,8.25,20.258001,0.439,0.9161,0.029144218,0.011795362,19.265,-999,32,-999,-999,-999,-999,-999,17.658,-999,-1,-999,17.658,-999,0.9155,0.02643037,0.22042541,16.866001,-999,32,-999,-999,-999,14.843,-999,-1,-999,14.882999,-999,0.9387,1.7944471,1.1545177,14.636,-999,32,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,b'0000',0.6304345,2,2,2,2,180.9798333,0.551527778,rs1487
85416,85416,85416,b'J120928.69+003200.0',182.3694142,0.5333243,0.25238135,23,23,11,11,22.551,22.497,10.947,10.898,14.051,0.012,2,27.01,14.238,0.022,30.76,7.4313674,0.1511951,14.208,0.006,0,27.01,14.051,0.012,14.624,0.015,2,18.89,14.837,0.02,10.44,4.292788,0.08053542,14.733,0.008,0,18.89,14.624,0.015,14.593,0.025,13.092,0.018,2,21.36,13.014,0.021,5.262,33.642822,0.65627176,12.931,0.011,0,21.36,13.092,0.018,12.555,0.05,1,-999,12.595,0.05,1.082,33.73389,1.5561526,12.511,0.053,1,24.07,12.842,0.065,12.931,0.07,0.82,0.703,80.1,20.7,0,1,b'0000',0.9274215,0,0,1,3,182.369375,0.533305556,rs0741
85418,85418,85418,b'J120937.10+003210.3',182.4044915,0.5361586,0.18808194,23,22,12,12,23.922,23.255,12.872,12.636,17.964,0.082,3,8.25,18.012,0.04,0.9685,0.22987801,0.008440857,17.964,0.082,1,-999,-999,-999,18.413,0.176,3,8.25,18.405,0.092,0.87,0.16061643,0.01364274,18.413,0.176,1,-999,-999,-999,-999,-999,17.095,-999,-1,-999,17.095,-999,1.09,0.34810433,0.21821508,17.277,0.477,1,-999,-999,-999,15.113,0.406,1,-999,15.153,0.406,0.9152,3.19834,1.1956011,14.404,-999,32,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,b'0000',0.8245848,2,2,2,1,182.4044583,0.536138889,rs0742
85423,85423,85423,b'J120906.83+002824.5',182.2784498,0.4734349,0.7199237,23,23,11,11,22.11,22.361,10.972,10.897,18.096,0.061,3,8.25,18.432,0.049,1.046,0.15617192,0.007042819,18.096,0.061,1,-999,-999,-999,18.477,0.166,3,8.25,18.894001,0.132,0.902,0.10231447,0.012416384,18.477,0.166,1,-999,-999,-999,-999,-999,17.582,-999,-1,-999,17.582,-999,0.9756,-0.06959763,0.25053927,18.763,-999,32,-999,-999,-999,15.257,-999,-1,-999,15.297,-999,0.8283,-0.8106922,1.4006524,14.878,-999,32,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,b'0000',0.9335597,0,0,0,0,182.2784167,0.473416667,rs0736
85464,85464,85464,b'J121007.39+002534.1',182.5307599,0.4260386,0.49324873,22,20,12,12,21.549,19.336,11.954,11.908,19.109,0.181,3,8.25,19.295,0.092,0.9194,0.07053075,0.00595148,19.109,0.181,0,-999,-999,-999,19.801,0.501,3,8.25,19.782001,0.304,0.8394,0.0451918,0.012647915,19.801,0.501,0,-999,-999,-999,-999,-999,17.471,-999,-1,-999,17.471,-999,1.149,0.14704902,0.20393366,16.912,-999,32,-999,-999,-999,15.356,-999,-1,-999,15.396,-999,0.8459,0.10126596,1.2281125,14.901999,-999,32,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,b'0000',0.91269636,0,0,0,0,182.53075,0.426027778,rs1506
85474,85474,85474,b'J121016.68+003736.0',182.5693425,0.6266151,0.12909494,22,21,12,12,23.543,22.453,11.955,12.009,14.812,0.014,2,25.85,15.325001,0.024,23.74,2.7304785,0.05947416,15.123,0.008,0,25.85,14.812,0.014,15.417,0.022,2,20.15,15.91,0.026,5.049,1.5991589,0.037961867,15.648,0.013,0,20.15,15.417,0.022,15.374,0.033,13.898,0.031,2,22.42,13.988999,0.028,2.532,13.708078,0.35522035,13.78,0.022,0,22.42,13.898,0.031,13.493,0.103,1,-999,13.533,0.103,0.8761,14.23128,1.3438883,13.351,0.123,1,18.34,14.063,0.124,13.931,0.152,1.78,0.54,66.8,28.2,0,1,b'0000',0.8417447,0,0,1,8,182.5693333,0.626611111,rs0748
85479,85479,85479,b'J121044.34+003733.6',182.6846917,0.6260038,0.4696616,21,19,11,11,21.833,19.924,11.381,11.948,16.613,0.035,2,17.16,17.143,0.031,3.469,0.51161397,0.014649497,16.744,0.017,1,17.16,16.613,0.035,17.368,0.087,2,14.21,17.710001,0.057,1.005,0.30453342,0.016085986,17.381,0.079,1,14.21,17.368,0.087,17.295,0.104,16.568,0.195,1,-999,16.568,0.195,0.9604,1.2749304,0.22878745,16.306,0.214,1,10.35,16.858,0.214,15.474,-999,-1,-999,15.514,-999,0.9643,-0.28012002,1.1474613,14.734,-999,32,-999,16.87,-999,-999,-999,-999,0.595,28.3,23.2,0,1,b'0000',0.86788654,1,1,1,1,182.6846667,0.626,rs0754
85481,85481,85481,b'J121050.31+003545.2',182.7096002,0.5959106,0.07743265,23,20,12,13,23.298,21.397,12.909,12.91,17.275,0.024,3,8.25,17.657,0.036,1.699,0.31886864,0.010592576,17.275,0.024,0,-999,-999,-999,17.979,0.085,3,8.25,18.28,0.085,0.9506,0.1802046,0.01414394,17.979,0.085,0,-999,-999,-999,-999,-999,17.344,0.389,1,-999,17.344,0.389,0.9634,0.62371236,0.22321662,16.716,-999,32,-999,-999,-999,15.389,-999,-1,-999,15.429,-999,0.8973,0.22899573,1.1256652,14.811,-999,32,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,b'0000',0.9044721,0,0,2,1,182.7095833,0.595888889,rs0755
85507,85507,85507,b'J121103.39+003726.9',182.7640906,0.6241117,0.049053498,24,20,13,14,24.804,20.774,12.884,13.809,17.315,0.033,3,8.25,17.426,0.034,1.169,0.39421755,0.012237714,17.315,0.033,0,-999,-999,-999,17.95,0.087,3,8.25,18.028,0.069,0.9832,0.22716804,0.014452828,17.95,0.087,0,-999,-999,-999,-999,-999,17.203,0.337,1,-999,17.203001,0.337,0.8664,0.7103536,0.22063163,16.504,-999,32,-999,-999,-999,14.955,-999,-1,-999,14.995,-999,0.9492,1.664454,1.0180956,14.532001,-999,32,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,b'0000',0.93696374,0,0,0,0,182.7640833,0.624111111,rs0756
85557,85557,85557,b'J121135.45+003527.3',182.8977718,0.5908719,0.83608735,26,20,13,14,25.282,19.308,12.878,13.882,19.985,0.35,3,8.25,19.838,0.135,0.9501,0.042769305,0.005304029,19.984999,0.35,1,-999,-999,-999,19.482,-999,-1,8.25,20.149,-999,0.9114,0.007169884,0.012518627,19.482,-999,32,-999,-999,-999,-999,-999,17.589,-999,-1,-999,17.589,-999,0.9599,0.0393705,0.22910985,17.413,-999,32,-999,-999,-999,14.97,-999,-1,-999,15.01,-999,0.848,1.1535245,1.2475042,14.9,-999,32,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,b'0000',0.8320845,0,0,0,0,182.89775,0.590861111,rs1509
85919,85919,85919,b'J121816.68+003307.1',184.5695078,0.5519738,0.0639577,25,24,8,9,25.564,23.247,7.945,8.806,17.931,0.057,3,8.25,17.977,0.042,0.9999,0.23736645,0.009234788,17.931,0.057,0,-999,-999,-999,18.512,0.404,3,8.25,18.554,0.117,0.9085,0.13995446,0.015076014,18.512001,0.404,0,-999,-999,-999,-999,-999,16.383,-999,-1,-999,16.383,-999,0.9222,0.7478797,0.38173842,16.75,-999,32,-999,-999,-999,15.096,-999,-1,-999,15.136,-999,0.9499,-0.4941041,1.6243637,14.74,-999,32,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,b'0000',0.96002907,0,0,0,0,184.5695,0.551972222,rs0791
86278,86278,86278,b'J122351.34+003054.0',185.9640027,0.5149948,1.2090187,22,22,11,11,22.495,22.496,11.938,11.81,19.215,0.179,3,8.25,19.657999,0.129,0.9806,0.050495762,0.005995017,19.215,0.179,1,-999,-999,-999,19.344,-999,-1,8.25,19.849,-999,0.908,0.014644599,0.013912139,19.344,-999,32,-999,-999,-999,-999,-999,17.462,-999,-1,-999,17.462,-999,0.9294,-0.02568943,0.27974984,17.274,-999,32,-999,-999,-999,15.482,-999,-1,-999,15.522,-999,0.9386,-0.9990697,1.1385233,14.618,-999,32,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,b'0000',0.74796,2,2,2,1,185.964,0.514972222,rs1513
98652,98652,98652,b'J115645.74+010051.6',179.1905794,1.0143122,0.3114284,23,23,13,13,23.302,23.434,12.963,12.794,18.028,0.061,3,8.25,18.473,0.051,1.106,0.15032241,0.00706991,18.028,0.061,1,-999,-999,-999,18.441,0.153,3,8.25,18.824,0.115,0.9707,0.109152205,0.01160197,18.441,0.153,1,-999,-999,-999,-999,-999,17.774,0.526,1,-999,17.774,0.526,1.021,0.4198164,0.20351541,16.569,-999,32,-999,-999,-999,15.442,-999,-1,-999,15.482,-999,1.08,0.5259307,0.9182618,15.071,-999,32,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,b'0000',0.6254883,2,1,1,2,179.1905417,1.014305556,rs0583
99326,99326,99326,b'J120938.67+005725.5',182.4110738,0.9570975,0.836179,24,24,13,13,23.101,23.25,12.821,12.794,18.486,0.108,3,8.25,18.755999,0.064,0.9735,0.1157962,0.006806943,18.486,0.108,1,-999,-999,-999,19.033,0.374,3,8.25,19.071001,0.152,0.8539,0.08697284,0.012208927,19.033,0.374,1,-999,-999,-999,-999,-999,17.544,-999,-1,-999,17.544,-999,0.8214,0.035774726,0.24143656,16.928,-999,32,-999,-999,-999,15.194,-999,-1,-999,15.234,-999,0.7644,0.22744332,1.3707023,14.802,-999,32,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,b'0000',0.87673646,0,0,0,0,182.4110417,0.957083333,rs0743
99349,99349,99349,b'J120953.88+005542.3',182.4744851,0.9283911,0.48475963,24,24,13,13,23.632,23.624,12.917,12.923,14.043,0.013,2,34.45,14.490001,0.023,28.26,5.890914,0.12239843,14.363,0.006,0,34.45,14.043,0.013,14.568,0.016,2,28.88,14.995999,0.022,7.782,3.7107153,0.07466871,14.844,0.008,0,28.88,14.568,0.016,14.547,0.027,13.055,0.015,2,28.22,13.264999,0.02,5.573,26.720238,0.48781076,13.087,0.013,0,28.22,13.055,0.015,12.422,0.042,1,-999,12.462,0.042,1.281,38.133896,1.4636366,12.313,0.04,1,29.91,12.575,0.05,12.597,0.054,0.45,0.544,65.6,22.1,0,1,b'0000',0.95331514,0,0,1,3,182.4744583,0.928388889,rs0745
99393,99393,99393,b'J121035.30+010143.5',182.6470794,1.0287411,0.23953633,22,21,11,11,23.453,22.567,11.933,11.798,15.619,0.019,2,18.02,15.988,0.025,7.135,1.4834678,0.034443,15.751,0.009,0,18.02,15.619,0.019,16.262,0.035,2,13.45,16.465,0.03,1.402,0.9584729,0.026661215,16.278,0.025,0,13.45,16.262,0.035,16.193,0.047,14.563,0.043,1,-999,14.563,0.043,1.006,8.082062,0.32306755,14.441999,0.04,0,13.8,14.801,0.029,13.473,0.099,1,-999,13.5130005,0.099,1.045,14.483217,1.3262737,13.3550005,0.149,1,13.49,14.139,0.121,14.128,0.133,-999,0.849,28.8,17.8,0,1,b'0000',0.96498567,0,0,0,0,182.6470417,1.028722222,rs0751
99410,99410,99410,b'J121043.58+005707.5',182.6815619,0.9520642,1.437426,23,22,10,11,23.212,22.31,11.946,11.656,18.649,0.103,3,8.25,19.088999,0.079,0.9883,0.08521934,0.006224315,18.649,0.103,1,-999,-999,-999,19.246,0.393,3,8.25,19.607,0.244,0.8219,0.0530817,0.011910046,19.246,0.393,1,-999,-999,-999,-999,-999,17.374,-999,-1,-999,17.374,-999,0.919,0.15414181,0.22627798,16.971,-999,32,-999,-999,-999,14.976,-999,-1,-999,15.016,-999,1.023,1.2068912,1.2104977,15.1119995,-999,32,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,b'0000',0.593437,2,1,2,2,182.6815417,0.952055556,rs0753
99428,99428,99428,b'J121104.08+005820.5',182.766988,0.9723545,0.2126637,24,22,12,12,23.625,21.78,11.898,11.668,13.141,0.012,2,46.18,14.38,0.023,37.01,6.52095,0.13759592,14.196,0.006,0,46.18,13.141,0.012,13.913,0.015,2,34.71,15.09,0.022,9.512,3.40345,0.0697054,14.837999,0.009,0,34.71,13.913,0.015,13.841,0.025,15.905,0.134,1,-999,15.905,0.134,0.9536,2.3470104,0.2899969,15.7,0.119,0,9.05,16.378,0.024,15.41,-999,-1,-999,15.45,-999,0.9913,-0.12647529,1.216561,15.0859995,-999,32,-999,-999,-999,-999,-999,0.49,0.997,163.8,23.8,0,1,b'0000',0.87078035,0,0,1,11,182.7669583,0.972333333,rs0757
99430,99430,99430,b'J121107.94+005724.6',182.783047,0.9568419,0.13107464,23,21,11,11,22.465,20.484,10.955,10.859,16.909,0.03,3,8.25,17.066,0.03,1.585,0.54954,0.014984447,16.909,0.03,0,-999,-999,-999,17.49,0.077,3,8.25,17.66,0.052,0.9082,0.31886888,0.015355149,17.49,0.077,0,-999,-999,-999,-999,-999,16.689,0.256,1,-999,16.689001,0.256,0.932,1.1407714,0.26871562,16.496,0.381,0,-999,-999,-999,15.343,-999,-1,-999,15.382999,-999,0.8342,0.03943696,1.2747886,14.964,-999,32,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,b'0000',0.906149,0,0,0,0,182.7830417,0.956833333,rs0758
99464,99464,99464,b'J121146.71+005922.1',182.9445635,0.9894996,0.19365339,21,18,11,11,20.577,17.762,10.963,10.87,16.72,0.035,2,16.7,17.209,0.031,3.317,0.48171824,0.013869306,16.793,0.019,1,16.7,16.72,0.035,17.369,0.084,2,13.61,17.781,0.058,1.114,0.28519413,0.015319716,17.52,0.066,1,13.61,17.369,0.084,17.294,0.102,16.663,0.232,1,-999,16.663,0.232,0.8665,1.1680157,0.24910444,16.727001,0.318,0,6,17.997,0.321,14.954,-999,-1,-999,14.9939995,-999,1.029,1.5422491,1.0815501,14.732,-999,32,-999,17.595,-999,-999,-999,-999,0.589,126.7,22.2,0,1,b'0000',0.92800325,0,0,1,2,182.9445417,0.989472222,rs0766
99511,99511,99511,b'J121230.83+005339.3',183.1285465,0.8942293,0.25725284,24,18,12,12,23.376,17.458,11.931,11.702,18.317,0.075,3,8.25,18.883999,0.067,0.9472,0.10295748,0.006360539,18.317,0.075,1,-999,-999,-999,18.637,0.228,3,8.25,19.14,0.21,0.9329,0.08163357,0.015786566,18.637001,0.228,1,-999,-999,-999,-999,-999,17.405,-999,-1,-999,17.405,-999,1.116,0.123737514,0.23303095,17.112,-999,32,-999,-999,-999,15.468,-999,-1,-999,15.507999,-999,0.8828,-0.42231786,1.1534723,14.921,-999,32,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,b'0000',0.7756951,2,1,2,1,183.1285417,0.894222222,rs0771
99513,99513,99513,b'J121237.96+005335.8',183.1582123,0.8932236,0.6172476,22,16,12,12,22.361,16.93,12.935,12.793,18.967,0.123,3,8.25,19.41,0.106,0.8758,0.063409954,0.006190259,18.967,0.123,1,-999,-999,-999,19.326,-999,-1,8.25,19.581001,-999,0.8963,0.027053408,0.013647609,19.326,-999,32,-999,-999,-999,-999,-999,17.754,-999,-1,-999,17.754,-999,0.931,-0.111146495,0.21383801,17.312,-999,32,-999,-999,-999,15.552,-999,-1,-999,15.592,-999,1.1,-1.1073188,1.0679601,15.102,-999,32,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,b'0000',0.86240757,0,0,2,1,183.1582083,0.893222222,rs0773
99671,99671,99671,b'-999               ',183.637299,0.984763,1.5873812,23,14,8,9,22.291,13.555,8.842,9.899,19.334,0.242,3,8.25,19.876,0.155,0.9728,0.041292902,0.005911232,19.334,0.242,1,-999,-999,-999,18.538,-999,-1,8.25,19.971,0.45,0.9568,0.037956458,0.015720297,18.538,-999,32,-999,-999,-999,-999,-999,17.368,-999,-1,-999,17.368,-999,0.8624,-0.07510746,0.30511773,17.203001,-999,32,-999,-999,-999,15.464,-999,-1,-999,15.504,-999,1.012,-0.3151089,1.1576015,15.334,-999,32,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,b'0000',0.7477413,2,1,2,1,183.6372917,0.98475,rs0780
100192,100192,100192,b'J122342.63+005743.9',185.9275174,0.9621581,0.51130587,23,23,10,10,22.178,22.119,9.946,10.014,16.498,0.031,2,16.08,17.254,0.032,4.074,0.46213606,0.013774685,16.709,0.02,0,16.08,16.498,0.031,17.107,0.067,2,13.31,17.632,0.055,1.246,0.3272808,0.01665129,17.178,0.048,0,13.31,17.107,0.067,17.033,0.084,16.298,0.177,1,-999,16.298,0.177,0.8558,1.6354078,0.26610738,15.946,0.223,0,11,16.223,0.12,14.961,-999,-1,-999,15.000999,-999,0.9315,1.0550498,1.3116382,14.406,-999,32,-999,16.825,-999,-999,-999,-999,0.793,60.9,20.9,0,1,b'0000',0.9453383,0,0,0,0,185.9275,0.962138889,rs1338
210060,210060,210060,b'J090537.86+000011.5',136.407775,0.003375,0.37485385,24,24,12,12,23.436,23.513,11.892,11.824,17.815,0.066,3,8.25,18.423,0.049,1.462,0.15739289,0.007092742,17.815,0.066,1,-999,-999,-999,18.315,0.149,3,8.25,18.866001,0.121,0.8828,0.10501116,0.011683113,18.315,0.149,1,-999,-999,-999,-999,-999,17.482,0.398,1,-999,17.482,0.398,0.7962,0.54924095,0.20111921,16.626,-999,32,-999,-999,-999,15.306,-999,-1,-999,15.346,-999,0.8042,0.15752831,1.2598398,14.897,-999,32,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,b'0000',0.57681555,2,2,2,3,136.40775,0.003361111,rs0016
210660,210660,210660,b'J091642.18+001220.3',139.1757324,0.2056126,0.1905421,23,23,12,12,22.675,22.556,11.955,11.903,14.66,0.014,2,23.49,14.945001,0.023,14.04,3.8744507,0.082997955,14.847,0.007,0,23.49,14.66,0.014,15.225,0.02,2,19.93,15.552,0.023,3.737,2.2235892,0.046801154,15.415999,0.012,0,19.93,15.225,0.02,15.207,0.031,13.876,0.028,2,20.14,13.9539995,0.029,1.86,14.154499,0.38031524,13.783999,0.022,0,20.14,13.876,0.028,12.615,0.057,1,-999,12.655,0.057,0.8549,31.93793,1.6791416,12.606,0.076,1,25.99,12.831,0.071,12.987,0.081,0.23,0.737,131.9,19.1,0,1,b'0000',0.94097185,0,0,2,2,139.1757083,0.205611111,rs0022
210808,210808,210808,b'J091901.62+001019.0',139.7567984,0.1719106,2.2202563,22,22,11,11,22.186,22.195,11.127,11.503,18.228,0.083,3,8.25,18.6,0.054,1.046,0.13378976,0.006661238,18.228,0.083,1,-999,-999,-999,18.519,0.164,3,8.25,18.748001,0.111,0.9956,0.11711513,0.012023918,18.519001,0.164,1,-999,-999,-999,-999,-999,17.333,-999,-1,-999,17.333,-999,0.9368,0.11916582,0.25550598,16.904,-999,32,-999,-999,-999,15.35,-999,-1,-999,15.39,-999,0.9993,0.44832167,1.0616357,14.825,-999,32,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,b'0000',0.87526625,2,1,0,0,139.7567917,0.171888889,rs0024
210909,210909,210909,b'J092108.68+000450.5',140.286111,0.0806132,0.53632665,25,25,13,13,25.735,25.743,14.413,14.343,18.693,0.137,3,8.25,18.859999,0.062,0.9178,0.10524852,0.006010497,18.693,0.137,1,-999,-999,-999,19.074,0.229,3,8.25,19.068,0.13,0.8778,0.087170295,0.010448642,19.074,0.229,1,-999,-999,-999,-999,-999,17.007,-999,-1,-999,17.007,-999,0.8386,0.30427542,0.2734587,17.306,-999,32,-999,-999,-999,15.662,-999,-1,-999,15.702,-999,1.014,-1.3597257,0.96504253,15.249,-999,32,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,b'h000',0.907777,0,0,0,0,140.2860833,0.080611111,rs0043
215812,215812,215812,b'J090145.13+003118.4',135.4380332,0.5218239,1.0409417,24,24,11,11,24.58,24.632,10.986,10.931,15.625,0.022,2,29.34,16.553,0.026,9.356,0.881199,0.02142432,16.098999,0.012,1,29.34,15.625,0.022,16.372,0.044,2,22.28,17.091,0.036,1.722,0.53885025,0.017678302,16.697,0.029,1,22.28,16.372,0.044,16.267,0.057,15.571,0.083,1,-999,15.571,0.083,1.079,3.193788,0.24322863,15.316999,0.12,1,17.19,15.523,0.076,15.561,0.512,1,-999,15.601,0.512,1.246,2.1174695,0.99954003,14.459001,-999,32,12,16.783,0.784,-999,-999,0.48,0.502,139.6,20.4,0,1,b'0000',0.81783503,2,1,2,4,135.438,0.521805556,rs0012
216184,216184,216184,b'J090841.84+002904.9',137.17433,0.48469,0.03576155,22,22,11,11,23.613,23.535,11.858,11.791,13.772,0.013,2,30.72,14.25,0.022,26.94,7.351065,0.15186268,14.159,0.006,1,30.72,13.772,0.013,14.458,0.017,2,24.29,14.955999,0.021,8.051,3.84866,0.075569406,14.811,0.009,1,24.29,14.458,0.017,14.425,0.027,16.063,0.133,1,-999,16.063,0.133,0.8435,2.0289676,0.24893017,15.879,0.19,1,9.2,16.397,0.119,14.905,-999,-1,-999,14.945,-999,0.7467,1.685466,1.0940946,14.703,-999,32,-999,17.596,-999,-999,-999,0.28,1,35.8,19.5,0,1,b'0000',0.76204336,2,5,2,6,137.1742917,0.484666667,rs0018
