name,mw3w,mw4w,groupcz,deextrestnuvmag,sfr_nuv,sfr_nuv_wisew
"rf0565",15.1928,6.32750,5811.80,-14.8472,0.03593043436967436,0.03593043436967436
"rf0566",12.2032,9.59619,5923.50,-13.2924,0.008580411933254624,0.008580411933254624
"rf0567",10.9603,9.13271,5510.44,-16.0729,0.1111025291611975,0.1111025291611975
"rf0568",11.2403,8.79109,5365.07,-18.5120,1.050387560948744,1.050387560948744
"rf0569",11.2403,10.7478,6163.00,-19.2226,2.021253496945733,2.021253496945733
"rf0570",0.00000,9.34743,5707.10,-16.1478,0.1190364549854413,0.1190364549854413
"rf0571",0.00000,9.34743,5510.44,-17.7719,0.5312737606036896,0.5312737606036896
"rf0572",11.5327,9.93625,5510.44,-15.2116,0.05025959872408184,0.05025959872408184
"rf0573",11.5327,12.0358,5510.44,-16.4182,0.1527058445683587,0.1527058445683587
"rf0574",12.3194,11.9288,5896.20,-13.7189,0.01270989110183249,0.01270989110183249
"rf0575",13.0413,6.68271,4580.40,-16.6041,0.1812185096314186,0.1812185096314186
"rf0576",13.7065,11.2576,6983.60,-14.4077,0.02396976024495417,0.02396976024495417
"rf0577",12.5112,0.00000,5402.83,-14.9590,0.03982531862278720,0.03982531862278720
"rf0578",12.0133,9.10082,5402.83,-17.2372,0.3246755751646341,0.3246755751646341
"rf0579",11.8074,9.18008,7152.10,-18.0761,0.7030987232639612,0.7030987232639612
"rf0580",9.81582,7.40992,5832.30,-17.8189,0.5548104848118514,0.5548104848118514
"rf0581",12.9844,10.2352,5710.90,-19.6351,2.955239418468643,2.955239418468643
"rf0582",0.00000,8.88810,5198.90,-13.9438,0.01563499514891342,0.01563499514891342
"rf0583",12.3065,9.54320,5640.60,-14.5021,0.02614633568774931,0.02614633568774931
"rf0585",13.5605,12.6015,5550.00,-16.6642,0.1915366640096938,0.1915366640096938
"rf0586",0.00000,10.5558,5228.60,-18.2653,0.8368890039413704,0.8368890039413704
"rf0587",14.2944,8.16808,5595.70,-19.5421,2.712847217568323,2.712847217568323
"rf0588",12.1902,10.7710,5623.80,-15.2260,0.05092707149991534,0.05092707149991534
"rf0589",11.2246,9.52365,5689.50,-15.1309,0.04665627588251167,0.04665627588251167
"rf0590",7.95987,0.00000,5306.90,-18.7809,1.345615276446220,1.345615276446220
"rf0591",11.6337,9.74908,5318.60,-15.1021,0.04543705802024853,0.05962224541655316
"rf0592",13.2804,11.1166,5347.20,-15.8770,0.09275734920892846,0.09275734920892846
"rf0593",13.5121,10.1502,5308.40,-16.1786,0.1224654630393103,0.1224654630393103
"rf0594",12.3705,0.00000,5302.30,-16.0239,0.1061983733846955,0.1061983733846955
"rf0595",13.1525,10.2801,5944.90,-18.6219,1.162327132136421,1.162327132136421
"rf0596",14.0801,0.00000,5494.70,-16.8689,0.2312687017011840,0.2312687017011840
"rf0597",11.8311,9.41961,5476.95,-16.2651,0.1326216755048182,0.1451643210898099
"rf0598",0.00000,0.00000,5441.17,-18.6983,1.247094481887406,1.247094481887406
"rf0599",10.8280,11.2864,4927.50,-18.5990,1.138061025668442,1.138061025668442
"rf0600",11.5978,9.60454,5388.40,-13.3375,0.008944361838537813,0.008944361838537813
"rf0601",12.6521,8.65858,5639.20,-12.9405,0.006205471778846896,0.006205471778846896
"rf0602",12.9260,5.67370,5431.20,-13.9684,0.01599315976608506,0.01599315976608506
"rf0603",0.00000,0.00000,5203.56,-16.6667,0.1919718799615828,0.1919718799615828
"rf0605",0.00000,0.00000,5967.20,-13.5716,0.01109729023718071,0.01109729023718071
"rf0606",11.9504,10.2772,5203.56,-14.7193,0.03193511066107767,0.03193511066107767
"rf0607",11.3626,9.09611,5530.70,-17.9199,0.6088648329081547,0.6088648329081547
"rf0608",13.2525,9.37944,4812.50,-16.8465,0.2265550175868487,0.2265550175868487
"rf0609",0.00000,0.00000,5930.70,-16.7391,0.2052072585122108,0.2052072585122108
"rf0611",12.5611,10.1999,7202.60,-15.7862,0.08531981961065338,0.08531981961065338
"rf0612",11.3491,10.1822,7196.20,-16.7543,0.2080984158195674,0.2080984158195674
"rf0613",0.00000,0.00000,4707.90,-13.4133,0.009591557247378613,0.009591557247378613
"rf0614",12.4788,8.88551,5513.70,-13.4935,0.01032706404163626,0.01032706404163626
"rf0615",13.3793,11.0559,6718.30,-13.5977,0.01136661377539980,0.01136661377539980
"rf0616",0.00000,0.00000,5484.06,-12.6468,0.004734645212431982,0.004734645212431982
"rf0617",0.00000,0.00000,4833.69,-14.8797,0.03702050622140671,0.03702050622140671
"rf0618",0.00000,0.00000,4833.69,-16.1528,0.1195851778188878,0.1195851778188878
"rf0619",8.21259,11.2844,5155.30,-15.1001,0.04535110095846119,0.04535110095846119
"rf0620",14.5823,3.71296,5391.10,-12.2287,0.003221374613895716,0.003221374613895716
"rf0621",12.6195,9.81810,5197.40,-19.2544,2.081232932142085,2.081232932142085
"rf0622",13.7972,11.7392,5228.30,-14.0593,0.01738957968933523,0.01738957968933523
"rf0623",0.00000,0.00000,5261.50,-13.3603,0.009134675565133900,0.009134675565133900
"rf0624",12.3838,8.92959,5885.00,-15.9413,0.09842440857229527,0.09842440857229527
"rf0625",12.3838,11.5145,5617.70,-13.5985,0.01137560287321074,0.01137560287321074
"rf0626",15.1689,9.68508,5770.70,-15.8158,0.08768048654518790,0.08768048654518790
"rf0627",0.00000,10.5218,6290.40,-16.3218,0.1397283347242133,0.1397283347242133
"rf0628",0.00000,4.88776,5712.23,-15.8781,0.09285467614850132,0.09285467614850132
"rf0629",10.6696,10.6472,4928.77,-15.8013,0.08651549341488941,0.08651549341488941
"rf0630",0.00000,10.5044,6838.45,-14.5535,0.02741258081285032,0.02741258081285032
"rf0631",12.0027,9.72558,4868.00,-16.3016,0.1371519240230097,0.1371519240230097
"rf0632",10.7752,10.8954,5450.00,-15.8339,0.08915479990937919,0.08915479990937919
"rf0633",11.8699,0.00000,6805.80,-13.4027,0.009498046179190664,0.009498046179190664
"rf0634",11.9625,9.72360,4494.50,-19.2255,2.026522458108247,2.026522458108247
"rf0635",14.8228,9.43712,6850.60,-15.7701,0.08405998784868546,0.08405998784868546
"rf0636",0.00000,11.1842,5847.70,-16.0486,0.1086397676525519,0.1086397676525519
"rf0637",12.5702,11.1842,6769.90,-12.3353,0.003553584540808268,0.003553584540808268
"rf0638",10.6994,9.79158,7021.43,-16.5082,0.1658965579050888,0.2243545918541811
"rf0640",9.97380,8.41470,7021.43,-15.0048,0.04154279821724016,0.1555856395314211
"rf0641",7.10893,12.1538,7021.43,-16.2812,0.1346045645121673,0.1346045645121673
"rf0642",0.00000,0.00000,5833.90,-14.3288,0.02228878386929287,0.02228878386929287
"rf0643",12.3730,12.1538,7131.60,-15.0759,0.04435275629040435,0.05726203535479669
"rf0644",12.7480,12.1538,5978.85,-13.3772,0.009277656360536537,0.009277656360536537
"rf0645",12.7511,10.7942,5978.85,-14.4263,0.02438286512244363,0.02438286512244363
"rf0646",6.68641,11.0841,6066.10,-16.8172,0.2205235228501027,0.2205235228501027
"rf0647",14.4185,11.2819,7024.20,-14.7122,0.03172860192839552,0.03172860192839552
"rf0648",13.3020,11.2819,5763.20,-15.3976,0.05964912754386138,0.05964912754386138
"rf0649",11.0999,8.61945,7246.60,-13.2607,0.008333701918820345,0.05139264504978042
"rf0650",13.6447,0.00000,6898.00,-16.1827,0.1229306248563030,0.1229306248563030
"rf0651",10.5934,11.8315,5993.80,-14.9783,0.04054159559123797,0.04054159559123797
"rf0652",13.8035,10.1012,5908.00,-16.4960,0.1640527613504119,0.1640527613504119
"rf0653",13.0185,10.6552,7220.50,-13.1625,0.007612837887904700,0.007612837887904700
"rf0654",10.6693,0.00000,7139.56,-17.0229,0.2665137578014100,0.2665137578014100
"rf0655",14.2858,0.00000,6220.60,-16.0124,0.1050837723724679,0.1050837723724679
"rf0656",14.2858,0.00000,7110.20,-14.7678,0.03339470736364990,0.03339470736364990
"rf0657",14.2858,0.00000,7139.56,-15.1146,0.04596177608278267,0.04596177608278267
"rf0658",11.4140,0.00000,7139.56,-16.6430,0.1878227509945411,0.2191171283022775
"rf0659",11.6336,9.67859,7026.10,-13.9284,0.01541430699695167,0.01541430699695167
"rf0660",13.7760,12.9961,6205.00,-19.6038,2.871353236355197,2.871353236355197
"rf0661",13.6305,9.84560,6487.20,-16.7102,0.1998157132021694,0.1998157132021694
"rf0662",11.7299,10.4466,7180.80,-12.9975,0.006539686297518190,0.006539686297518190
"rf0663",13.3218,0.00000,6487.20,-19.8561,3.622384156348224,3.622384156348224
"rf0664",12.2093,0.00000,7244.30,-14.0178,0.01673806002083234,0.01673806002083234
"rf0665",10.9392,9.17147,7164.50,-13.6233,0.01163819821102505,0.01163819821102505
"rf0666",10.9392,9.17147,7043.80,-14.8229,0.03513373487975327,0.03513373487975327
"rf0667",10.9392,10.1492,7036.50,-18.3064,0.8691973551205002,0.8691973551205002
"rf0668",11.4850,9.36261,4408.20,-13.8109,0.01383382192726162,0.01383382192726162
"rf0669",13.4910,9.36261,6361.50,-15.2116,0.05026038724900537,0.05026038724900537
"rf0670",12.7155,10.3344,6418.50,-13.6059,0.01145302215499810,0.01145302215499810
"rf0671",12.8493,10.4625,6052.30,-16.7161,0.2009110703613028,0.2009110703613028
"rf0672",12.0411,10.9752,6811.10,-13.6473,0.01189845031252301,0.01189845031252301
"rf0673",10.4754,9.19300,6678.25,-14.0021,0.01649739852623301,0.01649739852623301
"rf0674",12.5627,9.19300,6720.60,-13.2445,0.008210604282654953,0.008210604282654953
"rf0675",11.7897,9.30425,6120.60,-14.0611,0.01741786268592436,0.01741786268592436
"rf0676",12.1955,0.00000,6620.09,-12.9149,0.006060779208976414,0.006060779208976414
"rf0677",12.3362,9.02187,7124.20,-12.8860,0.005901705856881029,0.01922837362741526
"rf0678",12.3362,9.02187,6620.09,-18.6242,1.164833194815460,1.176340592226769
"rf0679",12.3362,9.84209,6572.50,-14.0973,0.01800854032077055,0.02935108760515682
"rf0680",13.0500,9.84209,6551.70,-15.9019,0.09491373859438831,0.09491373859438831
"rf0681",13.1801,9.84209,6620.09,-17.3280,0.3529875638308151,0.3529875638308151
"rf0682",13.1801,9.84209,6620.09,-16.0984,0.1137413240348337,0.1137413240348337
"rf0683",12.8337,10.8515,6426.00,-16.0112,0.1049679050751290,0.1049679050751290
"rf0684",10.1077,8.20401,6620.09,-18.3456,0.9012094772175966,0.9908296152922984
"rf0685",10.1077,0.00000,6745.60,-13.2653,0.008369544258313545,0.008369544258313545
"rf0686",7.48072,5.57504,5909.30,-14.4248,0.02434896404305963,0.02434896404305963
"rf0687",13.0865,10.2599,6579.06,-13.7107,0.01261360071086442,0.01261360071086442
"rf0688",11.4883,9.85932,7154.30,-16.4796,0.1615832613836461,0.1615832613836461
"rf0689",12.7858,11.4102,6579.06,-16.1404,0.1182311756734325,0.1182311756734325
"rf0690",13.2137,10.3380,6229.10,-17.9038,0.5998933823760396,0.5998933823760396
"rf0691",13.2137,9.38072,6579.06,-14.1359,0.01866011452727425,0.01866011452727425
"rf0692",13.7134,10.1844,6579.06,-15.7535,0.08279012034766661,0.08279012034766661
"rf0693",11.8348,10.4849,6229.10,-14.6722,0.03057930868959965,0.03057930868959965
"rf0694",13.4510,10.0462,6620.09,-13.1476,0.007509075605974608,0.007509075605974608
"rf0695",11.6618,2.54387,6579.06,-14.3648,0.02304055728608235,0.02304055728608235
"rf0696",11.4924,2.54387,7237.30,-13.3672,0.009192419587920771,0.009192419587920771
"rf0697",10.9735,9.58870,6229.10,-11.8135,0.002197634037861587,0.002197634037861587
"rf0698",14.2557,10.0704,4384.80,-18.4016,0.9488414520662628,0.9488414520662628
"rf0699",0.00000,0.00000,6665.90,-17.7961,0.5432713966292307,0.5432713966292307
"rf0700",8.92208,9.35786,6220.50,-13.3414,0.008976883124847037,0.008976883124847037
"rf0701",12.7767,9.97508,6634.50,-13.0224,0.006691789898980680,0.006691789898980680
"rf0702",12.7315,11.4080,6314.60,-14.6569,0.03015367214416087,0.03015367214416087
"rf0703",18.1912,11.3701,6663.70,-12.9114,0.006040998057074866,0.006040998057074866
"rf0704",13.0773,11.2393,6725.50,-13.1624,0.007612370184367804,0.007612370184367804
"rf0705",10.6164,9.26949,7135.90,-14.1917,0.01964498203988239,0.01964498203988239
"rf0706",11.8730,9.40384,7135.90,-13.5568,0.01094674783304641,0.01094674783304641
"rf0707",11.2819,10.6477,6871.60,-16.7799,0.2130716911387449,0.2458129745418084
"rf0708",11.4636,12.7133,7223.20,-12.8382,0.005647467706439770,0.03624915486151178
"rf0709",10.8843,0.00000,6921.70,-16.5838,0.1778552019590978,0.1778552019590978
"rf0710",0.00000,8.97215,6569.10,-13.3606,0.009136956229779863,0.009136956229779863
"rf0711",10.9060,11.7334,7090.05,-14.9636,0.03999379534591378,0.03999379534591378
"rf0712",15.5112,10.5406,6525.25,-12.8346,0.005628648861484378,0.005628648861484378
"rf0713",15.5112,10.5406,6292.50,-12.7045,0.004993187062431690,0.004993187062431690
"rf0714",11.4471,10.5406,7090.05,-15.6267,0.07366126994366201,0.07366126994366201
"rf0715",11.4471,0.00000,6530.20,-14.1337,0.01862242113274724,0.01862242113274724
"rf0716",7.95080,6.43583,6989.40,-14.7954,0.03425519888820858,0.6807780487654308
"rf0717",12.3352,11.6887,6989.40,-13.7846,0.01350274260444993,0.01350274260444993
"rf0718",9.97859,10.5748,6974.20,-13.8407,0.01421783179503241,0.01421783179503241
"rf0719",6.96847,4.71872,7072.37,-17.5149,0.4193172575278336,0.4193172575278336
"rf0720",8.58769,6.25727,7072.37,-15.0507,0.04333708312137608,0.4580931964114749
"rf0721",13.7873,10.6013,6622.60,-16.7457,0.2064685367918403,0.2064685367918403
"rf0722",13.4612,10.3705,7072.37,-13.6750,0.01220594154885830,0.01220594154885830
"rf0723",11.4752,9.78676,7072.37,-15.7191,0.08020342198893710,0.1092294626458270
"rf0724",8.07648,6.16935,7049.30,-16.0569,0.1094769989463023,0.8065437381231625
"rf0725",11.6833,10.6462,7159.60,-15.7784,0.08470958630806272,0.08470958630806272
"rf0726",11.6833,10.6462,7019.60,-15.8978,0.09455260473517614,0.09455260473517614
"rf0728",11.6833,11.6516,7202.40,-15.2371,0.05145476212685062,0.05145476212685062
"rf0729",11.6833,0.00000,6953.00,-15.1697,0.04835582797052183,0.04835582797052183
"rf0730",9.87444,8.67540,6953.00,-12.5477,0.004321461190303539,0.1011159225358848
"rf0731",9.52633,0.00000,6326.90,-16.9610,0.2517422937031156,0.2517422937031156
"rf0732",11.2949,9.79785,6934.36,-15.4825,0.06450313443698234,0.06450313443698234
"rf0733",0.00000,10.7442,6746.10,-15.0684,0.04404798528144781,0.04404798528144781
"rf0734",11.4600,9.72479,7176.16,-16.4527,0.1576338745502026,0.1576338745502026
"rf0736",11.3014,8.73659,6803.15,-18.1715,0.7676743305629038,0.7676743305629038
"rf0737",12.8531,8.73659,7176.16,-14.4666,0.02530491565173530,0.02530491565173530
"rf0738",12.4572,8.73659,6803.15,-16.0949,0.1133750610900665,0.1133750610900665
"rf0739",12.4284,7.74494,6705.20,-16.4536,0.1577591076218123,0.1577591076218123
"rf0740",12.2275,7.74494,4317.30,-15.1636,0.04808374070674901,0.04808374070674901
"rf0741",11.4520,10.3582,4287.30,-14.4391,0.02467315628824562,0.02467315628824562
"rf0742",7.85357,6.05798,7081.10,-15.6732,0.07688856732345531,0.8961515771682066
"rf0743",17.1359,0.00000,7283.90,-17.8381,0.5646589964562655,0.5646589964562655
"rf0744",14.0752,9.77410,4609.90,-12.4217,0.003848036739321247,0.003848036739321247
"rf0745",11.9549,9.88725,5372.70,-16.3102,0.1382482232833414,0.1490164292534513
"rf0746",12.3991,8.71453,5040.10,-16.8094,0.2189354910704686,0.2189354910704686
"rf0747",12.7055,10.3879,4469.70,-12.8870,0.005906892551420602,0.005906892551420602
"rf0748",7.42949,5.31856,4272.40,-15.5548,0.06894129614024083,0.5841211268059777
"rf0749",0.00000,10.1351,5083.70,-15.1702,0.04837961521030162,0.04837961521030162
"rf0750",11.9454,10.0774,4367.50,-16.6700,0.1925582385361651,0.1925582385361651
"rf0751",11.9454,10.0774,4367.50,-14.1326,0.01860450107947291,0.01860450107947291
"rf0752",14.2038,10.7555,5009.80,-15.2251,0.05088673774666963,0.05088673774666963
"rf0753",13.0617,10.9637,4984.10,-17.4587,0.3981444235119878,0.3981444235119878
"rf0755",12.8558,11.7626,4643.10,-13.9109,0.01516811600433669,0.01516811600433669
"rf0756",13.3665,11.7626,6273.40,-15.2129,0.05031851767666540,0.05031851767666540
"rf0757",0.00000,9.90268,7203.00,-13.5352,0.01073098151440955,0.01073098151440955
"rf0758",11.5998,8.39150,7196.50,-18.3950,0.9431545481535827,0.9431545481535827
"rf0759",8.49047,6.24120,7237.90,-16.1652,0.1209576689278782,0.5960487884210894
"rf0760",13.6470,0.00000,4838.30,-14.0470,0.01719301853364361,0.01719301853364361
"rf0761",12.5530,9.51615,4455.50,-16.8468,0.2266234724930755,0.2266234724930755
"rf0762",13.6642,10.3365,4676.40,-13.1631,0.007617667139355288,0.007617667139355288
"rf0763",14.3554,9.93176,7194.20,-16.3793,0.1473285975248649,0.1473285975248649
"rf0764",11.7946,9.93176,5385.16,-17.2479,0.3278819626841194,0.3278819626841194
"rf0765",12.3178,10.3935,6056.10,-15.7586,0.08317380515033880,0.08317380515033880
"rf0767",12.8843,9.79157,7163.90,-14.6492,0.02993931695216651,0.02993931695216651
"rf0768",10.0567,11.2463,7163.90,-16.1222,0.1162588644739313,0.2262527070060926
"rf0769",10.0567,9.90600,5474.20,-15.8096,0.08717778406255325,0.08717778406255325
"rf0770",9.31513,7.35323,7203.80,-15.3270,0.05589392772687552,0.05589392772687552
"rf0771",8.75788,7.11368,7110.90,-16.3893,0.1486894986375395,0.5071462635728495
"rf0772",8.75788,11.1691,5885.40,-16.3802,0.1474544589547042,0.1474544589547042
"rf0773",13.9505,10.2699,5729.10,-15.0539,0.04346350044631886,0.04346350044631886
"rf0774",13.7407,10.2699,6747.25,-16.6273,0.1851280595381505,0.1851280595381505
"rf0775",14.7385,11.6408,7094.90,-15.7801,0.08484183108580923,0.08484183108580923
"rf0776",11.6076,9.57823,7063.90,-16.8562,0.2285866875379429,0.2285866875379429
"rf0777",13.1003,9.67190,7093.50,-16.7429,0.2059382176348686,0.2059382176348686
"rf0778",13.9191,9.67190,7080.50,-15.1155,0.04600159926779267,0.04600159926779267
"rf0779",9.88261,7.94320,7133.90,-14.6262,0.02931297457370050,0.1667280034159883
"rf0780",13.8192,7.94320,6929.40,-15.1468,0.04734661776091074,0.04734661776091074
"rf0781",14.1521,10.8923,6992.70,-15.6545,0.07557445772159808,0.07557445772159808
"rf0782",14.6156,10.8923,7069.00,-18.4914,1.030657524043070,1.030657524043070
"rf0783",10.1308,8.57352,6991.70,-16.8263,0.2223674786327966,0.2223674786327966
"rf0784",10.1308,9.60145,6952.20,-16.5558,0.1733320223262907,0.1733320223262907
"rf0785",11.0427,9.60145,7174.00,-16.3336,0.1412525825381816,0.1412525825381816
"rf0786",8.42486,6.21570,7095.00,-15.1556,0.04773303570743605,0.04773303570743605
"rf0787",8.66336,7.06786,7134.90,-14.9427,0.03923071170975113,0.4004895846501844
"rf0788",12.6126,9.58917,7095.00,-17.2356,0.3242002181744014,0.3242002181744014
"rf0789",11.6952,8.71670,7024.00,-17.2413,0.3258996015960851,0.3258996015960851
"rf0790",12.8180,10.4512,7148.60,-16.0473,0.1085112052321648,0.1085112052321648
"rf0791",11.1256,9.91912,7177.40,-16.5513,0.1726118751347259,0.1726118751347259
"rf0792",10.8439,8.63878,7241.30,-16.6625,0.1912394550238559,0.1912394550238559
"rf0793",12.6066,5.95308,6979.02,-19.4879,2.580539791467513,2.580539791467513
"rf0794",9.76739,7.56649,7155.70,-15.4430,0.06219735673633939,0.2054446715962247
"rf0795",10.7751,7.56649,6979.02,-17.9889,0.6488311662170876,0.6488311662170876
"rf0796",6.97880,4.90329,7131.10,-17.2679,0.3339766963022643,2.467713873898615
"rf0797",6.97880,4.90329,4743.10,-18.9536,1.577585500844595,1.577585500844595
"rf0798",11.4798,8.56636,7207.00,-18.2340,0.8131047725335107,0.8131047725335107
"rf0799",11.4798,8.05906,5720.00,-16.2089,0.1259277700108417,0.1259277700108417
"rf0800",12.5124,9.58785,6039.00,-16.2990,0.1368260764923732,0.1368260764923732
"rf0801",11.3724,9.58785,4728.00,-14.9275,0.03868737475648260,0.03868737475648260
"rf0802",13.1215,9.58785,5408.00,-18.2811,0.8492228651920305,0.8492228651920305
"rf0803",13.2990,9.58785,5113.59,-16.2591,0.1318870349270733,0.1318870349270733
"rs0001",11.1480,7.71436,6426.89,-15.9181,0.09633757825693563,0.2434254493644982
"rs0002",8.82327,7.32147,6023.14,-16.2069,0.1256979152770046,0.1256979152770046
"rs0003",9.76361,7.09869,6922.12,-15.3885,0.05914919643583304,0.1936651127647632
"rs0004",9.76361,7.09869,5195.50,-16.9106,0.2403285427589990,0.2403285427589990
"rs0005",8.81828,6.58951,7065.64,-16.1236,0.1164088634485091,0.4511641573937050
"rs0006",11.3602,9.67041,4712.60,-15.9404,0.09833973656089853,0.09833973656089853
"rs0007",11.7314,10.5490,7038.11,-15.2556,0.05233668990720946,0.05233668990720946
"rs0009",11.4571,10.5490,4486.55,-18.1561,0.7568679855999531,0.7568679855999531
"rs0010",10.0642,8.39796,5633.39,-17.5656,0.4393535079084137,0.4393535079084137
"rs0011",11.4952,8.53121,6950.21,-16.0856,0.1124116186094755,0.1399317169892878
"rs0012",9.59153,7.68150,5361.40,-15.2938,0.05420935353297525,0.1487641065368461
"rs0013",10.3613,7.87157,5612.29,-15.2220,0.05074069565877838,0.1017344196343951
"rs0014",11.5285,7.87157,6980.95,-16.4924,0.1635003498809757,0.1635003498809757
"rs0015",10.7507,9.35366,7036.69,-16.4834,0.1621599318352398,0.1621599318352398
"rs0016",10.7633,8.95259,5470.96,-16.8255,0.2222182883860431,0.2222182883860431
"rs0017",9.21220,7.61702,6979.48,-16.8492,0.2271057182513671,0.4543557797689011
"rs0018",9.97778,9.28928,5448.12,-16.3776,0.1470989732900169,0.1470989732900169
"rs0019",9.48166,7.89270,4738.59,-15.3382,0.05647140029426868,0.1312597709669239
"rs0020",11.3767,8.85406,4772.44,-16.8072,0.2185005634600526,0.2185005634600526
"rs0021",10.6096,9.12399,7012.80,-19.0043,1.653048449120291,1.653048449120291
"rs0022",8.46386,5.89563,4843.48,-16.1596,0.1203383697141677,0.4523765649450494
"rs0023",11.2892,10.0743,4923.01,-15.9994,0.1038285506098224,0.1205215346872485
"rs0024",12.8787,9.82695,5072.30,-17.6275,0.4651137973472312,0.4651137973472312
"rs0025",10.6858,9.22880,5105.83,-18.1330,0.7409156092046272,0.7722170346376589
"rs0026",12.7128,11.5795,5087.89,-15.6228,0.07339969407790875,0.07339969407790875
"rs0027",11.6587,11.5795,4765.63,-17.2731,0.3355952554090854,0.3467250483063937
"rs0028",13.6754,9.71472,5087.89,-15.3407,0.05660558973954056,0.05660558973954056
"rs0029",9.41779,8.38322,5087.89,-18.6127,1.152490407400517,1.227348460632403
"rs0030",9.22292,7.73512,5087.89,-16.3290,0.1406548310064523,0.2456618565700198
"rs0031",11.2230,7.73512,5087.89,-16.5908,0.1790137555436696,0.2694509781207123
"rs0032",8.31292,6.43437,5087.89,-15.9263,0.09707182074170402,0.3735389783313355
"rs0033",10.5728,6.43437,5048.03,-16.7088,0.1995574963889142,0.2335084581135162
"rs0034",11.6333,8.50845,5087.89,-14.9993,0.04133053547992981,0.04133053547992981
"rs0035",11.1001,8.04393,4843.27,-17.2593,0.3313632265769705,0.3313632265769705
"rs0037",12.8922,9.09888,5087.89,-18.8771,1.470250746699631,1.470250746699631
"rs0038",11.1880,9.09888,5087.89,-16.7858,0.2142382256709046,0.2142382256709046
"rs0039",11.8849,10.0684,4763.39,-18.6594,1.203189158706019,1.212217717221264
"rs0040",12.1954,10.0684,5087.89,-15.1276,0.04651698055665965,0.05425537253045593
"rs0041",10.5306,10.0684,5005.29,-17.3633,0.3646428740579949,0.3646428740579949
"rs0042",12.8644,10.0684,6943.68,-16.0703,0.1108354445314868,0.1108354445314868
"rs0043",14.1318,10.0684,6867.00,-16.0728,0.1110884734603736,0.1110884734603736
"rs0044",10.6711,9.27353,4763.39,-14.4231,0.02431118304768349,0.05192427083480539
"rs0045",10.7491,9.40464,4861.26,-18.7466,1.303735563144256,1.303735563144256
"rs0046",10.7491,8.93725,4763.39,-15.2991,0.05447445620935686,0.05447445620935686
"rs0047",11.1763,7.57355,5787.40,-19.0774,1.768159211452107,1.768159211452107
"rs0048",8.52069,6.55935,5117.60,-18.0351,0.6770548354932812,0.9276583106535651
"rs0049",9.76730,8.05458,5045.26,-14.2575,0.02087232167304445,0.09208970835024116
"rs0050",8.66175,6.54322,4921.96,-16.4237,0.1534722976588024,0.3741365434923126
"rs0051",9.90187,8.97413,4963.57,-17.7497,0.5205459943269766,0.5205459943269766
"rs0052",9.04595,7.91091,4921.96,-15.2541,0.05226227062503620,0.1839768031494826
"rs0053",6.48232,4.82640,4963.57,-17.4620,0.3993478786799483,1.736600478089812
"rs0054",9.27347,7.95110,4879.10,-19.0483,1.721352442367034,1.789517185240586
"rs0055",8.39970,6.05350,7048.06,-16.7526,0.2077900973198117,0.8610258049643822
"rs0056",10.0512,8.43196,7048.06,-14.5687,0.02780099355537207,0.1269755852453927
"rs0057",12.1959,8.94157,4973.40,-18.2625,0.8347394416524762,0.8347394416524762
"rs0058",12.1959,8.94157,4973.10,-15.7501,0.08252800863780047,0.08252800863780047
"rs0059",11.8646,8.59745,7091.35,-13.5856,0.01124063838844441,0.01124063838844441
"rs0060",12.5269,9.28116,6194.30,-14.7665,0.03335454683337368,0.03335454683337368
"rs0062",10.9507,8.86256,5043.97,-15.4505,0.06262759695548147,0.06262759695548147
"rs0063",9.95273,7.96783,4893.05,-15.2866,0.05385161173658449,0.1103201335143420
"rs0064",7.10847,5.33286,5157.22,-17.9301,0.6145948397785264,1.469869359776749
"rs0065",11.5667,8.40709,5201.72,-12.6684,0.004829563697262475,0.01926290790383596
"rs0066",11.5667,9.98722,5134.00,-14.2138,0.02004797041416261,0.03410795080416942
"rs0067",11.3359,10.8035,6836.00,-17.4305,0.3879248588296735,0.3879248588296735
"rs0068",12.0866,10.8753,6722.55,-17.5927,0.4504607680064951,0.4504607680064951
"rs0069",11.5901,10.8753,5346.00,-15.5872,0.07103311650429532,0.07103311650429532
"rs0070",14.6858,9.75176,5696.08,-15.8564,0.09101871366344992,0.09101871366344992
"rs0071",11.9895,8.71284,6601.28,-15.6702,0.07667558312084495,0.09242224142222397
"rs0072",11.4785,10.1899,7093.90,-13.6210,0.01161399580077259,0.01161399580077259
"rs0073",10.8799,9.47504,7093.90,-15.8879,0.09369971209641656,0.09369971209641656
"rs0074",10.2677,8.62211,7093.90,-15.7482,0.08238417295946526,0.1600532039364298
"rs0075",12.4458,8.62211,7093.90,-15.7373,0.08155818746911139,0.1592272184460760
"rs0077",6.96746,5.06887,5146.58,-19.7060,3.154871507146466,4.182491743652971
"rs0078",11.9468,5.06887,5233.98,-13.3711,0.009225503539179409,0.009225503539179409
"rs0079",11.4316,9.08036,5233.98,-15.4295,0.06142867138933666,0.06142867138933666
"rs0080",8.92425,8.32826,5233.98,-12.6992,0.004968948480302928,0.004968948480302928
"rs0081",11.2575,9.08962,6958.67,-12.9866,0.006474312410651007,0.006474312410651007
"rs0082",11.6383,9.08962,6969.07,-16.4885,0.1629177588670278,0.1629177588670278
"rs0083",0.00000,9.08962,5051.36,-15.4959,0.06529894431565596,0.06529894431565596
"rs0084",10.9551,8.80635,6710.33,-15.0203,0.04213934512200899,0.08432876160639116
