name,ekmag,emw1,emw2,emw3,emw4,kmag,mur50,mw1,mw2,mw3,mw4,name,ukidsskflag,ukidsskmag
rs0520,0.1262,0.014368147,0.044082854,0.04164988,0.13318951,13.9222,20.624876,13.5899105,13.618125,10.783458,8.335618,rs0520,   0,13.9866
rs0521,0.4931,0.038218472,0.08987,0.5215122,1.272725,14.4147,21.07461,13.682878,13.596405,11.065816,11.008143,rs0521,   0,14.2285
rs0522,0.7096,0.004299425,0.007300294,0.024171667,0.05653344,12.5758,21.729301,12.443441,12.552315,8.957055,6.822089,rs0522,   0,12.7928
rs0524,0.0,0.096901745,0.10024783,0.72264796,2.0181925,0.0,22.579731,13.449533,13.625806,11.26254,9.691099,rs0524,   0,14.1677
rs0526,0.1559,0.020751167,0.037802592,0.26797548,0.3105138,14.0563,20.852282,13.923754,13.888151,10.748265,8.772873,rs0526,   0,14.4408
rs0528,0.1973,0.0015285265,0.0043362495,0.0040715905,0.011353204,11.1118,21.022423,10.821634,10.716157,7.4823236,5.445655,rs0528,   0,11.3091
rs0531,0.1377,0.0022496025,0.0025067136,0.005516055,0.012450549,11.8495,20.630383,11.154741,11.271026,7.6451974,5.6270804,rs0531,   0,11.5732
rs0532,0.2672,0.014460133,0.016081207,0.041263685,0.20682286,13.8924,19.884815,13.319939,13.370248,9.548741,7.103345,rs0532,   0,13.7749
rs0533,0.2441,0.0014527382,0.0039049245,0.00960859,0.041138835,11.7351,20.92253,11.57269,11.545328,8.688929,7.331214,rs0533,   0,11.9886
rs0534,0.5184,0.02123178,0.1321326,0.06437939,1.9628297,12.924,21.546518,13.860871,13.633045,11.3210335,10.040697,rs0534,   1,0.0
rs0536,0.1493,0.019835342,0.036577355,0.26064482,0.29834178,13.2294,20.215483,12.951783,12.777939,9.809277,7.749971,rs0536,   1,0.0
rs0537,0.229,0.0025894293,0.011505765,0.04435314,0.062197313,12.5087,19.975664,12.592285,12.568105,10.3048725,8.752989,rs0537,   0,12.8123
rs0538,0.1544,0.001095901,0.0022903315,0.005822929,0.0,11.6184,20.819344,11.303024,11.134486,7.410036,0.0,rs0538,   1,0.0
rs0540,0.0618,0.00093843706,0.0014620723,0.0021961513,0.0051725917,11.7753,19.648592,11.2852125,10.873596,7.3393903,4.3912725,rs0540,   1,0.0
rs0541,0.0823,0.0084804,0.01855846,0.01713029,0.09552549,13.4495,19.495014,13.248905,13.026448,9.0516,6.4107337,rs0541,   1,0.0
rs0542,0.6488,0.03857227,0.027511697,1.6590104,0.50530815,13.9299,23.145819,14.270654,14.129828,11.5683565,11.380644,rs0542,   0,13.5231
rs0546,0.1846,0.023618024,0.06509743,0.056057658,0.12765719,12.5698,22.493439,12.115717,12.189107,9.567319,7.795115,rs0546,   0,13.0104
rs0547,0.0217,0.00041609167,0.0007092994,0.00052556384,0.00069142843,11.3699,18.607347,10.810304,10.401641,6.1566343,2.706988,rs0547,   0,11.2203
rs0548,0.0,0.036002226,0.13291033,0.9479025,3.3892658,0.0,21.565207,14.724733,14.528416,13.172611,8.687959,rs0548,   1,0.0
rs0549,0.3367,0.0030036112,0.013342558,0.023821458,0.12703903,13.1655,20.531637,13.06481,12.936616,9.492936,7.0948677,rs0549,   0,13.4011
rs0550,0.0,0.021085165,0.08633317,1.1925223,0.0,0.0,22.419146,15.120714,14.725905,13.699112,0.0,rs0550,   0,15.4662
rs0553,0.8769,0.0129469065,0.031035503,0.05799905,7.1185837,14.496,21.589262,14.126205,14.102774,11.444986,9.171957,rs0553,   1,0.0
rs0554,0.0271,0.0004484786,0.00056646764,0.000560644,0.0012512618,10.3631,19.354061,10.020133,9.840428,5.983057,3.8556378,rs0554,   0,10.349
rs0555,0.4045,0.0015657132,0.004666911,0.009750455,0.08266239,11.6663,20.976929,11.634152,11.518868,8.215585,6.225182,rs0555,   0,11.9883
rs0557,0.0,0.028343197,0.21671401,1.8647854,1.9150736,0.0,21.768152,14.519871,14.286837,10.590109,10.789471,rs0557,   0,14.8686
rs0559,0.0,0.012092011,0.020566022,0.029752132,0.12831935,0.0,20.818115,14.298637,14.3350725,10.490285,7.8225155,rs0559,   0,14.5613
rs0560,0.2096,0.0019346894,0.0041979235,0.009564923,0.12255281,12.1796,20.108707,12.305702,12.15063,8.489276,6.4878054,rs0560,   0,12.6163
rs0562,0.9524,0.062860295,0.14573778,1.2605993,2.7823517,14.339,21.979347,14.6987295,14.459367,12.9858885,9.876205,rs0562,   0,15.1445
rs0566,0.0,0.025650386,0.025254644,0.11252739,0.25354585,0.0,21.801893,14.394464,14.34744,12.152299,7.65742,rs0566,   0,15.2457
rs0567,0.1085,0.035221804,0.14119075,0.06851865,1.9703443,13.8557,20.139502,13.32944,13.023058,11.173439,9.754298,rs0567,   0,13.797
rs0568,0.0,0.06996225,0.14322503,0.07147223,0.8394448,0.0,21.81736,13.797091,13.611889,11.645117,10.647293,rs0568,   0,14.4877
rs0570,0.0894,0.0037563401,0.008509726,0.09200917,1.7856042,12.876,20.067425,13.122208,13.28493,11.6231575,10.391814,rs0570,   0,13.2764
rs0571,0.0,0.19510457,0.05725562,2.3165472,3.143855,0.0,21.500652,14.565704,14.877414,11.811069,8.866427,rs0571,   0,15.3086
rs0572,0.1593,0.0083254995,0.023567786,0.032206085,0.0404062,12.8542,21.001253,12.444757,12.277017,9.255734,7.376502,rs0572,   0,12.8194
rs0573,0.0,0.023903903,0.046943944,0.054420024,0.084064975,0.0,22.200773,13.994552,14.079326,10.99937,7.7193804,rs0573,   0,14.4178
rs0574,0.0967,0.002361047,0.004111324,0.0033453186,0.004581656,11.6427,21.399576,11.121783,10.989279,7.324265,5.0709805,rs0574,   0,11.8521
rs0575,0.0,0.13649258,2.013307,1.448571,0.82682216,0.0,21.824635,15.652008,15.144923,13.768697,12.2244425,rs0575,   0,15.9676
rs0577,0.0,0.2101472,0.3605418,0.5290365,0.0,0.0,22.748003,13.742346,13.113955,12.918271,0.0,rs0577,   0,15.1637
rs0578,0.247,0.007985975,0.06195529,0.15084219,0.006056377,12.5298,21.863876,11.912265,11.5659485,5.0535407,0.6871316,rs0578,   0,12.7653
rs0579,0.0966,0.00090710435,0.0017969572,0.0031713035,0.03643317,11.6342,20.653105,11.448928,11.399145,7.9002833,6.072453,rs0579,   1,0.0
rs0581,0.0,0.3903612,0.8673267,1.493269,0.0,0.0,23.15763,15.135211,18.12526,13.587315,0.0,rs0581,   0,16.4082
rs0582,0.025,0.0005340159,0.0010148558,0.001003705,0.003637449,11.2425,20.90124,10.825766,10.497425,6.6993966,4.627132,rs0582,   0,11.276
rs0585,0.0,0.05711577,0.04923243,2.376069,2.6301255,0.0,21.854492,14.300446,14.265993,12.312578,9.405336,rs0585,   0,15.0374
rs0586,0.0,0.16778436,0.11321096,0.25007188,1.8548462,0.0,21.28686,15.158786,15.082176,11.373098,10.549213,rs0586,   0,15.5298
rs0587,0.0679,0.0013726209,0.003918358,0.008058674,0.031431455,11.8572,19.994322,11.682389,11.607932,8.907837,6.9012394,rs0587,   0,0.0
rs0589,0.0,0.043278538,0.06980367,2.660088,1.4775473,0.0,20.175568,14.79134,14.6339245,13.487834,11.7010355,rs0589,   1,0.0
rs0590,0.2583,0.0017370397,0.0057389652,0.011258723,0.032079965,11.9811,20.931526,12.100611,11.909896,8.767073,7.2282953,rs0590,   0,12.449
rs0591,0.1131,0.0009271748,0.002004355,0.003015033,0.008885473,11.5564,21.077885,11.287275,11.232824,7.53596,5.6442046,rs0591,   0,11.7567
rs0592,0.0,0.04752223,0.062973596,0.7808572,0.0,0.0,21.782515,15.011897,15.323301,14.887663,0.0,rs0592,   0,15.3568
rs0593,0.4811,0.030302988,0.033649236,2.495531,10.73021,13.8022,22.967216,14.247843,14.337368,12.813978,10.285293,rs0593,   1,0.0
rs0595,0.0307,0.0015320053,0.004340315,0.12055949,1.2103184,11.7939,19.284126,11.783343,11.742911,10.47837,8.715203,rs0595,   0,11.9399
rs0596,0.0,0.046166483,0.06583761,1.4550468,3.6017604,0.0,20.223305,13.927484,13.955247,13.205535,9.449381,rs0596,   0,14.3085
rs0597,0.0,0.19950536,0.06355701,1.2711667,2.5627785,0.0,23.086164,14.5541,15.18548,13.836565,10.417666,rs0597,   1,0.0
rs0598,0.2125,0.0023789068,0.006000217,0.008733662,0.060571972,12.2039,20.29482,12.099589,12.007967,8.88086,6.642854,rs0598,   0,12.0783
rs0599,0.5031,0.0037789687,0.013612203,0.0333132,4.097341,13.2083,21.482613,13.093317,13.015082,10.012079,7.394132,rs0599,   0,13.2263
rs0600,0.1842,0.008861238,0.053809445,0.06623681,1.9557779,13.8299,22.040207,13.550594,13.331939,10.993808,9.069387,rs0600,   0,13.8999
rs0602,0.3971,0.036790807,0.17364442,0.15711981,1.1792959,14.4978,21.742542,14.237143,14.016443,10.876062,10.646083,rs0602,   0,14.6253
rs0603,0.1451,0.0006055445,0.0023431403,0.0057215327,0.087646745,10.5717,21.018642,10.577139,10.452294,8.105222,6.7185426,rs0603,   0,10.8083
rs0609,0.0,0.04360585,0.15349133,0.5574745,1.8589247,0.0,20.437963,14.197592,14.176246,12.235491,10.404462,rs0609,   0,14.1471
rs0610,0.0261,0.0016094481,0.0040103286,0.0487893,2.3486736,12.0541,19.013092,11.8638115,11.855203,11.307051,8.481316,rs0610,   0,11.9733
rs0612,0.0221,0.00061599485,0.0011335494,0.0033579571,0.0046625175,10.1993,19.341162,9.91837,9.827851,7.1443977,4.884405,rs0612,   1,0.0
rs0615,0.1701,0.016844908,0.02144876,0.35135546,0.0,13.5741,21.251165,13.288515,13.582191,9.037778,0.0,rs0615,   1,0.0
rs0617,0.182,0.0034281637,0.014945795,0.076222606,0.72157794,13.121,21.127518,12.675991,12.75535,10.637163,9.753316,rs0617,   0,12.9856
rs0619,0.0629,0.0023036422,0.0047756457,0.043133408,0.04365679,11.3681,20.067463,10.775484,10.951463,8.282225,5.865624,rs0619,   0,11.3653
rs0622,0.3476,0.00084152544,0.002237715,0.040399507,0.100567386,10.8653,19.614496,10.613713,10.66175,9.857828,8.17986,rs0622,   1,0.0
rs0623,0.0,0.04671818,0.66654986,1.911531,2.00771,0.0,21.033323,15.267872,14.986324,13.321827,10.674381,rs0623,   0,15.7379
rs0625,0.1362,0.0006282581,0.00223508,0.0058931066,0.032239307,10.5449,21.436672,10.315469,10.054178,7.3206954,4.7465982,rs0625,   0,10.7821
rs0629,0.0712,0.00096286804,0.002194549,0.027039658,0.09828122,10.3342,18.84985,10.0037155,9.981049,9.405917,7.7842026,rs0629,   0,10.3012
rs0630,0.1347,0.14327009,0.16907367,0.27370593,0.0,14.0162,22.095861,14.060038,14.043635,11.594858,0.0,rs0630,   0,14.7703
rs0631,0.0,0.16597325,0.4406835,0.9507038,2.4548526,0.0,21.307404,14.904186,14.898927,11.717976,10.509981,rs0631,   0,15.059
rs0634,0.4625,0.020456031,0.0736725,1.6169051,0.0,14.178,21.168049,14.730945,14.566337,13.878641,0.0,rs0634,   1,0.0
rs0636,0.0829,0.0040120147,0.019356243,0.09907758,2.1714337,13.1954,20.189676,12.630813,12.456781,9.768279,8.55572,rs0636,   0,12.9109
rs0637,0.0,0.18674488,0.079145804,0.27669972,1.2783829,0.0,22.56779,13.87237,13.8573065,12.124765,11.223913,rs0637,   0,14.6882
rs0638,0.0,0.9140614,0.4183134,0.08408126,2.9150121,0.0,21.800776,12.433923,12.520216,10.782715,9.293411,rs0638,   0,14.4109
rs0640,0.179,0.007520586,0.10013521,0.06172814,1e+33,13.9251,20.714897,13.853442,13.470307,10.937023,11.596503,rs0640,   0,14.007
rs0641,0.2637,0.0094072,0.013241486,0.18285336,2.561712,13.5318,21.463844,12.8860035,12.90501,10.692659,9.323499,rs0641,   1,0.0
rs0642,0.0526,0.00080337765,0.001418163,0.030570546,9.045174,10.6006,18.943762,10.407975,10.520354,10.03801,0.86344403,rs0642,   0,10.3611
rs0644,0.0,0.13079298,0.21073768,0.2987671,6.989523,0.0,22.588848,14.574389,14.882311,12.457055,9.736893,rs0644,   0,14.8654
rs0645,0.4112,0.1140013,0.20212936,0.09495447,1.8345746,14.1642,22.437359,13.968277,13.812647,11.298112,10.447363,rs0645,   0,14.9535
rs0647,1.2296,0.0023159469,0.01054995,0.09329678,0.2840408,11.5808,21.272835,11.187216,11.133126,11.163673,10.343841,rs0647,   1,0.0
rs0648,0.1022,0.0005331748,0.0011283221,0.030193776,3.5239835,10.6259,19.143503,10.484784,10.589954,9.84329,6.617161,rs0648,   0,10.4742
rs0649,0.1851,0.018996364,0.041348416,1.0671879,0.0,13.0306,21.625416,12.951302,13.067894,11.977333,0.0,rs0649,   0,13.7629
rs0650,0.0866,0.00082398456,0.0016523578,0.0047227535,0.02615401,11.4267,20.63108,11.050498,10.909127,7.2516828,5.215624,rs0650,   1,0.0
rs0651,0.0557,0.00026710023,0.0007304684,0.018401878,0.13320588,9.7047,19.38282,9.611801,9.640194,9.18955,8.215147,rs0651,   0,9.7656
rs0652,0.3039,0.06460879,0.08221768,0.47633556,4.4862165,14.2779,21.932745,14.173212,14.595748,15.035151,8.361473,rs0652,   0,14.9813
rs1337,0.2102,0.0008392111,0.0030654653,0.0051362147,0.024865622,11.5066,21.45877,11.631857,11.394775,7.914835,5.906046,rs1337,   0,12.0047
rs0653,0.2689,0.0055259624,0.01468375,0.06813993,0.0,13.4968,21.444916,13.361864,13.321126,11.368859,0.0,rs0653,   0,13.7714
rs0656,0.0437,0.0013311144,0.003024126,0.0065339683,0.022423096,11.7719,20.036087,11.29078,11.238411,8.533994,6.834778,rs0656,   0,11.7338
rs0658,0.031,0.0006517719,0.0015357072,0.017294457,0.08104706,10.5979,19.500273,10.53223,10.579607,9.66136,7.6299543,rs0658,   0,10.7522
rs0660,0.2995,0.0038867816,0.012809911,0.0117774345,0.035135962,13.0488,22.146927,12.153388,11.980738,8.689645,6.4935718,rs0660,   0,12.5319
rs0661,0.0,0.2397316,0.19336617,1.318237,1e+33,0.0,22.720041,14.953888,14.77563,14.547771,13.246456,rs0661,   0,15.8651
rs0662,0.0337,0.0034833003,0.010690361,2.2149622,0.0,12.7887,19.910006,12.462561,12.476639,11.130476,0.0,rs0662,   0,12.6663
rs0664,0.039,0.0035534918,0.00868924,0.9662369,0.0,13.0105,20.151604,12.930032,13.066559,13.196404,0.0,rs0664,   0,13.2199
rs0666,0.0873,0.017991375,0.052827403,2.2401123,2.698753,13.9446,19.593466,13.715544,13.728422,12.663338,9.531547,rs0666,   0,13.7863
rs0667,0.4088,0.0020168992,0.0052254093,0.017106691,0.124114305,12.3785,20.707235,11.796506,11.668728,8.298789,6.670798,rs0667,   0,12.0564
rs0668,0.2341,0.051579885,0.467384,2.219439,0.0,14.1634,21.11389,13.767501,13.341356,12.518159,0.0,rs0668,   0,14.2209
rs0669,0.1358,0.00077367504,0.002399866,0.07694954,1.0584049,11.371,19.908625,11.437846,11.476064,10.910499,10.114025,rs0669,   0,11.6127
rs0670,0.0293,0.00029415925,0.00068108935,0.0043702526,0.068095334,9.8683,20.285206,9.730583,9.693008,7.1818256,5.4152255,rs0670,   0,9.902
rs0671,0.1626,0.10577255,0.12922885,0.859194,4.4976664,14.398,21.929205,14.304173,14.725553,14.210587,10.293335,rs0671,   0,15.3924
rs0672,0.2916,0.021016665,0.0141573325,0.3154004,1e+33,13.57,21.326468,13.318052,13.563748,10.269455,11.133929,rs0672,   0,13.2234
rs0673,0.0439,0.0005866787,0.00093183626,0.08783996,0.07404482,8.7318,21.10132,7.9554477,7.9999313,5.536595,5.4101014,rs0673,   1,0.0
rs0677,0.0,0.076312646,0.021079881,0.06590832,1.9941957,0.0,22.146425,13.573507,13.972585,10.923735,10.101022,rs0677,   0,14.4573
rs0679,0.3944,0.0075306846,0.038464107,0.05501022,0.12841406,13.8782,21.832937,13.401607,13.141494,10.274448,7.869731,rs0679,   0,13.6225
rs0680,0.1461,0.006915674,0.023685865,0.21314164,28.842886,13.2459,20.413292,13.134184,13.232742,11.590609,9.8269,rs0680,   0,13.345
rs0681,0.12,0.0006387709,0.0019430731,0.025619326,1e+33,10.8169,19.85224,10.403065,10.371923,9.048045,10.651317,rs0681,   0,10.5456
rs0682,0.2717,0.0015291286,0.00466176,0.13239665,6.1869454,12.1388,19.901201,12.1855955,12.193757,12.156864,8.734265,rs0682,   0,12.3595
rs0683,0.1613,0.018623866,0.046210144,1.8468034,0.0,13.6692,21.201088,14.030699,13.944609,12.895446,0.0,rs0683,   0,14.3597
rs0684,0.1404,0.003593157,0.011875571,1.1146729,0.0,13.7256,20.270988,13.712397,13.838492,13.716755,0.0,rs0684,   0,13.8856
rs0687,0.1483,0.00060727354,0.0018193555,0.028668769,0.070994474,10.0195,19.489716,9.927839,9.86976,8.582014,7.4845614,rs0687,   0,10.1033
rs0688,0.1135,0.00049773883,0.0010501062,0.008422513,0.03691387,9.7412,20.322912,9.360717,9.424937,7.898422,5.95991,rs0688,   1,0.0
rs0691,0.1197,0.0052935546,0.0072440067,0.020756269,0.08372913,13.1411,21.26694,12.989421,12.989419,10.456227,9.450178,rs0691,   1,0.0
rs0694,0.2059,0.00453684,0.01921939,0.17889817,0.0,12.1699,20.5416,12.190825,12.149881,10.764372,0.0,rs0694,   0,12.4696
rs0695,0.2964,0.0045783743,0.016905606,0.55333775,3.272334,13.1398,20.513306,13.024142,12.945203,13.949522,9.032668,rs0695,   0,13.2719
rs0696,0.3728,0.01547599,0.03904966,0.024508394,9.183293,12.8808,21.381462,12.839177,12.913801,10.448828,8.846399,rs0696,   0,13.4448
rs0698,0.3372,0.026078358,0.22373511,0.2562832,0.0,13.4143,21.610344,12.994849,12.6245575,9.75895,0.0,rs0698,   0,13.6441
rs0699,0.0,0.0373076,0.12651987,2.5783744,0.0,0.0,22.276327,14.555442,14.357933,13.980009,0.0,rs0699,   1,0.0
rs0701,0.0,0.14889987,0.19511484,1.1243981,1.7343829,0.0,22.486551,14.823422,15.061035,14.486461,10.979935,rs0701,   0,15.0338
rs0703,0.0,0.0075215558,0.022532076,0.04516923,1e+33,0.0,22.073696,14.448285,14.537986,11.435816,13.292078,rs0703,   0,14.1674
rs0705,0.376,0.0020753166,0.004149678,0.11098447,1.5338734,12.2425,20.072763,11.890154,11.936698,10.7105255,9.127003,rs0705,   0,12.0036
rs0707,0.1028,0.0041924585,0.012284297,0.6802172,0.0,13.4892,21.28223,13.226879,13.221364,12.482558,0.0,rs0707,   0,13.4072
rs0708,0.0565,0.0022115158,0.0049014036,0.015731476,0.029318629,12.1326,19.812807,11.872063,11.81829,9.496169,7.6973376,rs0708,   0,12.0467
rs0709,0.2352,0.0015446277,0.0035157371,0.061311636,9.477959,11.6747,20.106514,11.627306,11.658555,11.156163,8.752075,rs0709,   0,11.7992
rs0710,0.0,0.036681063,0.035628587,0.11491807,1e+33,0.0,22.413004,14.1039715,14.5088825,11.530105,11.887515,rs0710,   0,14.3569
rs0713,0.0,0.035964005,0.08183157,2.486517,2.622745,0.0,22.51619,14.943936,14.971408,12.771753,9.619695,rs0713,   0,15.297
rs0714,0.0546,0.0008974409,0.0019387,0.0965803,0.0,10.8545,20.053623,10.738784,10.813124,10.216835,0.0,rs0714,   0,11.0788
rs0716,0.0622,0.0014939014,0.003756517,0.14037208,0.0,11.8751,20.001602,11.626095,11.6573515,9.819603,0.0,rs0716,   0,11.8942
rs0717,0.1852,0.00079258846,0.0020541716,0.042347107,0.4683364,11.2733,19.572123,11.02965,11.028814,10.761968,10.010443,rs0717,   0,11.2375
rs0718,0.0,0.07575027,0.11885608,1.917478,0.0,0.0,22.342054,15.598065,16.002218,13.447398,0.0,rs0718,   0,15.8622
rs0719,0.0569,0.0003753649,0.00093064626,0.0133456085,0.19674377,10.3468,19.155655,10.244911,10.257048,9.126133,9.342928,rs0719,   0,10.3097
rs0720,0.137,0.02753432,0.16542274,0.32818085,1.8362088,13.4982,22.027018,13.448541,13.325688,9.707618,11.289973,rs0720,   0,13.9941
rs0724,0.1833,0.010698323,0.013719778,0.022081347,0.05353521,13.3008,20.778294,12.463363,12.536838,8.847209,7.0137568,rs0724,   0,13.1773
rs0725,0.4714,0.0022191098,0.012104461,0.1343864,0.0964198,12.7016,20.506475,12.121629,11.92625,11.211816,7.5203776,rs0725,   0,12.2995
rs0727,0.0,0.016876448,0.02350644,0.052209552,0.079188496,0.0,22.941078,14.583131,14.791121,11.087982,8.984555,rs0727,   0,15.5415
rs0728,0.0926,0.0010211263,0.002982304,0.07705174,1.7137005,11.4818,19.1187,11.382251,11.412669,10.462975,9.889384,rs0728,   0,11.5872
rs0731,0.1142,0.011259208,0.066913195,0.09419248,0.34781557,13.2776,21.132736,12.736706,12.495069,9.188891,6.219438,rs0731,   0,13.4244
rs0732,0.0,0.05527898,0.14972949,1.5179085,1e+33,0.0,21.231998,14.628329,14.174458,13.840699,10.909903,rs0732,   0,15.2461
rs0733,0.1536,0.002381298,0.0048848037,0.050892618,0.25418374,12.1484,21.217691,11.885057,11.721768,8.489312,6.364468,rs0733,   0,12.1622
rs0734,0.2596,0.005154154,0.041127767,0.104083195,3.2086053,13.2583,20.307259,13.5793085,13.332213,9.873125,8.708369,rs0734,   0,13.8613
rs0737,0.0,0.20243776,0.53717,0.6943604,0.0,0.0,22.650192,16.073154,15.574991,11.922064,0.0,rs0737,   0,16.6299
rs0738,0.0,0.03610759,0.24959174,0.2744816,1.6413666,0.0,21.220299,14.139782,13.721616,11.229634,11.003144,rs0738,   0,14.1392
rs0741,0.0258,0.0016279054,0.0041682576,0.013450391,0.06840375,11.584,19.585682,11.33662,11.236518,7.763,6.0533905,rs0741,   0,11.5374
rs0744,0.1841,0.011003468,0.024034433,0.18472196,0.4755062,14.0828,19.523746,13.411651,13.450186,10.459202,8.337031,rs0744,   1,0.0
rs0745,0.0679,0.0009377008,0.0038879977,0.0031790587,0.015348405,11.5558,20.284996,11.263732,11.015142,7.7225466,5.619494,rs0745,   0,11.6374
rs0746,0.0,0.028756555,0.06060498,0.89815754,0.0,0.0,22.963585,14.630685,15.194514,13.800755,0.0,rs0746,   0,14.6303
rs0747,0.5048,0.06328144,0.53504294,0.29975364,2.8990302,14.2973,21.766851,13.476539,13.207624,10.864256,9.556202,rs0747,   0,14.2099
rs0748,0.0938,0.002373648,0.004792164,0.012474214,0.1329345,12.1257,20.819279,12.01346,12.019301,8.63374,7.0695324,rs0748,   0,12.2647
rs0749,0.2804,0.010861755,0.050414067,0.25100857,0.0,13.6817,19.369751,13.764991,13.623321,12.372487,0.0,rs0749,   0,13.9145
rs0750,0.5066,0.0026434276,0.009738135,0.17919813,6.8163137,10.8577,21.191025,10.429716,10.739305,9.705515,6.4042807,rs0750,   1,0.0
rs0751,0.0987,0.003412478,0.006787744,0.038726047,0.23616877,13.0798,20.77578,12.839195,12.786753,9.224262,6.3731914,rs0751,   0,13.2064
rs0754,0.1846,0.010029187,0.074469484,0.06134113,2.5630634,13.4615,21.491175,13.79879,13.593189,11.311687,9.3257675,rs0754,   0,14.0135
rs0755,0.0,0.030630643,0.24729209,0.3592127,1e+33,0.0,21.804583,14.4405775,14.278661,12.095019,11.855526,rs0755,   1,0.0
rs0756,0.209,0.04729214,0.17552237,0.25683415,1.9764384,14.3853,20.80713,14.578827,14.413816,12.06266,9.768862,rs0756,   0,14.7157
rs0757,0.0511,0.0015281365,0.0071422434,0.063482866,0.0,10.579,20.982471,10.276495,10.382407,8.904087,0.0,rs0757,   0,10.6387
rs0758,0.0,0.009015553,0.027379552,0.16012605,1.6619262,0.0,20.93585,14.28291,14.143135,11.274708,11.387064,rs0758,   0,14.2657
rs0761,0.0406,0.0008912681,0.0024587794,0.112164296,0.42689106,11.1754,19.199541,10.94109,10.853288,10.085586,7.7356744,rs0761,   0,11.0541
rs0760,0.0,0.46917078,0.151219,0.8408361,1.3850584,0.0,23.069069,14.667276,14.468186,14.749311,11.423491,rs0760,   0,14.6854
rs0762,0.5248,0.021953372,0.08186727,1.220695,2.131473,13.8206,23.017265,13.011423,13.804241,11.333066,9.81921,rs0762,   0,14.38
rs0763,0.2233,0.019965217,0.05464594,0.08885231,5.544319,14.1811,21.599136,13.648857,13.623973,10.472266,8.217094,rs0763,   0,14.0882
rs0764,0.0,0.057595182,0.0439606,1.7756047,1.033478,0.0,21.218086,15.056612,14.34245,13.494225,9.66436,rs0764,   0,15.6239
rs0766,0.3971,0.028559947,0.17039669,0.21171549,1.2572097,14.0798,21.781036,13.902188,14.032709,12.093262,10.650664,rs0766,   1,0.0
rs0768,0.1299,0.0034243676,0.025962723,0.018590765,0.11841884,12.6443,21.435093,12.721798,12.323806,9.431369,7.4989834,rs0768,   0,13.078
rs0769,0.0,0.007867034,0.030754726,0.076116,3.5653903,0.0,22.478025,13.996416,14.054444,10.70219,10.60019,rs0769,   0,13.4874
rs0771,0.0,0.031780284,0.093868434,1.1390035,0.0,0.0,23.122562,14.870291,14.109609,13.94923,0.0,rs0771,   0,15.2964
rs0775,0.3645,0.02805573,0.17194168,0.061469927,7.2285166,13.9287,22.315208,13.538924,12.938087,10.861348,9.151688,rs0775,   0,14.0959
rs0776,0.0,0.045926645,0.21601361,1.3678279,0.0,0.0,21.247194,14.608343,14.807222,11.757058,0.0,rs0776,   0,15.2053
rs0778,0.2543,0.056237053,0.04483953,0.1302653,1.3616501,14.2885,21.253689,14.383163,14.630909,11.97811,10.48987,rs0778,   0,14.6892
rs0779,0.1041,0.0009388808,0.0030963141,0.004915389,0.010311792,11.1306,20.023418,10.948072,10.878462,7.5335374,5.9884496,rs0779,   0,11.1625
rs0781,0.1511,0.0025431472,0.03559007,0.044632148,0.4751197,12.3431,21.0602,11.920277,11.552056,8.0667095,6.1462464,rs0781,   0,12.1247
rs0782,0.0,0.028524728,0.12926531,0.20615824,4.039192,0.0,20.448343,14.833283,14.785756,12.131335,9.872088,rs0782,   0,15.0704
rs0783,0.1567,0.0010440706,0.0027689757,0.01704853,0.035419635,10.985,20.764286,10.862923,10.959517,8.048987,6.496624,rs0783,   0,11.1943
rs0784,0.0871,0.00052640034,0.0016966057,0.009186982,0.048472654,10.7534,19.388529,10.63782,10.61188,8.771124,8.274417,rs0784,   0,10.7215
rs0785,0.0,0.26116252,0.23728827,1.120704,3.4464715,0.0,22.567415,13.471181,13.86492,13.557989,9.050827,rs0785,   0,15.5412
rs0787,0.0,0.11019995,2.098033,2.407307,4.333503,0.0,23.155107,15.457179,16.503881,12.517811,10.5174465,rs0787,   0,16.8902
rs0788,0.1764,0.012086622,0.033391986,1.5967681,0.20648974,13.1204,21.081013,12.991469,12.988581,9.594487,8.481778,rs0788,   0,13.2437
rs0791,0.0,0.05626595,0.19436899,0.25519082,0.0,0.0,21.086117,15.184761,15.012638,12.470076,0.0,rs0791,   0,15.4032
rs0792,0.0,0.15873034,0.39905065,2.5460958,2.7397354,0.0,22.023811,16.541107,16.064133,13.049659,9.770694,rs0792,   0,16.741
rs0793,1.0281,0.0071190977,0.049325705,0.05963629,1.6252462,13.5649,22.130724,13.406276,13.135377,10.604202,8.871226,rs0793,   0,13.9423
rs0794,0.2991,0.016425349,0.0319086,0.08858563,0.3636147,14.2828,21.84992,14.542165,14.655624,11.914155,11.948161,rs0794,   0,15.0605
rs0796,2.8846,0.03765212,0.34994233,0.51671994,1.1428677,14.0659,23.610962,15.920797,13.094749,14.776638,11.673668,rs0796,   0,16.7865
rs0797,0.2436,0.0007039754,0.0018004004,0.0024996547,0.004077274,11.6108,19.256071,11.487527,11.244676,7.3885865,4.9379478,rs0797,   0,0.0
rs0798,0.3304,0.0020674574,0.01041545,0.0072433255,0.007645637,12.202,20.022858,12.143025,11.9194,8.206563,4.8364096,rs0798,   0,0.0
rs0799,0.0,0.085999206,0.1917847,0.22288023,32.799644,0.0,22.29746,14.90195,14.733679,11.56434,9.708379,rs0799,   0,0.0
