name,ekmag,emw1,emw2,emw3,emw4,kmag,mur50,mw1,mw2,mw3,mw4,name,ukidsskflag,ukidsskmag,kmag_flag,sb_flag,wise_good
rs0480,0.0,0.0,0.0,0.0,0.0,0.0,21.651571,0.0,0.0,0.0,0.0,rs0480,   1,0.0,False,True,False
rs0481,0.0,0.0,0.0,0.0,1.3981599,0.0,22.954521,0.0,0.0,0.0,11.577601,rs0481,   1,0.0,False,True,False
rs0482,0.0,0.1077572,0.10975125,2.8526242,2.9599419,0.0,23.098085,15.570028,16.043238,13.061722,9.576452,rs0482,   0,15.7856,False,False,False
rs0483,0.0,0.17708552,28.591887,1.9884814,1e+33,0.0,21.254595,16.218864,15.740724,14.279716,15.264736,rs0483,   1,0.0,False,True,False
rs0484,0.0,0.027553668,0.052850354,0.0,0.0,0.0,22.412792,15.690251,15.2559595,0.0,0.0,rs0484,   1,0.0,False,True,False
rs0485,0.0,0.037551574,0.12660162,0.81001204,5.0742884,0.0,20.61274,15.162857,15.2319,11.815956,10.02436,rs0485,   0,15.4329,False,True,False
rs0486,0.0,0.032282818,0.20974654,2.5497093,1.5052083,0.0,23.777735,15.558807,16.092667,12.3270235,10.781108,rs0486,   0,15.6227,False,False,False
rs0487,0.0,0.021278815,0.045641705,57.578777,0.0,0.0,23.441944,14.776554,14.948704,-43.550262,0.0,rs0487,   0,13.2429,False,False,False
rs0488,0.0,0.08869742,0.27753663,0.0,1.9095129,0.0,22.278412,16.061497,15.891006,0.0,11.002003,rs0488,   0,16.5041,False,True,False
rs0489,0.0,0.15007287,0.44690114,1e+33,2.2500386,0.0,22.912521,15.845779,15.203698,14.230843,10.643235,rs0489,   1,0.0,False,True,False
rs0490,0.0,0.0,0.0,0.0,0.0011310566,0.0,23.469757,0.0,0.0,0.0,7.2384787,rs0490,   0,15.2582,False,False,False
rs0491,0.138,0.0012207719,0.003223679,0.06995798,0.11595904,12.2353,20.151445,11.825396,11.86662,9.808063,9.236789,rs0491,   0,12.0888,True,True,True
rs0492,0.3228,0.07613877,0.043542508,1.4130561,5.5525994,14.1572,22.358887,13.559451,13.733978,11.509241,9.146813,rs0492,   0,14.115,True,True,False
rs0493,0.0,0.023208098,0.049559258,0.24049921,2.4076009,0.0,20.924858,14.330536,14.3168335,10.995923,9.929756,rs0493,   0,14.6125,False,True,False
rs0494,0.0776,0.0031736603,0.010161221,0.027846487,0.08629318,12.7428,20.445726,12.300102,12.143265,9.014384,6.992068,rs0494,   0,12.5816,True,True,True
rs0495,0.0,0.030318169,0.08934083,3.0103347,0.0,0.0,22.234478,14.485763,14.22989,12.445424,0.0,rs0495,   1,0.0,False,True,False
rs0496,0.1462,0.0,0.0,0.0,0.0,12.9947,21.200521,0.0,0.0,0.0,0.0,rs0496,   0,12.8809,True,True,False
rs0497,0.0,0.121786855,0.08198349,1.6814041,0.0,0.0,21.562988,14.249586,14.234531,13.540437,0.0,rs0497,   0,15.1496,False,True,False
rs0498,0.0566,0.0014435948,0.0024698714,0.023849705,0.067846596,10.3866,20.429146,9.920426,10.095894,8.331698,6.733192,rs0498,   0,10.327,True,True,True
rs0499,0.0,0.24601737,0.5051406,1.8860872,2.2033823,0.0,21.498613,16.132868,15.545018,14.394077,10.615543,rs0499,   0,16.5777,False,True,False
rs0500,0.0,0.018211724,0.0720291,1.4319906,2.6890683,0.0,21.68678,15.710278,15.335647,13.639007,10.814232,rs0500,   0,15.7822,False,True,False
rs0501,0.0,0.09056358,0.3308828,1e+33,0.6164168,0.0,20.845085,15.210486,14.723719,14.014016,10.137128,rs0501,   0,15.661,False,True,False
rs0502,0.1266,0.0014400911,0.0044372054,0.010188743,0.33531004,11.4899,21.290941,11.310718,11.137701,7.9830074,6.2090693,rs0502,   0,11.7557,True,True,True
rs0503,0.085,0.00066817476,0.0014247319,0.0033138955,0.04282749,10.3461,20.969074,9.975109,10.0028925,6.743896,4.738001,rs0503,   0,10.3478,True,True,True
rs0504,0.0,0.11229215,6.4591928,1.754365,0.80042875,0.0,23.082195,16.296621,16.715792,13.734949,12.27948,rs0504,   0,16.5385,False,False,False
rs0505,0.0344,0.00036307768,0.0010962818,0.00091067044,0.0017636309,10.0648,19.554466,9.698178,9.537843,6.167827,4.063482,rs0505,   0,9.9881,True,True,True
rs0506,0.0,0.72687984,0.26880372,2.3689673,1e+33,0.0,22.171635,16.443151,17.074455,13.098138,9.346773,rs0506,   0,16.6771,False,True,False
rs0507,0.0,0.06379181,0.18348433,2.5423985,4.713498,0.0,23.454601,15.600449,14.796965,12.89612,9.481349,rs0507,   0,15.528,False,False,False
rs0508,0.2922,0.04036761,0.091375194,1.114294,2.0651517,13.853,21.779675,13.68995,13.578026,10.209853,8.943181,rs0508,   0,14.2754,True,True,False
rs0509,0.4833,0.0024948688,0.00547659,0.013337797,0.0,11.8478,20.670282,10.767534,10.669554,8.507558,0.0,rs0509,   1,0.0,False,True,False
rs0510,0.0,0.23554046,1.6102605,0.6143512,0.0,0.0,23.660084,15.970896,15.492744,12.092958,0.0,rs0510,   1,0.0,False,False,False
rs0511,0.0747,0.0049568308,0.011910412,1.7497241,1.0418166,12.9369,19.338827,12.719486,12.745093,12.8484745,10.993832,rs0511,   0,12.8755,True,True,True
rs0512,0.0,0.047754303,0.11574702,3.777387,1e+33,0.0,22.380611,14.772522,14.33435,12.236533,8.537884,rs0512,   0,14.9612,False,True,False
rs0513,0.0,0.09262636,1.2499542,0.1384075,1.4663975,0.0,21.364265,14.802605,14.049366,12.536577,11.72979,rs0513,   0,15.0574,False,True,True
rs0514,0.0,0.058396704,0.1473401,2.5860045,0.0,0.0,22.259872,15.606802,15.180262,12.476557,0.0,rs0514,   0,15.7987,False,True,False
rs0515,0.0,0.298086,5.474282,1.5720019,1.0285311,0.0,23.447735,13.779495,16.076326,14.167384,11.490478,rs0515,   0,16.6285,False,False,False
rs0516,0.2307,0.00624098,0.038739868,0.069622666,0.18937048,12.9597,21.78611,12.729307,12.289107,9.710467,7.185026,rs0516,   0,13.1793,True,True,True
rs0517,0.1776,0.0022046268,0.007433675,0.0113777155,0.03701779,12.8903,19.778393,12.515155,12.288649,8.30923,6.2180104,rs0517,   0,12.6476,True,True,True
rs0518,0.0,0.0,0.0,0.0,0.0,0.0,21.828938,0.0,0.0,0.0,0.0,rs0518,   0,16.77,False,True,False
rs0519,0.1533,0.0007362235,0.001418324,0.0031177436,0.0076109446,11.5565,20.73074,11.1636915,11.025634,7.28105,5.4968076,rs0519,   0,11.6049,True,True,True
rs0520,0.1262,0.014368147,0.044082854,0.04164988,0.13318951,13.9222,20.624876,13.5899105,13.618125,10.783458,8.335618,rs0520,   0,13.9866,True,True,True
rs0521,0.4931,0.038218472,0.08987,0.5215122,1.272725,14.4147,21.07461,13.682878,13.596405,11.065816,11.008143,rs0521,   0,14.2285,True,True,True
rs0522,0.7096,0.004299425,0.007300294,0.024171667,0.05653344,12.5758,21.729301,12.443441,12.552315,8.957055,6.822089,rs0522,   0,12.7928,True,True,True
rs0523,0.0,0.081757985,0.2238537,0.0,0.0,0.0,23.323631,15.747041,15.040503,0.0,0.0,rs0523,   1,0.0,False,False,False
rs0524,0.0,0.096901745,0.10024783,0.72264796,2.0181925,0.0,22.579731,13.449533,13.625806,11.26254,9.691099,rs0524,   0,14.1677,False,True,False
rs0525,0.0,0.16936252,2.0760565,1e+33,2.4375503,0.0,22.59859,16.398422,17.4754,14.656652,10.736833,rs0525,   0,16.4473,False,True,False
rs0526,0.1559,0.020751167,0.037802592,0.26797548,0.3105138,14.0563,20.852282,13.923754,13.888151,10.748265,8.772873,rs0526,   0,14.4408,True,True,True
rs0527,0.0,0.0694172,0.20739146,0.0,2.5371077,0.0,22.371199,16.0206,16.825972,0.0,10.489654,rs0527,   0,17.0182,False,True,False
rs0528,0.1973,0.0015285265,0.0043362495,0.0040715905,0.011353204,11.1118,21.022423,10.821634,10.716157,7.4823236,5.445655,rs0528,   0,11.3091,True,True,True
rs0529,0.4965,0.0,0.0,0.0,0.0,13.9858,21.13187,0.0,0.0,0.0,0.0,rs0529,   0,15.0607,True,True,False
rs0530,0.0,0.6941172,1.4181324,0.0,0.0,0.0,22.105963,16.561535,17.603027,0.0,0.0,rs0530,   0,0.0,False,True,False
rs0531,0.1377,0.0022496025,0.0025067136,0.005516055,0.012450549,11.8495,20.630383,11.154741,11.271026,7.6451974,5.6270804,rs0531,   0,11.5732,True,True,True
rs0532,0.2672,0.014460133,0.016081207,0.041263685,0.20682286,13.8924,19.884815,13.319939,13.370248,9.548741,7.103345,rs0532,   0,13.7749,True,True,True
rs0533,0.2441,0.0014527382,0.0039049245,0.00960859,0.041138835,11.7351,20.92253,11.57269,11.545328,8.688929,7.331214,rs0533,   0,11.9886,True,True,True
rs0534,0.5184,0.02123178,0.1321326,0.06437939,1.9628297,12.924,21.546518,13.860871,13.633045,11.3210335,10.040697,rs0534,   1,0.0,False,True,True
rs0535,0.0,9.887818,5.2333283,0.0,0.0,0.0,23.186426,17.421623,15.764643,0.0,0.0,rs0535,   0,16.4527,False,False,False
rs0536,0.1493,0.019835342,0.036577355,0.26064482,0.29834178,13.2294,20.215483,12.951783,12.777939,9.809277,7.749971,rs0536,   1,0.0,False,True,True
rs0537,0.229,0.0025894293,0.011505765,0.04435314,0.062197313,12.5087,19.975664,12.592285,12.568105,10.3048725,8.752989,rs0537,   0,12.8123,True,True,True
rs0538,0.1544,0.001095901,0.0022903315,0.005822929,0.0,11.6184,20.819344,11.303024,11.134486,7.410036,0.0,rs0538,   1,0.0,False,True,False
rs0539,0.0,0.5652005,0.66672456,1e+33,0.0,0.0,22.024426,15.276685,15.669988,18.159962,0.0,rs0539,   0,16.8582,False,True,False
rs0540,0.0618,0.00093843706,0.0014620723,0.0021961513,0.0051725917,11.7753,19.648592,11.2852125,10.873596,7.3393903,4.3912725,rs0540,   1,0.0,False,True,True
rs0541,0.0823,0.0084804,0.01855846,0.01713029,0.09552549,13.4495,19.495014,13.248905,13.026448,9.0516,6.4107337,rs0541,   1,0.0,False,True,True
rs0542,0.6488,0.03857227,0.027511697,1.6590104,0.50530815,13.9299,23.145819,14.270654,14.129828,11.5683565,11.380644,rs0542,   0,13.5231,True,False,True
rs0543,0.0,3.1951127,0.0688945,12.874426,1e+33,0.0,22.717093,12.96341,14.640174,11.82709,10.893292,rs0543,   0,14.6076,False,True,False
rs0545,0.0,0.06062149,0.18918303,3.2739618,2.6353478,0.0,21.542252,15.602352,15.4374485,12.67236,9.958288,rs0545,   0,15.4665,False,True,False
rs0546,0.1846,0.023618024,0.06509743,0.056057658,0.12765719,12.5698,22.493439,12.115717,12.189107,9.567319,7.795115,rs0546,   0,13.0104,True,True,True
rs0547,0.0217,0.00041609167,0.0007092994,0.00052556384,0.00069142843,11.3699,18.607347,10.810304,10.401641,6.1566343,2.706988,rs0547,   0,11.2203,True,True,True
rs0548,0.0,0.036002226,0.13291033,0.9479025,3.3892658,0.0,21.565207,14.724733,14.528416,13.172611,8.687959,rs0548,   1,0.0,False,True,False
rs0549,0.3367,0.0030036112,0.013342558,0.023821458,0.12703903,13.1655,20.531637,13.06481,12.936616,9.492936,7.0948677,rs0549,   0,13.4011,True,True,True
rs0550,0.0,0.021085165,0.08633317,1.1925223,0.0,0.0,22.419146,15.120714,14.725905,13.699112,0.0,rs0550,   0,15.4662,False,True,False
rs0551,0.0,0.092793986,3.3037684,0.0,0.34544176,0.0,23.582539,16.440468,15.225684,0.0,9.580225,rs0551,   0,15.203,False,False,False
rs0552,0.0,0.06719568,0.08265616,4.8452916,1.2338238,0.0,22.429977,14.372525,14.848905,9.46458,10.939898,rs0552,   0,14.8641,False,True,False
rs0553,0.8769,0.0129469065,0.031035503,0.05799905,7.1185837,14.496,21.589262,14.126205,14.102774,11.444986,9.171957,rs0553,   1,0.0,False,True,False
rs0554,0.0271,0.0004484786,0.00056646764,0.000560644,0.0012512618,10.3631,19.354061,10.020133,9.840428,5.983057,3.8556378,rs0554,   0,10.349,True,True,True
rs0555,0.4045,0.0015657132,0.004666911,0.009750455,0.08266239,11.6663,20.976929,11.634152,11.518868,8.215585,6.225182,rs0555,   0,11.9883,True,True,True
rs0556,0.0,6.4862413,0.1442399,0.1357575,10.556339,0.0,22.60909,12.359076,14.0466585,11.346529,8.58476,rs0556,   0,15.5532,False,True,False
rs0557,0.0,0.028343197,0.21671401,1.8647854,1.9150736,0.0,21.768152,14.519871,14.286837,10.590109,10.789471,rs0557,   0,14.8686,False,True,True
rs0558,0.0,0.0,0.0,0.0,0.06668328,0.0,21.549812,0.0,0.0,0.0,6.6134524,rs0558,   0,15.0495,False,True,False
rs0559,0.0,0.012092011,0.020566022,0.029752132,0.12831935,0.0,20.818115,14.298637,14.3350725,10.490285,7.8225155,rs0559,   0,14.5613,False,True,True
rs0560,0.2096,0.0019346894,0.0041979235,0.009564923,0.12255281,12.1796,20.108707,12.305702,12.15063,8.489276,6.4878054,rs0560,   0,12.6163,True,True,True
rs0561,0.4895,0.0,0.0,0.0,0.0,9.9428,21.485573,0.0,0.0,0.0,0.0,rs0561,   0,10.0459,True,True,False
rs0562,0.9524,0.062860295,0.14573778,1.2605993,2.7823517,14.339,21.979347,14.6987295,14.459367,12.9858885,9.876205,rs0562,   0,15.1445,True,True,False
rs0564,0.0,0.07775455,0.068353444,84.82533,0.0,0.0,23.74776,14.204699,14.605428,-70.968216,0.0,rs0564,   0,14.051,False,False,False
rs0565,0.0,0.025409881,0.12332058,5.6785192,1.3251097,0.0,23.355965,15.47224,15.366563,12.63951,11.441419,rs0565,   0,16.026,False,False,False
rs0566,0.0,0.025650386,0.025254644,0.11252739,0.25354585,0.0,21.801893,14.394464,14.34744,12.152299,7.65742,rs0566,   0,15.2457,False,True,True
rs0567,0.1085,0.035221804,0.14119075,0.06851865,1.9703443,13.8557,20.139502,13.32944,13.023058,11.173439,9.754298,rs0567,   0,13.797,True,True,False
rs0568,0.0,0.06996225,0.14322503,0.07147223,0.8394448,0.0,21.81736,13.797091,13.611889,11.645117,10.647293,rs0568,   0,14.4877,False,True,True
rs0569,0.0,0.22507843,0.274022,0.0,1.0157223,0.0,21.74176,16.101444,17.079222,0.0,12.145696,rs0569,   0,16.0264,False,True,False
rs0570,0.0894,0.0037563401,0.008509726,0.09200917,1.7856042,12.876,20.067425,13.122208,13.28493,11.6231575,10.391814,rs0570,   0,13.2764,True,True,True
rs0571,0.0,0.19510457,0.05725562,2.3165472,3.143855,0.0,21.500652,14.565704,14.877414,11.811069,8.866427,rs0571,   0,15.3086,False,True,False
rs0572,0.1593,0.0083254995,0.023567786,0.032206085,0.0404062,12.8542,21.001253,12.444757,12.277017,9.255734,7.376502,rs0572,   0,12.8194,True,True,True
rs0573,0.0,0.023903903,0.046943944,0.054420024,0.084064975,0.0,22.200773,13.994552,14.079326,10.99937,7.7193804,rs0573,   0,14.4178,False,True,True
rs0574,0.0967,0.002361047,0.004111324,0.0033453186,0.004581656,11.6427,21.399576,11.121783,10.989279,7.324265,5.0709805,rs0574,   0,11.8521,True,True,True
rs0575,0.0,0.13649258,2.013307,1.448571,0.82682216,0.0,21.824635,15.652008,15.144923,13.768697,12.2244425,rs0575,   0,15.9676,False,True,True
rs0576,0.0,0.12686476,2.55268,0.0,0.0,0.0,22.159264,16.514053,17.041424,0.0,0.0,rs0576,   0,16.263,False,True,False
rs0577,0.0,0.2101472,0.3605418,0.5290365,0.0,0.0,22.748003,13.742346,13.113955,12.918271,0.0,rs0577,   0,15.1637,False,True,False
rs0578,0.247,0.007985975,0.06195529,0.15084219,0.006056377,12.5298,21.863876,11.912265,11.5659485,5.0535407,0.6871316,rs0578,   0,12.7653,True,True,True
rs0579,0.0966,0.00090710435,0.0017969572,0.0031713035,0.03643317,11.6342,20.653105,11.448928,11.399145,7.9002833,6.072453,rs0579,   1,0.0,False,True,True
rs0580,0.0,0.09783558,0.1310131,0.0,10.576923,0.0,22.935932,14.200164,14.040862,0.0,9.691457,rs0580,   0,15.8834,False,True,False
rs0581,0.0,0.3903612,0.8673267,1.493269,0.0,0.0,23.15763,15.135211,18.12526,13.587315,0.0,rs0581,   0,16.4082,False,False,False
rs0582,0.025,0.0005340159,0.0010148558,0.001003705,0.003637449,11.2425,20.90124,10.825766,10.497425,6.6993966,4.627132,rs0582,   0,11.276,True,True,True
rs0583,0.0,0.13323952,0.03331751,3.031272,1e+33,0.0,22.030872,14.803201,13.27919,12.365073,12.326101,rs0583,   0,15.4563,False,True,False
rs0584,0.0,0.1755997,0.039930154,0.0,0.0,0.0,22.634716,15.288457,13.808245,0.0,0.0,rs0584,   0,15.0045,False,True,False
rs0585,0.0,0.05711577,0.04923243,2.376069,2.6301255,0.0,21.854492,14.300446,14.265993,12.312578,9.405336,rs0585,   0,15.0374,False,True,False
rs0586,0.0,0.16778436,0.11321096,0.25007188,1.8548462,0.0,21.28686,15.158786,15.082176,11.373098,10.549213,rs0586,   0,15.5298,False,True,True
rs0587,0.0679,0.0013726209,0.003918358,0.008058674,0.031431455,11.8572,19.994322,11.682389,11.607932,8.907837,6.9012394,rs0587,   0,0.0,False,True,True
rs0588,0.56,0.20107944,0.19021983,7.3810954,0.0,14.4472,22.73979,13.300753,13.67011,9.746182,0.0,rs0588,   1,0.0,False,True,False
rs0589,0.0,0.043278538,0.06980367,2.660088,1.4775473,0.0,20.175568,14.79134,14.6339245,13.487834,11.7010355,rs0589,   1,0.0,False,True,True
rs0590,0.2583,0.0017370397,0.0057389652,0.011258723,0.032079965,11.9811,20.931526,12.100611,11.909896,8.767073,7.2282953,rs0590,   0,12.449,True,True,True
rs0591,0.1131,0.0009271748,0.002004355,0.003015033,0.008885473,11.5564,21.077885,11.287275,11.232824,7.53596,5.6442046,rs0591,   0,11.7567,True,True,True
rs0592,0.0,0.04752223,0.062973596,0.7808572,0.0,0.0,21.782515,15.011897,15.323301,14.887663,0.0,rs0592,   0,15.3568,False,True,False
rs0593,0.4811,0.030302988,0.033649236,2.495531,10.73021,13.8022,22.967216,14.247843,14.337368,12.813978,10.285293,rs0593,   1,0.0,False,True,False
rs0594,0.0,0.024891099,0.033691783,1e+33,0.0,0.0,21.969984,13.656971,13.743414,12.950618,0.0,rs0594,   0,14.9248,False,True,False
rs0595,0.0307,0.0015320053,0.004340315,0.12055949,1.2103184,11.7939,19.284126,11.783343,11.742911,10.47837,8.715203,rs0595,   0,11.9399,True,True,True
rs0596,0.0,0.046166483,0.06583761,1.4550468,3.6017604,0.0,20.223305,13.927484,13.955247,13.205535,9.449381,rs0596,   0,14.3085,False,True,False
rs0597,0.0,0.19950536,0.06355701,1.2711667,2.5627785,0.0,23.086164,14.5541,15.18548,13.836565,10.417666,rs0597,   1,0.0,False,False,False
rs0598,0.2125,0.0023789068,0.006000217,0.008733662,0.060571972,12.2039,20.29482,12.099589,12.007967,8.88086,6.642854,rs0598,   0,12.0783,True,True,True
rs0599,0.5031,0.0037789687,0.013612203,0.0333132,4.097341,13.2083,21.482613,13.093317,13.015082,10.012079,7.394132,rs0599,   0,13.2263,True,True,False
rs0600,0.1842,0.008861238,0.053809445,0.06623681,1.9557779,13.8299,22.040207,13.550594,13.331939,10.993808,9.069387,rs0600,   0,13.8999,True,True,False
rs0602,0.3971,0.036790807,0.17364442,0.15711981,1.1792959,14.4978,21.742542,14.237143,14.016443,10.876062,10.646083,rs0602,   0,14.6253,True,True,True
rs0603,0.1451,0.0006055445,0.0023431403,0.0057215327,0.087646745,10.5717,21.018642,10.577139,10.452294,8.105222,6.7185426,rs0603,   0,10.8083,True,True,True
rs0605,0.0,0.049106278,0.07552022,5.577628,0.0,0.0,22.641287,15.075386,15.209273,12.755921,0.0,rs0605,   0,15.8821,False,True,False
rs0604,0.0,0.077126786,0.12704714,2.553888,2.8160589,0.0,22.43003,14.7151575,14.479167,12.513584,10.492587,rs0604,   0,15.4992,False,True,False
rs0606,0.0,0.051261675,0.77954984,4.154767,2.7108295,0.0,21.99084,15.451215,15.3449,12.812468,10.3466625,rs0606,   0,14.9717,False,True,False
rs0607,0.0,0.10441934,0.124915294,2.8245344,2.1669521,0.0,22.997345,14.827491,14.522682,12.496557,10.627737,rs0607,   0,16.1686,False,True,False
rs0608,0.4134,0.0017081372,0.005673347,0.0,4.877261,12.0415,20.190388,11.980509,12.016018,0.0,7.82823,rs0608,   0,12.0798,True,True,False
rs0609,0.0,0.04360585,0.15349133,0.5574745,1.8589247,0.0,20.437963,14.197592,14.176246,12.235491,10.404462,rs0609,   0,14.1471,False,True,True
rs0610,0.0261,0.0016094481,0.0040103286,0.0487893,2.3486736,12.0541,19.013092,11.8638115,11.855203,11.307051,8.481316,rs0610,   0,11.9733,True,True,False
rs0611,0.0,0.07526311,0.15695632,0.0,0.0,0.0,22.263382,15.623101,16.398668,0.0,0.0,rs0611,   0,15.3339,False,True,False
rs0612,0.0221,0.00061599485,0.0011335494,0.0033579571,0.0046625175,10.1993,19.341162,9.91837,9.827851,7.1443977,4.884405,rs0612,   1,0.0,False,True,True
rs0613,0.4953,0.13254617,1e+33,0.0,2.3095942,14.1518,22.677982,16.90083,-71.12806,0.0,12.24043,rs0613,   0,16.3355,True,True,False
rs0614,0.3756,0.0,0.0,0.0,0.0,14.3621,22.06364,0.0,0.0,0.0,0.0,rs0614,   0,14.6473,True,True,False
rs0615,0.1701,0.016844908,0.02144876,0.35135546,0.0,13.5741,21.251165,13.288515,13.582191,9.037778,0.0,rs0615,   1,0.0,False,True,False
rs0616,0.0,0.0,0.0,0.0,0.0,0.0,22.028112,0.0,0.0,0.0,0.0,rs0616,   0,14.7739,False,True,False
rs0617,0.182,0.0034281637,0.014945795,0.076222606,0.72157794,13.121,21.127518,12.675991,12.75535,10.637163,9.753316,rs0617,   0,12.9856,True,True,True
rs0618,0.0,0.018486097,0.076503865,5.211848,0.0,0.0,22.47374,14.801385,14.684336,11.95988,0.0,rs0618,   1,0.0,False,True,False
rs0619,0.0629,0.0023036422,0.0047756457,0.043133408,0.04365679,11.3681,20.067463,10.775484,10.951463,8.282225,5.865624,rs0619,   0,11.3653,True,True,True
rs0620,0.0,0.0,0.0,0.0,0.0,0.0,21.81568,0.0,0.0,0.0,0.0,rs0620,   0,14.239,False,True,False
rs0621,0.0,0.036406312,0.45661914,2.8081214,15.882108,0.0,22.028252,14.759315,14.83676,13.222543,10.68711,rs0621,   0,15.1202,False,True,False
rs0622,0.3476,0.00084152544,0.002237715,0.040399507,0.100567386,10.8653,19.614496,10.613713,10.66175,9.857828,8.17986,rs0622,   1,0.0,False,True,True
rs0623,0.0,0.04671818,0.66654986,1.911531,2.00771,0.0,21.033323,15.267872,14.986324,13.321827,10.674381,rs0623,   0,15.7379,False,True,True
rs0624,0.271,0.0,0.0,0.0,0.0,14.403,20.932678,0.0,0.0,0.0,0.0,rs0624,   0,14.3888,True,True,False
rs0625,0.1362,0.0006282581,0.00223508,0.0058931066,0.032239307,10.5449,21.436672,10.315469,10.054178,7.3206954,4.7465982,rs0625,   0,10.7821,True,True,True
rs0626,0.3081,0.0,0.0,0.0,0.0,12.8228,21.293497,0.0,0.0,0.0,0.0,rs0626,   0,12.7224,True,True,False
rs0627,0.2878,0.0,0.0,0.0,0.0,13.7934,21.006733,0.0,0.0,0.0,0.0,rs0627,   0,14.6947,True,True,False
rs0628,0.0,0.11655464,0.2331823,2.911192,2.5594993,0.0,22.061546,14.924846,14.809833,12.6279745,10.374098,rs0628,   0,15.9893,False,True,False
rs0629,0.0712,0.00096286804,0.002194549,0.027039658,0.09828122,10.3342,18.84985,10.0037155,9.981049,9.405917,7.7842026,rs0629,   0,10.3012,True,True,True
rs0630,0.1347,0.14327009,0.16907367,0.27370593,0.0,14.0162,22.095861,14.060038,14.043635,11.594858,0.0,rs0630,   0,14.7703,True,True,False
rs0631,0.0,0.16597325,0.4406835,0.9507038,2.4548526,0.0,21.307404,14.904186,14.898927,11.717976,10.509981,rs0631,   0,15.059,False,True,False
rs0632,0.1126,0.0038267476,0.0148512,0.0,1e+33,12.9873,20.515614,11.79765,11.313175,0.0,11.5573845,rs0632,   0,12.9002,True,True,False
rs0633,0.3456,0.0,0.0,0.0,0.0,11.2898,20.641453,0.0,0.0,0.0,0.0,rs0633,   0,11.6347,True,True,False
rs0634,0.4625,0.020456031,0.0736725,1.6169051,0.0,14.178,21.168049,14.730945,14.566337,13.878641,0.0,rs0634,   1,0.0,False,True,False
rs0635,0.0,0.17885102,1.8162389,0.0,1e+33,0.0,22.647171,15.731291,17.59425,0.0,11.088974,rs0635,   0,16.7046,False,True,False
rs0636,0.0829,0.0040120147,0.019356243,0.09907758,2.1714337,13.1954,20.189676,12.630813,12.456781,9.768279,8.55572,rs0636,   0,12.9109,True,True,False
rs0637,0.0,0.18674488,0.079145804,0.27669972,1.2783829,0.0,22.56779,13.87237,13.8573065,12.124765,11.223913,rs0637,   0,14.6882,False,True,True
rs0638,0.0,0.9140614,0.4183134,0.08408126,2.9150121,0.0,21.800776,12.433923,12.520216,10.782715,9.293411,rs0638,   0,14.4109,False,True,False
rs0639,0.1243,0.036762126,0.027316008,17.115189,0.0,13.5252,22.393377,12.70951,13.40963,10.770017,0.0,rs0639,   0,15.9369,True,True,False
rs0640,0.179,0.007520586,0.10013521,0.06172814,1e+33,13.9251,20.714897,13.853442,13.470307,10.937023,11.596503,rs0640,   0,14.007,True,True,False
rs0641,0.2637,0.0094072,0.013241486,0.18285336,2.561712,13.5318,21.463844,12.8860035,12.90501,10.692659,9.323499,rs0641,   1,0.0,False,True,False
rs0642,0.0526,0.00080337765,0.001418163,0.030570546,9.045174,10.6006,18.943762,10.407975,10.520354,10.03801,0.86344403,rs0642,   0,10.3611,True,True,False
rs0643,0.3709,0.028685728,0.035716303,3.9793494,4.059474,13.91,21.402832,14.4504,14.666913,12.658671,9.28932,rs0643,   0,14.6463,True,True,False
rs0644,0.0,0.13079298,0.21073768,0.2987671,6.989523,0.0,22.588848,14.574389,14.882311,12.457055,9.736893,rs0644,   0,14.8654,False,True,False
rs0645,0.4112,0.1140013,0.20212936,0.09495447,1.8345746,14.1642,22.437359,13.968277,13.812647,11.298112,10.447363,rs0645,   0,14.9535,True,True,True
rs0646,0.0,0.053289864,0.049495604,4.756969,0.0,0.0,22.438858,14.907142,14.76528,12.376451,0.0,rs0646,   0,15.8743,False,True,False
rs0647,1.2296,0.0023159469,0.01054995,0.09329678,0.2840408,11.5808,21.272835,11.187216,11.133126,11.163673,10.343841,rs0647,   1,0.0,False,True,True
rs0648,0.1022,0.0005331748,0.0011283221,0.030193776,3.5239835,10.6259,19.143503,10.484784,10.589954,9.84329,6.617161,rs0648,   0,10.4742,True,True,False
rs0649,0.1851,0.018996364,0.041348416,1.0671879,0.0,13.0306,21.625416,12.951302,13.067894,11.977333,0.0,rs0649,   0,13.7629,True,True,False
rs0650,0.0866,0.00082398456,0.0016523578,0.0047227535,0.02615401,11.4267,20.63108,11.050498,10.909127,7.2516828,5.215624,rs0650,   1,0.0,False,True,True
rs0651,0.0557,0.00026710023,0.0007304684,0.018401878,0.13320588,9.7047,19.38282,9.611801,9.640194,9.18955,8.215147,rs0651,   0,9.7656,True,True,True
rs0652,0.3039,0.06460879,0.08221768,0.47633556,4.4862165,14.2779,21.932745,14.173212,14.595748,15.035151,8.361473,rs0652,   0,14.9813,True,True,False
rs1337,0.2102,0.0008392111,0.0030654653,0.0051362147,0.024865622,11.5066,21.45877,11.631857,11.394775,7.914835,5.906046,rs1337,   0,12.0047,True,True,True
rs0653,0.2689,0.0055259624,0.01468375,0.06813993,0.0,13.4968,21.444916,13.361864,13.321126,11.368859,0.0,rs0653,   0,13.7714,True,True,False
