name,mass,nuv,fuv,inextfuv
"rs0475",8.35000,-15.4833,-15.2199,-1.48513
"rs0476",9.25000,-17.9255,-17.7564,-1.34547
"rs0477",8.59000,-16.7456,-16.6001,-0.630730
"rs0478",9.95000,-20.1645,-20.0160,-0.736900
"rs0479",7.83000,-14.9679,-14.7929,-0.0958080
"rs0480",8.61000,-16.6884,-16.6625,-1.56470
"rs0481",8.49000,-15.9827,-15.7218,-0.871155
"rs0482",8.53000,-16.0398,-15.8454,-1.23624
"rs0483",7.75000,-15.4163,-15.4361,-1.88273
"rs0484",8.29000,-16.1013,-15.9786,-1.12553
"rs0485",8.35000,-16.5927,-16.6093,-0.943375
"rs0486",8.31000,-16.6400,-16.6134,-1.13367
"rs0487",8.33000,-15.9790,-15.7687,-0.806505
"rs0488",7.77000,-15.3273,-15.3424,-0.862373
"rs0489",8.19000,-15.8976,-15.7573,-1.29267
"rs0490",8.57000,-16.6198,-16.4915,-1.83772
"rs0491",9.95000,-15.9411,-15.3031,-1.44288
"rs0492",8.65000,-16.8901,-16.7322,-0.854866
"rs0493",8.61000,-17.0178,-17.0000,-1.92083
"rs0494",9.65000,-18.7070,-18.6043,-1.58104
"rs0495",8.51000,-17.3111,-17.3706,-1.60661
"rs0496",9.29000,-18.0184,-17.9359,-1.64001
"rs0497",8.27000,-15.9807,-15.8352,-0.646902
"rs0498",10.8900,-18.7401,-17.8863,-1.88485
"rs0499",7.93000,-15.0263,-14.8038,-0.320805
"rs0500",8.49000,-15.1466,-14.9687,-1.63455
"rs0501",8.45000,-16.2548,-16.2052,-1.48867
"rs0502",9.89000,-18.1608,-17.9068,-2.27968
"rs0503",10.5500,-20.7900,-20.7498,-1.73881
"rs0504",7.85000,-14.4226,-14.1235,-0.501390
"rs0505",10.7500,-20.1239,-20.0201,-1.67662
"rs0506",7.97000,-15.0400,-14.8902,-0.671886
"rs0507",8.15000,-15.2514,-14.9186,-0.266508
"rs0508",8.87000,-16.5648,-16.2938,-0.699333
"rs0509",10.0900,-18.0832,-17.9899,-1.32753
"rs0510",8.53000,-15.8419,-15.6153,-1.33606
"rs0511",9.71000,-14.4805,-13.1436,-0.785320
"rs0512",8.79000,-16.4723,-16.2676,-1.43711
"rs0513",8.39000,-14.6784,-14.1020,-0.898048
"rs0514",8.37000,-15.8614,-15.7430,-0.973085
"rs0515",8.55000,-16.9173,-16.9203,-2.52236
"rs0516",9.17000,-18.2746,-18.1200,-0.550880
"rs0517",9.51000,-18.6673,-18.6737,-2.44704
"rs0518",7.63000,-15.0262,-14.9818,-0.948158
"rs0519",9.89000,-19.7388,-19.6416,-1.58643
"rs0520",8.81000,-18.1391,-18.1814,-1.47383
"rs0521",8.93000,-17.8643,-17.8690,-2.20287
"rs0522",9.45000,-18.7510,-18.6132,-0.817188
"rs0523",8.87000,-14.8135,-14.7895,-0.0818558
"rs0524",8.81000,-17.2983,-17.1740,-0.619854
"rs0525",8.13000,-14.6672,-14.2674,-1.40172
"rs0526",8.83000,-16.7606,-16.5753,-1.17577
"rs0527",7.83000,-14.8606,-14.6676,-0.132143
"rs0528",10.2100,-19.5790,-19.5160,-2.00841
"rs0529",8.51000,-16.4600,-16.3878,-1.48711
"rs0530",7.59000,-14.5657,-14.4274,-0.0126553
"rs0531",9.97000,-19.8211,-19.8146,-2.21490
"rs0532",8.99000,-18.1449,-18.2101,-2.10688
"rs0533",10.0700,-18.8451,-18.7771,-1.68641
"rs0534",8.91000,-17.3230,-17.1624,-1.14719
"rs0535",8.13000,-15.2976,-15.0618,-1.31250
"rs0536",9.17000,-17.8086,-17.6916,-1.86535
"rs0537",9.83000,-16.7459,-16.3920,-1.67088
"rs0538",9.81000,-18.9011,-18.7728,-2.27830
"rs0539",7.97000,-14.5706,-14.3858,-1.36948
"rs0540",10.0700,-17.1894,-16.8484,-1.58824
"rs0541",9.31000,-17.3218,-17.2964,-1.82015
"rs0542",8.51000,-16.4023,-16.1933,-0.340118
"rs0543",8.79000,-17.1635,-16.9883,-0.575344
"rs0545",8.27000,-16.1636,-16.0711,-0.765783
"rs0546",9.29000,-18.4820,-18.3003,-0.629013
"rs0547",9.65000,-20.4533,-20.4871,-1.07075
"rs0548",8.59000,-16.1992,-15.9932,-1.11415
"rs0549",9.01000,-18.2521,-18.2168,-0.987656
"rs0550",8.45000,-15.6120,-15.2975,-1.02722
"rs0551",7.99000,-14.8699,-14.6465,-0.817699
"rs0552",8.41000,-17.0334,-17.0527,-1.01006
"rs0553",8.69000,-17.2713,-17.1789,-0.428394
"rs0554",10.6300,-18.3095,-17.9816,-1.53376
"rs0555",9.71000,-19.6024,-19.5480,-1.77609
"rs0556",8.29000,-17.0562,-17.1241,-0.515049
"rs0557",8.71000,-14.7263,-14.7024,-1.41294
"rs0558",8.69000,-13.2075,-12.3405,-1.09766
"rs0559",8.69000,-16.1590,-16.0138,-1.19172
"rs0560",9.53000,-18.2959,-18.1932,-1.51921
"rs0561",10.9300,-19.5661,-19.1987,-1.75500
"rs0562",8.47000,-16.2284,-16.0682,-1.01283
"rs0564",8.91000,-18.3058,-18.2973,-1.99355
"rs0565",8.35000,-15.2240,-14.6741,-0.286686
"rs0566",8.63000,-17.0234,-16.9508,-1.29898
"rs0567",9.45000,-14.1600,-13.1464,-0.986786
"rs0568",8.71000,-17.1306,-17.0224,-1.22812
"rs0569",7.99000,-14.4475,-14.0330,-0.570715
"rs0570",9.53000,-14.9043,-13.8374,-1.39087
"rs0571",8.33000,-17.2469,-17.3587,-0.672440
"rs0572",9.61000,-18.5020,-18.3973,-1.52616
"rs0573",8.73000,-17.9492,-18.0452,-0.776371
"rs0574",9.85000,-20.1812,-20.1723,-1.26500
"rs0575",8.21000,-13.9608,-13.0126,-0.667654
"rs0576",7.97000,-14.5298,-14.1981,-0.770741
"rs0577",8.59000,-16.8516,-16.7173,-0.805389
"rs0578",9.57000,-19.0467,-18.8703,-1.33948
"rs0579",10.0900,-19.2765,-19.1630,-1.77956
"rs0580",8.13000,-15.2345,-14.9396,-0.268110
"rs0581",8.01000,-15.1974,-15.0673,-0.767088
"rs0582",10.1300,-17.5133,-17.1767,-1.63222
"rs0583",8.43000,-15.3451,-15.1151,-1.53391
"rs0584",8.33000,-15.8473,-15.6790,-0.947355
"rs0585",8.69000,-16.7325,-16.5613,-1.09650
"rs0586",8.35000,-16.1251,-15.9924,-1.07266
"rs0587",10.0500,-18.6914,-18.5933,-1.69844
"rs0588",9.13000,-17.1531,-17.1002,-2.14391
"rs0589",8.37000,-16.3195,-16.2554,-1.36010
"rs0590",9.57000,-18.7379,-18.6097,-2.02406
"rs0591",10.1300,-18.3251,-18.0540,-1.84294
"rs0592",8.83000,-13.7008,-12.1066,-1.22544
"rs0593",9.15000,-12.9096,-11.2305,-0.745935
"rs0594",9.21000,-14.7927,-13.6897,-1.66447
"rs0595",10.0900,-16.6681,-15.4171,-1.49439
"rs0596",9.25000,-14.1306,-12.6961,-1.24628
"rs0597",8.67000,-15.1081,-14.5121,-1.70189
"rs0598",9.91000,-17.7683,-17.5636,-1.56123
"rs0599",9.33000,-17.1334,-16.8213,-1.58428
"rs0600",9.29000,-17.1989,-16.8955,-1.23640
"rs0602",8.93000,-15.9871,-15.6858,-1.47911
"rs0603",10.4300,-16.5588,-15.8146,-1.34272
"rs0605",8.69000,-14.4457,-13.4280,-1.66013
"rs0604",8.63000,-14.9633,-14.1488,-1.94037
"rs0606",8.55000,-14.2529,-13.5234,-1.50587
"rs0607",8.75000,-13.5597,-12.4954,-1.58555
"rs0608",9.97000,-14.9236,-13.5092,-0.794033
"rs0609",9.07000,-15.8128,-15.4685,-1.47430
"rs0610",10.0700,-15.0627,-13.7992,-0.782452
"rs0611",8.67000,-12.6809,-11.3332,-1.29921
"rs0612",10.8500,-19.2921,-19.0160,-1.58344
"rs0613",7.77000,-14.2001,-13.9395,-0.897867
"rs0614",9.15000,-14.0641,-12.8950,-1.44602
"rs0615",9.23000,-15.7727,-15.3798,-1.72957
"rs0616",9.39000,-14.6379,-13.6536,-1.67108
"rs0617",9.69000,-16.1912,-15.3971,-1.64484
"rs0618",8.53000,-16.3465,-16.2284,-1.03873
"rs0619",10.3100,-16.4283,-15.5261,-1.34916
"rs0620",8.71000,-15.8141,-15.4820,-1.90591
"rs0621",8.75000,-15.1594,-14.6024,-1.94068
"rs0622",10.6900,-16.3992,-15.1745,-0.916733
"rs0623",8.39000,-15.8852,-15.6999,-0.636187
"rs0624",9.15000,-13.4265,-11.6991,-0.796297
"rs0625",10.6300,-19.7127,-19.5688,-1.84889
"rs0626",9.65000,-16.4274,-15.7143,-1.35341
"rs0627",8.95000,-16.2640,-15.9172,-1.94687
"rs0628",8.47000,-12.4123,-10.5869,-0.905260
"rs0629",10.8500,-16.8186,-15.6348,-0.931313
"rs0630",8.81000,-15.0393,-14.1496,-2.12693
"rs0631",8.53000,-16.4908,-16.4858,-1.88588
"rs0632",9.85000,-14.5168,-13.2121,-0.772814
"rs0633",10.1300,-15.1393,-13.7657,-0.773039
"rs0634",9.03000,-13.4371,-11.8904,-1.04907
"rs0635",8.01000,-14.4836,-14.1000,-0.617826
"rs0636",9.69000,-17.2993,-17.1574,-1.61769
"rs0637",8.71000,-14.7490,-14.0527,-1.01018
"rs0638",8.97000,-15.5959,-15.2456,-1.07737
"rs0639",8.93000,-13.4213,-11.5529,-0.987680
"rs0640",8.99000,-16.6748,-16.4600,-1.50162
"rs0641",9.21000,-14.8023,-13.7460,-1.33949
"rs0642",10.6500,-16.4280,-15.2226,-0.937943
"rs0643",8.97000,-13.3436,-11.6749,-1.06493
"rs0644",8.65000,-16.9114,-16.7869,-1.67697
"rs0645",8.91000,-16.4194,-16.2158,-0.808661
"rs0646",8.41000,-14.8620,-14.4191,-0.721687
"rs0647",10.2900,-15.1475,-13.8281,-0.720358
"rs0648",10.6700,-16.5026,-15.1683,-1.04224
"rs0649",9.59000,-14.0095,-12.4725,-0.681845
"rs0650",10.0300,-19.4273,-19.3459,-1.89196
"rs0651",10.9900,-16.8804,-15.4662,-0.844036
"rs0652",9.05000,-13.1195,-11.5657,-0.860058
"rs1337",10.1100,-19.9610,-19.9316,-2.71099
"rs0653",9.55000,-14.4503,-13.2955,-1.19496
"rs0654",9.31000,-13.6094,-12.4187,-0.975327
"rs0655",8.17000,-14.8218,-14.2770,-0.287741
"rs0656",10.1500,-18.4392,-18.0420,-1.86467
"rs0657",8.57000,-13.7108,-12.5315,-1.63727
"rs0658",10.4900,-15.2837,-14.0714,-0.684191
"rs0659",8.93000,-14.0150,-12.7192,-1.42927
"rs0660",9.73000,-17.7096,-17.3025,-1.61718
"rs0661",8.59000,-14.7283,-13.9751,-1.92826
"rs0662",9.97000,-14.2718,-12.8705,-0.643753
"rs0663",9.23000,-13.3321,-11.6934,-0.771997
"rs0664",9.67000,-14.1122,-12.3781,-0.526602
"rs0665",8.87000,-13.0618,-11.4209,-1.02794
"rs0666",9.41000,-12.9487,-11.5768,-0.764393
"rs0667",9.75000,-18.4615,-18.2768,-2.42013
"rs0668",9.33000,-14.4384,-13.2520,-1.31058
"rs0669",10.5100,-16.1094,-14.7816,-1.01544
"rs0670",10.7700,-17.0635,-15.8170,-1.21069
"rs0671",8.79000,-16.2223,-16.0115,-1.46942
"rs0672",9.47000,-15.9168,-15.5450,-1.53189
"rs0673",11.6700,-19.0034,-17.4318,-0.994156
"rs0674",9.05000,-13.1983,-11.1056,-0.744833
"rs0675",9.79000,-14.7530,-13.5062,-1.34326
"rs0676",9.65000,-13.6880,-12.4158,-0.681921
"rs0677",9.11000,-17.2376,-17.0538,-1.30793
"rs0678",8.45000,-16.0815,-15.9496,-1.30020
"rs0679",9.05000,-18.5556,-18.6010,-2.27208
"rs0680",9.55000,-14.3674,-12.9395,-0.981142
"rs0681",10.5700,-15.8975,-14.5095,-0.734787
"rs0682",9.99000,-14.8305,-13.4897,-0.803915
"rs0683",9.25000,-13.1932,-11.5965,-0.625519
"rs0684",9.21000,-14.4110,-12.1165,-0.793657
"rs0685",9.21000,-13.0230,-11.7685,-0.983084
"rs0686",8.77000,-11.8805,-10.5224,-0.892263
"rs0687",10.9900,-18.3542,-17.2350,-1.65772
"rs0688",11.2500,-18.2422,-16.9348,-1.18116
"rs0689",8.93000,-13.5808,-12.1652,-1.25847
"rs0690",8.83000,-13.2527,-11.7002,-1.13095
"rs0691",9.63000,-14.8212,-13.7474,-1.15719
"rs0692",8.89000,-13.9387,-11.9536,-1.58279
"rs0693",9.17000,-13.2839,-11.5720,-0.796968
"rs0694",9.97000,-14.3679,-12.9729,-0.760265
"rs0695",9.53000,-13.6231,-12.1740,-0.800617
"rs0696",9.63000,-17.2191,-17.0055,-1.83453
"rs0697",9.07000,-12.8853,-11.4664,-0.847980
"rs0698",9.31000,-16.9218,-16.5964,-1.56935
"rs0699",9.05000,-13.3583,-11.3976,-0.829685
"rs0700",8.41000,-15.3872,-15.1107,-1.37886
"rs0701",8.79000,-13.1139,-11.7153,-1.23650
"rs0702",8.93000,-12.6393,-11.2968,-1.01563
"rs0703",8.85000,-15.4942,-14.9156,-1.47422
"rs0704",8.79000,-14.1306,-13.2450,-1.78690
"rs0705",10.0300,-14.9130,-13.5983,-0.726816
"rs0706",9.19000,-13.7503,-12.3670,-1.10397
"rs0707",9.61000,-14.1922,-12.9439,-0.988741
"rs0708",10.0900,-17.6315,-17.2685,-1.77413
"rs0709",10.1700,-15.1366,-13.7204,-0.806877
"rs0710",8.65000,-16.7386,-16.5792,-0.979549
"rs0711",9.55000,-13.7309,-12.4236,-0.753553
"rs0712",8.33000,-15.7853,-15.6845,-1.72209
"rs0713",8.63000,-16.7713,-16.7382,-1.51767
"rs0714",10.6300,-16.1026,-14.7080,-0.822433
"rs0715",8.45000,-16.0078,-15.8241,-1.06598
"rs0716",10.2100,-15.4246,-14.1110,-0.842649
"rs0717",10.4100,-15.2732,-13.9289,-0.733036
"rs0718",8.61000,-12.9427,-11.5576,-1.33491
"rs0719",10.8100,-16.9639,-15.6992,-1.23121
"rs0720",9.13000,-15.6141,-15.0557,-2.20841
"rs0721",8.21000,-15.0643,-14.7632,-1.18790
"rs0722",8.53000,-16.7331,-16.7147,-1.61743
"rs0724",9.27000,-18.9235,-18.9613,-2.17366
"rs0725",9.85000,-14.6364,-13.2497,-0.766119
"rs0726",8.55000,-16.3101,-16.1417,-1.29247
"rs0727",8.73000,-18.1082,-18.0731,-2.68612
"rs0728",10.1700,-15.2151,-13.8674,-0.754745
"rs0729",8.63000,-14.4563,-14.1984,-1.62605
"rs0730",8.13000,-16.4355,-16.3997,-2.03004
"rs0731",9.15000,-17.9263,-17.7625,-0.849926
"rs0732",8.65000,-12.4476,-10.7013,-1.01177
"rs0733",9.93000,-15.6071,-14.8964,-1.26292
"rs0734",8.91000,-16.5526,-16.3368,-0.913017
"rs0735",8.55000,-13.6401,-12.3652,-1.56165
"rs0736",8.47000,-15.7768,-15.5921,-1.14181
"rs0737",8.03000,-15.2196,-15.0533,-0.674623
"rs0738",8.89000,-16.4227,-16.2287,-1.73053
"rs0739",8.25000,-14.2717,-13.8247,-0.903004
"rs0740",8.85000,-15.7027,-15.5343,-1.13127
"rs0741",10.1100,-17.5277,-17.3006,-1.70377
"rs0742",8.59000,-14.4959,-13.5512,-1.65540
"rs0743",8.37000,-15.1881,-14.6091,-0.637814
"rs0744",9.29000,-13.0422,-11.2488,-0.475132
"rs0745",10.1100,-18.1684,-17.9474,-1.74776
"rs0746",8.75000,-16.1926,-16.0186,-1.70233
"rs0747",9.07000,-13.8886,-12.4123,-1.07993
"rs0748",9.89000,-16.1163,-15.4508,-1.57345
"rs0749",9.35000,-13.4008,-12.0450,-1.21151
"rs0750",10.5300,-16.4491,-15.1428,-0.712866
"rs0751",9.39000,-17.1196,-16.7792,-1.60977
"rs0752",8.49000,-15.7346,-15.1218,-0.120911
"rs0753",8.11000,-14.6495,-14.1253,-0.399076
"rs0754",9.23000,-16.2187,-15.8315,-1.70962
"rs0755",8.77000,-15.9111,-15.4919,-0.544113
"rs0756",8.81000,-15.3218,-14.8203,-1.60637
"rs0757",10.7500,-16.5511,-15.3293,-0.735420
"rs0758",8.89000,-16.2884,-15.9278,-2.09991
"rs0759",8.17000,-15.1526,-14.9256,-1.07850
"rs0761",10.3900,-16.7542,-15.1561,-1.07430
"rs0760",8.55000,-15.8210,-15.6139,-1.79309
"rs0762",9.07000,-18.1350,-18.1259,-2.11066
"rs0763",9.07000,-17.7233,-17.6179,-1.70168
"rs0764",8.35000,-15.1488,-14.7098,-0.643499
"rs0765",8.27000,-14.8129,-14.2713,-1.04100
"rs0766",9.09000,-15.0855,-14.0851,-2.10489
"rs0767",8.45000,-15.9053,-15.6665,-0.809780
"rs0768",9.37000,-18.4358,-18.3059,-0.978748
"rs0769",9.07000,-17.1264,-16.9534,-1.49738
"rs0770",8.23000,-16.5702,-16.5710,-1.80950
"rs0771",8.49000,-16.6432,-16.5420,-1.46340
"rs0772",8.19000,-15.2556,-15.0287,-0.774347
"rs0773",8.17000,-14.9192,-14.6027,-1.20224
"rs0774",8.75000,-17.2299,-17.1074,-0.848412
"rs0775",8.95000,-17.6007,-17.4487,-0.958927
"rs0776",8.43000,-16.0481,-15.9040,-1.34229
"rs0777",8.75000,-17.5695,-17.5237,-1.65596
"rs0778",8.73000,-16.6110,-16.5041,-1.31507
"rs0779",10.3300,-18.9806,-18.9011,-1.80186
"rs0780",8.05000,-15.7856,-15.7817,-1.48482
"rs0781",9.85000,-18.3605,-18.1658,-1.71856
"rs0782",8.43000,-17.2088,-17.2481,-1.06396
"rs0783",10.4300,-19.2164,-18.9996,-1.68556
"rs0784",10.5500,-17.9877,-17.3557,-1.83447
"rs0785",8.75000,-16.7465,-16.5997,-1.03038
"rs0786",8.45000,-16.2743,-16.1550,-1.03738
"rs0787",7.85000,-14.9073,-14.6722,-0.00957298
"rs0788",9.21000,-18.2179,-18.0554,-1.04397
"rs0789",8.59000,-16.7055,-16.5807,-1.15119
"rs0790",8.31000,-15.9763,-15.8050,-0.384233
"rs0791",8.37000,-16.1685,-16.0932,-1.62725
"rs0792",8.15000,-15.4299,-15.2755,-1.18044
"rs0793",9.15000,-17.7868,-17.6074,-1.39621
"rs0794",8.73000,-16.8246,-16.7339,-1.45261
"rs0795",8.37000,-15.9253,-15.7057,-0.798710
"rs0796",8.27000,-15.4999,-15.2936,-0.748468
"rs0797",10.1500,-17.8689,-17.6118,-1.54308
"rs0798",9.87000,-17.4029,-17.0841,-1.60647
"rs0799",8.57000,-16.0502,-15.7685,-1.15587
"rs0800",8.87000,-15.3733,-14.8221,-1.24188
"rs0801",10.1500,-15.4366,-14.1031,-0.830078
"rs0802",8.61000,-16.4802,-16.3956,-1.17575
"rs0803",8.17000,-16.5346,-16.5255,-1.26780
"rs0804",8.61000,-17.0912,-17.0348,-1.10487
"rs0805",8.37000,-16.8606,-16.9638,-0.822178
"rs0806",9.61000,-16.1582,-15.7384,-1.74433
"rs0807",8.41000,-16.2353,-16.1350,-1.84053
"rs0808",10.8100,-16.9829,-16.0621,-0.967466
"rs0809",9.85000,-18.9010,-18.7239,-0.849239
"rs0810",8.37000,-16.3075,-16.1854,-0.801563
"rs0811",9.69000,-15.9803,-15.5128,-1.71588
"rs0812",9.41000,-17.3528,-17.3488,-1.36972
"rs0813",9.47000,-18.0436,-17.9113,-1.48638
"rs0814",8.07000,-15.5919,-15.3969,-0.000955582
"rs0815",8.73000,-17.2285,-17.1759,-1.26641
"rs0816",8.37000,-15.3603,-14.9115,-1.08394
"rs0817",10.4700,-18.7587,-18.7708,-0.157078
"rs0818",8.61000,-16.3099,-16.1219,-1.03334
"rs0819",8.41000,-16.3839,-16.3375,-1.51164
"rs0820",8.15000,-15.8820,-15.7725,-0.629341
"rs0821",8.31000,-16.7843,-16.8465,-1.02272
"rs0822",8.19000,-15.0433,-14.5743,-0.354458
"rs1338",9.23000,-19.2016,-19.2200,-2.61969
"rs0823",10.0700,-18.9497,-18.7868,-1.55248
"rs1339",8.77000,-17.0275,-16.9048,-1.27541
"rs0824",9.97000,-19.6017,-19.5855,-1.86648
"rs0825",9.93000,-15.6078,-14.3373,-1.51327
"rs0827",10.4300,-17.0425,-16.4278,-1.55252
"rs0828",8.65000,-16.0634,-15.7856,-1.44013
"rs0829",9.95000,-16.0488,-15.3311,-1.69579
"rs0830",9.73000,-14.4637,-13.2337,-0.874508
"rs0831",9.71000,-18.9935,-18.8169,-1.04123
"rs0832",8.73000,-15.7757,-15.5821,-1.24233
"rs0833",9.65000,-19.1501,-19.0252,-1.26726
"rs0834",9.57000,-18.4940,-18.2842,-1.57587
"rs0835",9.73000,-14.2487,-12.7423,-0.666262
"rs1340",8.35000,-16.3436,-16.2279,-0.539425
"rs0836",9.59000,-18.4132,-18.2377,-1.61418
"rs0837",8.19000,-15.2972,-15.0434,-1.39618
"rs0838",10.0700,-17.5707,-17.1358,-1.89922
"rs0839",9.87000,-19.8603,-19.7726,-1.58007
"rs0840",8.57000,-17.1344,-17.1711,-1.91210
"rs0841",8.49000,-14.7974,-14.2419,-1.62231
"rs0842",8.91000,-18.4850,-18.5348,-0.950668
"rs0843",9.39000,-16.5807,-15.9007,-1.79950
"rs0844",9.17000,-13.5979,-12.0587,-0.822571
"rs1341",9.79000,-15.2098,-14.1446,-1.24759
"rs0845",9.13000,-15.3383,-14.8671,-1.79680
"rs0846",9.25000,-15.7195,-14.6505,-1.58892
"rs0847",9.63000,-18.3468,-18.2139,-1.40423
"rs0848",8.93000,-12.7097,-11.2887,-0.915581
"rs0849",9.71000,-14.3083,-12.9626,-0.788197
"rs0850",9.41000,-17.9632,-17.8076,-1.52404
"rs0851",11.0300,-17.5957,-15.9891,-0.660315
"rs0852",10.3900,-15.1539,-13.8405,-0.673973
"rs0853",8.97000,-16.4791,-16.1784,-1.70861
"rs0854",8.95000,-15.9716,-15.6314,-1.84285
"rs0855",9.01000,-13.5810,-12.0690,-0.923994
"rs0856",8.19000,-15.9929,-15.9072,-0.657888
"rs0857",7.97000,-15.7451,-15.6617,-0.00996780
"rs0858",8.89000,-15.7468,-15.4427,-1.81465
"rs1342",10.3100,-20.7599,-20.6492,-1.51880
"rs0859",9.45000,-13.3799,-11.9657,-0.527979
"rs0860",8.91000,-16.0529,-15.6532,-2.06032
"rs0861",8.93000,-12.7880,-10.9367,-0.759109
"rs0862",8.85000,-13.0452,-10.9155,-0.820425
"rs0863",8.85000,-17.2552,-17.1393,-1.27486
"rs0864",8.05000,-15.6146,-15.5141,-0.726057
"rs0865",8.89000,-15.2886,-14.6345,-1.63253
"rs0866",9.57000,-18.2965,-18.1122,-1.01691
"rs0867",8.29000,-16.3383,-16.3185,-1.23042
"rs0868",9.75000,-19.1545,-19.0426,-1.75956
"rs0869",8.99000,-18.2014,-18.2443,-2.42689
"rs0870",8.51000,-17.4998,-17.5786,-1.52048
"rs1343",8.63000,-16.4595,-16.1962,-1.52338
"rs0871",9.07000,-18.2936,-18.3558,-1.74118
"rs0872",8.61000,-16.4661,-16.3340,-0.797235
"rs0873",10.2700,-19.6579,-19.4865,-1.68574
"rs0874",8.87000,-13.0712,-11.6851,-1.02143
"rs0875",9.39000,-14.1499,-12.4686,-0.957756
"rs0876",8.19000,-15.2009,-14.9601,-0.926081
"rs0877",9.59000,-14.2927,-12.8403,-0.851973
"rs0879",10.6100,-16.0059,-14.7150,-0.915213
"rs0880",9.77000,-18.3418,-18.2072,-1.51425
"rs0881",8.71000,-13.3250,-11.7791,-1.11186
"rs0882",10.2700,-16.2152,-14.9619,-1.46175
"rs0883",9.95000,-14.2786,-13.0052,-0.691200
"rs0884",11.1100,-17.0890,-15.8798,-0.580936
"rs0885",8.79000,-13.1169,-11.6308,-1.13135
"rs0886",9.43000,-13.9762,-13.0359,-1.10892
"rs0887",9.93000,-19.5639,-19.4653,-1.12230
"rs0888",8.55000,-15.9221,-15.6841,-2.13962
"rs0889",10.3700,-17.0002,-16.4395,-1.56439
"rs0890",8.27000,-14.7054,-14.3857,-1.65647
"rs0891",9.21000,-17.4176,-17.2986,-1.78457
"rs0892",9.91000,-14.5937,-13.2947,-0.730457
"rs0893",8.49000,-16.4519,-16.3080,-0.810831
"rs0894",8.17000,-14.5336,-14.0949,-0.763094
"rs0895",8.11000,-15.6129,-15.5566,-1.38577
"rs0896",10.1900,-16.1735,-14.9538,-1.48290
"rs0897",9.13000,-15.7573,-15.4789,-1.25478
"rs0898",8.53000,-11.9793,-10.2106,-0.927540
"rs0899",8.93000,-16.7288,-16.4745,-0.662998
"rs0900",8.87000,-16.5325,-16.2514,-0.991526
"rs0901",8.15000,-16.0934,-16.0772,-1.18594
"rs0903",10.0100,-19.2351,-19.0195,-1.66080
"rs0904",7.37000,-14.5470,-14.5820,-0.438776
"rs0905",8.37000,-16.5327,-16.4385,-1.27847
"rs0906",8.87000,-17.1643,-17.0524,-1.29562
"rs0907",8.91000,-17.1548,-17.0543,-1.38489
"rs0908",8.01000,-15.8230,-15.7921,-0.513031
"rs0909",9.05000,-16.6994,-16.4755,-1.74197
"rs0910",8.53000,-16.9548,-16.9733,-2.10700
"rs0911",8.45000,-16.2578,-16.0866,-0.759859
"rs0912",9.95000,-19.1060,-19.0557,-1.68225
"rs0913",8.17000,-15.9572,-15.8820,-1.03773
"rs0914",8.29000,-15.4457,-15.1291,-0.534279
"rs0915",8.35000,-16.1309,-16.0319,-1.11179
"rs0916",9.29000,-18.4482,-18.3664,-1.76391
"rs0917",7.93000,-16.1339,-16.1263,-0.392593
"rs0918",10.4900,-20.8696,-20.4394,-3.23310
"rs0919",8.75000,-17.1530,-16.9878,-0.531216
"rs0920",8.69000,-15.6446,-15.2774,-1.14750
"rs0921",9.61000,-18.9523,-18.8890,-1.42145
"rs0922",8.87000,-17.2777,-17.1267,-0.794350
"rs0923",8.53000,-17.1209,-17.1503,-1.59507
"rs0924",8.89000,-15.5038,-14.4751,-1.45921
"rs0926",8.45000,-16.3225,-16.3377,-1.75418
"rs0927",9.71000,-16.6651,-16.3248,-1.69637
"rs0930",8.59000,-17.3692,-17.3759,-1.46130
"rs0931",8.63000,-16.8220,-16.6922,-0.928341
"rs0932",8.65000,-17.5705,-17.5715,-1.15581
"rs0933",8.59000,-17.8286,-17.9173,-1.11124
"rs0934",8.89000,-16.9494,-16.7562,-1.46605
"rs0935",9.01000,-17.7207,-17.6205,-1.07509
"rs0936",9.31000,-16.7091,-16.1128,-1.28323
"rs0937",8.03000,-15.3420,-15.1636,-0.397961
"rs0938",8.13000,-15.8627,-15.7586,-0.977789
"rs0939",8.03000,-14.5698,-14.0825,-0.347046
"rs0940",9.77000,-14.7623,-13.4129,-0.995359
"rs1345",9.15000,-15.6790,-15.2492,-1.65835
"rs1346",8.73000,-16.9508,-16.7368,-0.372822
"rs0941",8.73000,-17.1281,-17.0761,-1.31997
"rs0942",9.73000,-17.1037,-16.9305,-1.78329
"rs0943",8.47000,-16.5823,-16.4951,-0.764545
"rs0944",8.49000,-16.4430,-16.3995,-1.60683
"rs0945",9.17000,-17.7832,-17.5607,-0.850372
"rs0946",8.79000,-17.3238,-17.2277,-1.81691
"rs0947",9.49000,-18.1264,-17.8914,-1.71660
"rs0948",9.11000,-17.4416,-17.2588,-0.812103
"rs0949",7.83000,-15.3066,-15.2225,-0.0308514
"rs1347",9.89000,-18.4706,-18.3831,-1.96894
"rs0950",9.27000,-17.9822,-17.8267,-1.59539
"rs0951",10.2100,-15.5419,-14.2609,-0.884874
"rs0952",8.39000,-16.2572,-16.0979,-0.610498
"rs0953",10.3300,-18.5011,-18.3048,-1.53711
"rs0954",10.7500,-17.9553,-17.4262,-1.56137
"rs0955",8.85000,-17.0463,-16.9565,-1.48171
