name,name,confidence_level,jhu,name.1,nsa,port
rs1270,rs1270,-3.0,-1.0,rs1270,-1.0,-1.0
rs1276,rs1276,-3.0,-1.0,rs1276,-1.0,-1.0
rs1284,rs1284,-1.0,-1.0,rs1284,1.0,-1.0
rs1289,rs1289,-1.0,-1.0,rs1289,0.0,0.0
rs1290,rs1290,-1.0,-1.0,rs1290,0.0,0.0
rs1291,rs1291,-3.0,-1.0,rs1291,-1.0,-1.0
rs1293,rs1293,-3.0,-1.0,rs1293,-1.0,-1.0
rs1296,rs1296,-2.0,-1.0,rs1296,0.0,-1.0
rs1297,rs1297,-3.0,-1.0,rs1297,-1.0,-1.0
rs1337,rs1337,-1.0,-1.0,rs1337,0.0,0.0
rs1359,rs1359,-3.0,-1.0,rs1359,-1.0,-1.0
rs1437,rs1437,-2.0,-1.0,rs1437,0.0,-1.0
rf0016,rf0016,1.0,0.0,rf0016,1.0,0.0
rf0315,rf0315,2.0,0.0,rf0315,1.0,1.0
rf0375,rf0375,1.0,0.0,rf0375,1.0,0.0
rs0053,rs0053,1.0,0.0,rs0053,0.0,1.0
rs0109,rs0109,1.0,0.0,rs0109,1.0,0.0
rs0121,rs0121,-1.0,0.0,rs0121,0.0,-1.0
rs0196,rs0196,1.0,0.0,rs0196,1.0,0.0
rs0244,rs0244,1.0,0.0,rs0244,1.0,0.0
rs1129,rs1129,1.0,0.0,rs1129,1.0,0.0
ECO00001,ECO00001,-1.0,-1.0,ECO00001,0.0,0.0
ECO00004,ECO00004,-2.0,-1.0,ECO00004,0.0,-1.0
ECO00005,ECO00005,-2.0,-1.0,ECO00005,-1.0,0.0
ECO00027,ECO00027,-3.0,-1.0,ECO00027,-1.0,-1.0
ECO00029,ECO00029,-3.0,-1.0,ECO00029,-1.0,-1.0
ECO00037,ECO00037,-3.0,-1.0,ECO00037,-1.0,-1.0
ECO00054,ECO00054,-1.0,-1.0,ECO00054,0.0,0.0
ECO00060,ECO00060,0.0,-1.0,ECO00060,1.0,0.0
ECO00061,ECO00061,1.0,1.0,ECO00061,0.0,0.0
ECO00063,ECO00063,-3.0,-1.0,ECO00063,-1.0,-1.0
ECO00068,ECO00068,-1.0,-1.0,ECO00068,0.0,0.0
ECO00069,ECO00069,-2.0,-1.0,ECO00069,0.0,-1.0
ECO00071,ECO00071,-3.0,-1.0,ECO00071,-1.0,-1.0
ECO00077,ECO00077,-1.0,-1.0,ECO00077,0.0,0.0
ECO00078,ECO00078,-1.0,-1.0,ECO00078,0.0,0.0
ECO00079,ECO00079,-1.0,-1.0,ECO00079,0.0,0.0
ECO00083,ECO00083,-3.0,-1.0,ECO00083,-1.0,-1.0
ECO00085,ECO00085,-1.0,-1.0,ECO00085,0.0,0.0
ECO00087,ECO00087,-1.0,-1.0,ECO00087,0.0,0.0
ECO00092,ECO00092,-1.0,-1.0,ECO00092,0.0,0.0
ECO00097,ECO00097,-1.0,-1.0,ECO00097,1.0,-1.0
ECO00098,ECO00098,-3.0,-1.0,ECO00098,-1.0,-1.0
ECO00099,ECO00099,-3.0,-1.0,ECO00099,-1.0,-1.0
ECO00101,ECO00101,-3.0,-1.0,ECO00101,-1.0,-1.0
ECO00103,ECO00103,-2.0,-1.0,ECO00103,0.0,-1.0
ECO00105,ECO00105,1.0,1.0,ECO00105,0.0,0.0
ECO00112,ECO00112,-2.0,-1.0,ECO00112,0.0,-1.0
ECO00117,ECO00117,-2.0,-1.0,ECO00117,0.0,-1.0
ECO00135,ECO00135,-1.0,-1.0,ECO00135,1.0,-1.0
ECO00137,ECO00137,-3.0,-1.0,ECO00137,-1.0,-1.0
ECO00139,ECO00139,-2.0,-1.0,ECO00139,0.0,-1.0
ECO00141,ECO00141,0.0,-1.0,ECO00141,1.0,0.0
ECO00152,ECO00152,-1.0,-1.0,ECO00152,0.0,0.0
ECO00158,ECO00158,-1.0,-1.0,ECO00158,0.0,0.0
ECO00160,ECO00160,-2.0,-1.0,ECO00160,0.0,-1.0
ECO00163,ECO00163,-3.0,-1.0,ECO00163,-1.0,-1.0
ECO00167,ECO00167,-1.0,-1.0,ECO00167,0.0,0.0
ECO00173,ECO00173,-2.0,-1.0,ECO00173,0.0,-1.0
ECO00179,ECO00179,-2.0,-1.0,ECO00179,0.0,-1.0
ECO00185,ECO00185,-1.0,-1.0,ECO00185,0.0,0.0
ECO00186,ECO00186,1.0,1.0,ECO00186,0.0,0.0
ECO00190,ECO00190,-2.0,-1.0,ECO00190,0.0,-1.0
ECO00192,ECO00192,-1.0,-1.0,ECO00192,0.0,0.0
ECO00194,ECO00194,-2.0,-1.0,ECO00194,0.0,-1.0
ECO00200,ECO00200,-2.0,-1.0,ECO00200,0.0,-1.0
ECO00207,ECO00207,-3.0,-1.0,ECO00207,-1.0,-1.0
ECO00210,ECO00210,-1.0,-1.0,ECO00210,0.0,0.0
ECO00211,ECO00211,1.0,1.0,ECO00211,0.0,0.0
ECO00220,ECO00220,2.0,1.0,ECO00220,0.0,1.0
ECO00222,ECO00222,-3.0,-1.0,ECO00222,-1.0,-1.0
ECO00226,ECO00226,0.0,-1.0,ECO00226,1.0,0.0
ECO00231,ECO00231,-1.0,-1.0,ECO00231,0.0,0.0
ECO00233,ECO00233,-3.0,-1.0,ECO00233,-1.0,-1.0
ECO00237,ECO00237,-3.0,-1.0,ECO00237,-1.0,-1.0
ECO00242,ECO00242,-3.0,-1.0,ECO00242,-1.0,-1.0
ECO00247,ECO00247,-2.0,-1.0,ECO00247,-1.0,0.0
ECO00248,ECO00248,-2.0,-1.0,ECO00248,-1.0,0.0
ECO00252,ECO00252,-2.0,-1.0,ECO00252,-1.0,0.0
ECO00253,ECO00253,-3.0,-1.0,ECO00253,-1.0,-1.0
ECO00255,ECO00255,-2.0,-1.0,ECO00255,-1.0,0.0
ECO00257,ECO00257,0.0,-1.0,ECO00257,1.0,0.0
ECO00260,ECO00260,-1.0,-1.0,ECO00260,0.0,0.0
ECO00261,ECO00261,-1.0,-1.0,ECO00261,0.0,0.0
ECO00271,ECO00271,-3.0,-1.0,ECO00271,-1.0,-1.0
ECO00280,ECO00280,-1.0,-1.0,ECO00280,0.0,0.0
ECO00298,ECO00298,-2.0,-1.0,ECO00298,-1.0,0.0
ECO00314,ECO00314,-3.0,-1.0,ECO00314,-1.0,-1.0
ECO00319,ECO00319,-1.0,-1.0,ECO00319,0.0,0.0
ECO00320,ECO00320,0.0,-1.0,ECO00320,1.0,0.0
ECO00321,ECO00321,1.0,1.0,ECO00321,0.0,0.0
ECO00322,ECO00322,-3.0,-1.0,ECO00322,-1.0,-1.0
ECO00323,ECO00323,-1.0,-1.0,ECO00323,0.0,0.0
ECO00324,ECO00324,0.0,-1.0,ECO00324,1.0,0.0
ECO00328,ECO00328,2.0,1.0,ECO00328,1.0,0.0
ECO00330,ECO00330,0.0,-1.0,ECO00330,1.0,0.0
ECO00332,ECO00332,-3.0,-1.0,ECO00332,-1.0,-1.0
ECO00333,ECO00333,-3.0,-1.0,ECO00333,-1.0,-1.0
ECO00334,ECO00334,-3.0,-1.0,ECO00334,-1.0,-1.0
ECO00336,ECO00336,1.0,-1.0,ECO00336,1.0,1.0
ECO00339,ECO00339,-1.0,-1.0,ECO00339,0.0,0.0
ECO00344,ECO00344,1.0,1.0,ECO00344,0.0,0.0
ECO00346,ECO00346,-1.0,-1.0,ECO00346,0.0,0.0
ECO00347,ECO00347,-3.0,-1.0,ECO00347,-1.0,-1.0
ECO00348,ECO00348,-1.0,-1.0,ECO00348,0.0,0.0
ECO00349,ECO00349,-2.0,-1.0,ECO00349,0.0,-1.0
ECO00351,ECO00351,-3.0,-1.0,ECO00351,-1.0,-1.0
ECO00354,ECO00354,-3.0,-1.0,ECO00354,-1.0,-1.0
ECO00357,ECO00357,-1.0,-1.0,ECO00357,0.0,0.0
ECO00362,ECO00362,2.0,1.0,ECO00362,0.0,1.0
ECO00363,ECO00363,-1.0,-1.0,ECO00363,1.0,-1.0
ECO00366,ECO00366,-1.0,-1.0,ECO00366,0.0,0.0
ECO00371,ECO00371,-1.0,-1.0,ECO00371,0.0,0.0
ECO00375,ECO00375,-1.0,-1.0,ECO00375,0.0,0.0
ECO00376,ECO00376,-1.0,-1.0,ECO00376,0.0,0.0
ECO00382,ECO00382,-1.0,-1.0,ECO00382,0.0,0.0
ECO00386,ECO00386,-3.0,-1.0,ECO00386,-1.0,-1.0
ECO00388,ECO00388,-3.0,-1.0,ECO00388,-1.0,-1.0
ECO00389,ECO00389,-1.0,-1.0,ECO00389,0.0,0.0
ECO00393,ECO00393,2.0,1.0,ECO00393,1.0,0.0
ECO00397,ECO00397,-1.0,-1.0,ECO00397,0.0,0.0
ECO00409,ECO00409,-3.0,-1.0,ECO00409,-1.0,-1.0
ECO00410,ECO00410,-3.0,-1.0,ECO00410,-1.0,-1.0
ECO00412,ECO00412,-1.0,-1.0,ECO00412,0.0,0.0
ECO00418,ECO00418,-2.0,-1.0,ECO00418,-1.0,0.0
ECO00419,ECO00419,2.0,1.0,ECO00419,0.0,1.0
ECO00420,ECO00420,-3.0,-1.0,ECO00420,-1.0,-1.0
ECO00421,ECO00421,-2.0,-1.0,ECO00421,-1.0,0.0
ECO00424,ECO00424,-2.0,-1.0,ECO00424,0.0,-1.0
ECO00427,ECO00427,2.0,1.0,ECO00427,0.0,1.0
ECO00428,ECO00428,-3.0,-1.0,ECO00428,-1.0,-1.0
ECO00429,ECO00429,3.0,1.0,ECO00429,1.0,1.0
ECO00447,ECO00447,-1.0,-1.0,ECO00447,0.0,0.0
ECO00448,ECO00448,-3.0,-1.0,ECO00448,-1.0,-1.0
ECO00451,ECO00451,2.0,1.0,ECO00451,1.0,0.0
ECO00453,ECO00453,-1.0,-1.0,ECO00453,0.0,0.0
ECO00456,ECO00456,-1.0,-1.0,ECO00456,-1.0,1.0
ECO00457,ECO00457,-3.0,-1.0,ECO00457,-1.0,-1.0
ECO00468,ECO00468,-2.0,-1.0,ECO00468,0.0,-1.0
ECO00469,ECO00469,-3.0,-1.0,ECO00469,-1.0,-1.0
ECO00470,ECO00470,-2.0,-1.0,ECO00470,0.0,-1.0
ECO00473,ECO00473,-1.0,-1.0,ECO00473,0.0,0.0
ECO00482,ECO00482,1.0,1.0,ECO00482,0.0,0.0
ECO00484,ECO00484,-1.0,-1.0,ECO00484,0.0,0.0
ECO00487,ECO00487,-1.0,-1.0,ECO00487,0.0,0.0
ECO00488,ECO00488,3.0,1.0,ECO00488,1.0,1.0
ECO00489,ECO00489,-3.0,-1.0,ECO00489,-1.0,-1.0
ECO00497,ECO00497,-1.0,-1.0,ECO00497,0.0,0.0
ECO00499,ECO00499,-1.0,-1.0,ECO00499,0.0,0.0
ECO00500,ECO00500,-1.0,-1.0,ECO00500,1.0,-1.0
ECO00501,ECO00501,-1.0,-1.0,ECO00501,0.0,0.0
ECO00516,ECO00516,-1.0,-1.0,ECO00516,0.0,0.0
ECO00519,ECO00519,-2.0,-1.0,ECO00519,-1.0,0.0
ECO00523,ECO00523,-1.0,-1.0,ECO00523,0.0,0.0
ECO00524,ECO00524,-1.0,-1.0,ECO00524,0.0,0.0
ECO00526,ECO00526,-3.0,-1.0,ECO00526,-1.0,-1.0
ECO00534,ECO00534,-3.0,-1.0,ECO00534,-1.0,-1.0
ECO00543,ECO00543,1.0,1.0,ECO00543,0.0,0.0
ECO00545,ECO00545,-2.0,-1.0,ECO00545,0.0,-1.0
ECO00549,ECO00549,-1.0,-1.0,ECO00549,0.0,0.0
ECO00558,ECO00558,-1.0,-1.0,ECO00558,0.0,0.0
ECO00565,ECO00565,-1.0,-1.0,ECO00565,0.0,0.0
ECO00573,ECO00573,-2.0,-1.0,ECO00573,0.0,-1.0
ECO00585,ECO00585,-1.0,-1.0,ECO00585,0.0,0.0
ECO00589,ECO00589,-1.0,-1.0,ECO00589,0.0,0.0
ECO00591,ECO00591,-1.0,-1.0,ECO00591,0.0,0.0
ECO00597,ECO00597,-1.0,-1.0,ECO00597,0.0,0.0
ECO00612,ECO00612,-3.0,-1.0,ECO00612,-1.0,-1.0
ECO00614,ECO00614,-1.0,-1.0,ECO00614,0.0,0.0
ECO00615,ECO00615,-3.0,-1.0,ECO00615,-1.0,-1.0
ECO00617,ECO00617,-3.0,-1.0,ECO00617,-1.0,-1.0
ECO00629,ECO00629,-3.0,-1.0,ECO00629,-1.0,-1.0
ECO00630,ECO00630,-3.0,-1.0,ECO00630,-1.0,-1.0
ECO00638,ECO00638,-2.0,-1.0,ECO00638,0.0,-1.0
ECO00639,ECO00639,-2.0,-1.0,ECO00639,0.0,-1.0
ECO00642,ECO00642,-3.0,-1.0,ECO00642,-1.0,-1.0
ECO00651,ECO00651,-1.0,-1.0,ECO00651,0.0,0.0
ECO00655,ECO00655,-3.0,-1.0,ECO00655,-1.0,-1.0
ECO00661,ECO00661,-1.0,-1.0,ECO00661,0.0,0.0
ECO00662,ECO00662,-2.0,-1.0,ECO00662,0.0,-1.0
ECO00668,ECO00668,0.0,-1.0,ECO00668,1.0,0.0
ECO00669,ECO00669,-2.0,-1.0,ECO00669,0.0,-1.0
ECO00670,ECO00670,-1.0,-1.0,ECO00670,0.0,0.0
ECO00677,ECO00677,-1.0,-1.0,ECO00677,0.0,0.0
ECO00678,ECO00678,-3.0,-1.0,ECO00678,-1.0,-1.0
ECO00679,ECO00679,-3.0,-1.0,ECO00679,-1.0,-1.0
ECO00682,ECO00682,-2.0,-1.0,ECO00682,-1.0,0.0
ECO00683,ECO00683,0.0,-1.0,ECO00683,1.0,0.0
ECO00688,ECO00688,-1.0,-1.0,ECO00688,0.0,0.0
ECO00691,ECO00691,-2.0,-1.0,ECO00691,-1.0,0.0
ECO00692,ECO00692,-1.0,-1.0,ECO00692,0.0,0.0
ECO00694,ECO00694,0.0,-1.0,ECO00694,1.0,0.0
ECO00696,ECO00696,1.0,1.0,ECO00696,0.0,0.0
ECO00698,ECO00698,-3.0,-1.0,ECO00698,-1.0,-1.0
ECO00699,ECO00699,-2.0,-1.0,ECO00699,0.0,-1.0
ECO00700,ECO00700,-2.0,-1.0,ECO00700,0.0,-1.0
ECO00705,ECO00705,-1.0,-1.0,ECO00705,0.0,0.0
ECO00716,ECO00716,-3.0,-1.0,ECO00716,-1.0,-1.0
ECO00718,ECO00718,-1.0,-1.0,ECO00718,0.0,0.0
ECO00721,ECO00721,0.0,-1.0,ECO00721,1.0,0.0
ECO00723,ECO00723,-2.0,-1.0,ECO00723,0.0,-1.0
ECO00729,ECO00729,-2.0,-1.0,ECO00729,-1.0,0.0
ECO00734,ECO00734,-2.0,-1.0,ECO00734,0.0,-1.0
ECO00736,ECO00736,-1.0,-1.0,ECO00736,0.0,0.0
ECO00741,ECO00741,-1.0,-1.0,ECO00741,0.0,0.0
ECO00747,ECO00747,-2.0,-1.0,ECO00747,0.0,-1.0
ECO00758,ECO00758,3.0,1.0,ECO00758,1.0,1.0
ECO00759,ECO00759,-3.0,-1.0,ECO00759,-1.0,-1.0
ECO00776,ECO00776,1.0,1.0,ECO00776,0.0,0.0
ECO00794,ECO00794,-1.0,-1.0,ECO00794,0.0,0.0
ECO00800,ECO00800,-2.0,-1.0,ECO00800,0.0,-1.0
ECO00803,ECO00803,-3.0,-1.0,ECO00803,-1.0,-1.0
ECO00805,ECO00805,-1.0,-1.0,ECO00805,0.0,0.0
ECO00807,ECO00807,-1.0,-1.0,ECO00807,0.0,0.0
ECO00814,ECO00814,-3.0,-1.0,ECO00814,-1.0,-1.0
ECO00824,ECO00824,-3.0,-1.0,ECO00824,-1.0,-1.0
ECO00833,ECO00833,-1.0,-1.0,ECO00833,0.0,0.0
ECO00838,ECO00838,-2.0,-1.0,ECO00838,0.0,-1.0
ECO00854,ECO00854,-3.0,-1.0,ECO00854,-1.0,-1.0
ECO00855,ECO00855,-2.0,-1.0,ECO00855,0.0,-1.0
ECO00856,ECO00856,1.0,1.0,ECO00856,0.0,0.0
ECO00860,ECO00860,-3.0,-1.0,ECO00860,-1.0,-1.0
ECO00861,ECO00861,-1.0,-1.0,ECO00861,0.0,0.0
ECO00864,ECO00864,1.0,1.0,ECO00864,0.0,0.0
ECO00867,ECO00867,-1.0,-1.0,ECO00867,0.0,0.0
ECO00868,ECO00868,-2.0,-1.0,ECO00868,-1.0,0.0
ECO00869,ECO00869,-1.0,-1.0,ECO00869,0.0,0.0
ECO00871,ECO00871,-2.0,-1.0,ECO00871,0.0,-1.0
ECO00873,ECO00873,-1.0,-1.0,ECO00873,0.0,0.0
ECO00877,ECO00877,1.0,1.0,ECO00877,0.0,0.0
ECO00881,ECO00881,-1.0,-1.0,ECO00881,0.0,0.0
ECO00912,ECO00912,-2.0,-1.0,ECO00912,0.0,-1.0
ECO00917,ECO00917,-2.0,-1.0,ECO00917,0.0,-1.0
ECO00920,ECO00920,0.0,-1.0,ECO00920,0.0,1.0
ECO00926,ECO00926,-3.0,-1.0,ECO00926,-1.0,-1.0
ECO00927,ECO00927,-1.0,-1.0,ECO00927,0.0,0.0
ECO00935,ECO00935,0.0,-1.0,ECO00935,0.0,1.0
ECO00942,ECO00942,-1.0,-1.0,ECO00942,0.0,0.0
ECO00949,ECO00949,-1.0,-1.0,ECO00949,0.0,0.0
ECO00951,ECO00951,0.0,-1.0,ECO00951,1.0,0.0
ECO00956,ECO00956,-2.0,-1.0,ECO00956,0.0,-1.0
ECO00957,ECO00957,0.0,-1.0,ECO00957,1.0,0.0
ECO00968,ECO00968,-3.0,-1.0,ECO00968,-1.0,-1.0
ECO00970,ECO00970,1.0,1.0,ECO00970,0.0,0.0
ECO00980,ECO00980,-1.0,-1.0,ECO00980,0.0,0.0
ECO00984,ECO00984,-2.0,-1.0,ECO00984,0.0,-1.0
ECO00986,ECO00986,-2.0,-1.0,ECO00986,0.0,-1.0
ECO00989,ECO00989,-2.0,-1.0,ECO00989,0.0,-1.0
ECO00990,ECO00990,-2.0,-1.0,ECO00990,0.0,-1.0
ECO01010,ECO01010,-1.0,-1.0,ECO01010,0.0,0.0
ECO01017,ECO01017,-1.0,-1.0,ECO01017,0.0,0.0
ECO01019,ECO01019,-1.0,-1.0,ECO01019,0.0,0.0
ECO01034,ECO01034,-2.0,-1.0,ECO01034,0.0,-1.0
ECO01064,ECO01064,-2.0,-1.0,ECO01064,0.0,-1.0
ECO01136,ECO01136,-2.0,-1.0,ECO01136,0.0,-1.0
ECO01193,ECO01193,-1.0,-1.0,ECO01193,0.0,0.0
ECO01218,ECO01218,-1.0,-1.0,ECO01218,0.0,0.0
ECO01225,ECO01225,-1.0,-1.0,ECO01225,0.0,0.0
ECO01232,ECO01232,-1.0,-1.0,ECO01232,0.0,0.0
ECO01241,ECO01241,1.0,1.0,ECO01241,0.0,0.0
ECO01242,ECO01242,-2.0,-1.0,ECO01242,0.0,-1.0
ECO01244,ECO01244,-3.0,-1.0,ECO01244,-1.0,-1.0
ECO01247,ECO01247,-2.0,-1.0,ECO01247,0.0,-1.0
ECO01253,ECO01253,1.0,1.0,ECO01253,0.0,0.0
ECO01259,ECO01259,-1.0,-1.0,ECO01259,0.0,0.0
ECO01266,ECO01266,-3.0,-1.0,ECO01266,-1.0,-1.0
ECO01281,ECO01281,-1.0,-1.0,ECO01281,1.0,-1.0
ECO01299,ECO01299,1.0,1.0,ECO01299,0.0,0.0
ECO01308,ECO01308,-1.0,-1.0,ECO01308,0.0,0.0
ECO01310,ECO01310,-2.0,-1.0,ECO01310,0.0,-1.0
ECO01312,ECO01312,-1.0,-1.0,ECO01312,0.0,0.0
ECO01318,ECO01318,-2.0,-1.0,ECO01318,0.0,-1.0
ECO01321,ECO01321,2.0,1.0,ECO01321,0.0,1.0
ECO01332,ECO01332,-1.0,-1.0,ECO01332,0.0,0.0
ECO01336,ECO01336,-2.0,-1.0,ECO01336,-1.0,0.0
ECO01339,ECO01339,-2.0,-1.0,ECO01339,0.0,-1.0
ECO01343,ECO01343,-1.0,-1.0,ECO01343,0.0,0.0
ECO01368,ECO01368,-1.0,-1.0,ECO01368,0.0,0.0
ECO01379,ECO01379,-1.0,-1.0,ECO01379,1.0,-1.0
ECO01394,ECO01394,-3.0,-1.0,ECO01394,-1.0,-1.0
ECO01401,ECO01401,-2.0,-1.0,ECO01401,0.0,-1.0
ECO01402,ECO01402,-3.0,-1.0,ECO01402,-1.0,-1.0
ECO01404,ECO01404,-1.0,-1.0,ECO01404,0.0,0.0
ECO01421,ECO01421,1.0,1.0,ECO01421,0.0,0.0
ECO01424,ECO01424,-3.0,-1.0,ECO01424,-1.0,-1.0
ECO01439,ECO01439,-3.0,-1.0,ECO01439,-1.0,-1.0
ECO01454,ECO01454,-1.0,-1.0,ECO01454,0.0,0.0
ECO01460,ECO01460,-1.0,-1.0,ECO01460,1.0,-1.0
ECO01464,ECO01464,-3.0,-1.0,ECO01464,-1.0,-1.0
ECO01470,ECO01470,-2.0,-1.0,ECO01470,0.0,-1.0
ECO01487,ECO01487,-3.0,-1.0,ECO01487,-1.0,-1.0
ECO01499,ECO01499,-1.0,-1.0,ECO01499,0.0,0.0
ECO01563,ECO01563,3.0,1.0,ECO01563,1.0,1.0
ECO01607,ECO01607,3.0,1.0,ECO01607,1.0,1.0
ECO01636,ECO01636,-2.0,-1.0,ECO01636,0.0,-1.0
ECO01638,ECO01638,-3.0,-1.0,ECO01638,-1.0,-1.0
ECO01641,ECO01641,-1.0,-1.0,ECO01641,1.0,-1.0
ECO01655,ECO01655,-3.0,-1.0,ECO01655,-1.0,-1.0
ECO01669,ECO01669,-2.0,-1.0,ECO01669,0.0,-1.0
ECO01672,ECO01672,-1.0,-1.0,ECO01672,0.0,0.0
ECO01674,ECO01674,3.0,1.0,ECO01674,1.0,1.0
ECO01679,ECO01679,-1.0,-1.0,ECO01679,0.0,0.0
ECO01681,ECO01681,-1.0,-1.0,ECO01681,0.0,0.0
ECO01690,ECO01690,-3.0,-1.0,ECO01690,-1.0,-1.0
ECO01695,ECO01695,-1.0,-1.0,ECO01695,0.0,0.0
ECO01704,ECO01704,-2.0,-1.0,ECO01704,0.0,-1.0
ECO01707,ECO01707,-2.0,-1.0,ECO01707,0.0,-1.0
ECO01709,ECO01709,1.0,-1.0,ECO01709,1.0,1.0
ECO01712,ECO01712,-2.0,-1.0,ECO01712,0.0,-1.0
ECO01713,ECO01713,-2.0,-1.0,ECO01713,0.0,-1.0
ECO01719,ECO01719,-3.0,-1.0,ECO01719,-1.0,-1.0
ECO01720,ECO01720,-1.0,-1.0,ECO01720,0.0,0.0
ECO01723,ECO01723,-3.0,-1.0,ECO01723,-1.0,-1.0
ECO01730,ECO01730,-1.0,-1.0,ECO01730,0.0,0.0
ECO01742,ECO01742,-1.0,-1.0,ECO01742,0.0,0.0
ECO01751,ECO01751,-1.0,-1.0,ECO01751,0.0,0.0
ECO01777,ECO01777,-3.0,-1.0,ECO01777,-1.0,-1.0
ECO01779,ECO01779,-1.0,-1.0,ECO01779,0.0,0.0
ECO01782,ECO01782,-1.0,-1.0,ECO01782,0.0,0.0
ECO01807,ECO01807,-1.0,-1.0,ECO01807,0.0,0.0
ECO01811,ECO01811,-1.0,-1.0,ECO01811,1.0,-1.0
ECO01852,ECO01852,0.0,-1.0,ECO01852,1.0,0.0
ECO01855,ECO01855,-3.0,-1.0,ECO01855,-1.0,-1.0
ECO01860,ECO01860,-3.0,-1.0,ECO01860,-1.0,-1.0
ECO01861,ECO01861,-1.0,-1.0,ECO01861,0.0,0.0
ECO01864,ECO01864,-3.0,-1.0,ECO01864,-1.0,-1.0
ECO01867,ECO01867,0.0,-1.0,ECO01867,1.0,0.0
ECO01868,ECO01868,-3.0,-1.0,ECO01868,-1.0,-1.0
ECO01870,ECO01870,-1.0,-1.0,ECO01870,1.0,-1.0
ECO01871,ECO01871,-3.0,-1.0,ECO01871,-1.0,-1.0
ECO01872,ECO01872,-3.0,-1.0,ECO01872,-1.0,-1.0
ECO01875,ECO01875,-2.0,-1.0,ECO01875,0.0,-1.0
ECO01876,ECO01876,-1.0,-1.0,ECO01876,0.0,0.0
ECO01882,ECO01882,1.0,1.0,ECO01882,0.0,0.0
ECO01913,ECO01913,3.0,1.0,ECO01913,1.0,1.0
ECO01928,ECO01928,1.0,1.0,ECO01928,0.0,0.0
ECO01938,ECO01938,-3.0,-1.0,ECO01938,-1.0,-1.0
ECO01951,ECO01951,-1.0,-1.0,ECO01951,0.0,0.0
ECO01954,ECO01954,-1.0,-1.0,ECO01954,0.0,0.0
ECO01957,ECO01957,-1.0,-1.0,ECO01957,0.0,0.0
ECO01987,ECO01987,-1.0,-1.0,ECO01987,0.0,0.0
ECO01988,ECO01988,-2.0,-1.0,ECO01988,0.0,-1.0
ECO01990,ECO01990,-1.0,-1.0,ECO01990,0.0,0.0
ECO01997,ECO01997,3.0,1.0,ECO01997,1.0,1.0
ECO02005,ECO02005,-1.0,-1.0,ECO02005,0.0,0.0
ECO02007,ECO02007,-2.0,-1.0,ECO02007,0.0,-1.0
ECO02016,ECO02016,-3.0,-1.0,ECO02016,-1.0,-1.0
ECO02018,ECO02018,-3.0,-1.0,ECO02018,-1.0,-1.0
ECO02021,ECO02021,-1.0,-1.0,ECO02021,0.0,0.0
ECO02024,ECO02024,-1.0,-1.0,ECO02024,0.0,0.0
ECO02025,ECO02025,-1.0,-1.0,ECO02025,0.0,0.0
ECO02029,ECO02029,-3.0,-1.0,ECO02029,-1.0,-1.0
ECO02035,ECO02035,-3.0,-1.0,ECO02035,-1.0,-1.0
ECO02036,ECO02036,-3.0,-1.0,ECO02036,-1.0,-1.0
ECO02037,ECO02037,-1.0,-1.0,ECO02037,0.0,0.0
ECO02040,ECO02040,-2.0,-1.0,ECO02040,0.0,-1.0
ECO02058,ECO02058,1.0,1.0,ECO02058,0.0,0.0
ECO02062,ECO02062,-2.0,-1.0,ECO02062,0.0,-1.0
ECO02065,ECO02065,-2.0,-1.0,ECO02065,-1.0,0.0
ECO02074,ECO02074,2.0,1.0,ECO02074,0.0,1.0
ECO02100,ECO02100,-1.0,-1.0,ECO02100,0.0,0.0
ECO02109,ECO02109,-1.0,-1.0,ECO02109,0.0,0.0
ECO02124,ECO02124,-3.0,-1.0,ECO02124,-1.0,-1.0
ECO02125,ECO02125,-1.0,-1.0,ECO02125,0.0,0.0
ECO02128,ECO02128,-3.0,-1.0,ECO02128,-1.0,-1.0
ECO02135,ECO02135,-3.0,-1.0,ECO02135,-1.0,-1.0
ECO02138,ECO02138,-1.0,-1.0,ECO02138,0.0,0.0
ECO02139,ECO02139,-2.0,-1.0,ECO02139,0.0,-1.0
ECO02144,ECO02144,-1.0,-1.0,ECO02144,0.0,0.0
ECO02152,ECO02152,-1.0,-1.0,ECO02152,1.0,-1.0
ECO02155,ECO02155,-1.0,-1.0,ECO02155,0.0,0.0
ECO02157,ECO02157,-3.0,-1.0,ECO02157,-1.0,-1.0
ECO02160,ECO02160,0.0,-1.0,ECO02160,1.0,0.0
ECO02162,ECO02162,-2.0,-1.0,ECO02162,0.0,-1.0
ECO02165,ECO02165,-3.0,-1.0,ECO02165,-1.0,-1.0
ECO02167,ECO02167,-3.0,-1.0,ECO02167,-1.0,-1.0
ECO02169,ECO02169,-1.0,-1.0,ECO02169,1.0,-1.0
ECO02173,ECO02173,-2.0,-1.0,ECO02173,-1.0,0.0
ECO02179,ECO02179,-1.0,-1.0,ECO02179,0.0,0.0
ECO02182,ECO02182,-3.0,-1.0,ECO02182,-1.0,-1.0
ECO02189,ECO02189,-1.0,-1.0,ECO02189,0.0,0.0
ECO02193,ECO02193,1.0,1.0,ECO02193,0.0,0.0
ECO02198,ECO02198,0.0,-1.0,ECO02198,1.0,0.0
ECO02199,ECO02199,-1.0,-1.0,ECO02199,0.0,0.0
ECO02200,ECO02200,-3.0,-1.0,ECO02200,-1.0,-1.0
