name,Unnamed: 0,col1,IAUNAME,RA,DEC,MAG,Z,ZSRC,NSAID,METS,MASS,XCEN,YCEN,OBJNO,PLATE,FIBERID,MJD,VDISP,D4000,D4000ERR,sii_6731_flux,sii_6731_flux_err,S2EW,S2EWERR,S2VMEAS,S2VMERR,S2RATIO,h_alpha_flux,h_alpha_flux_err,HAEW,HAEWERR,HAVMEAS,HAVMERR,nii_6584_flux,nii_6584_flux_err,N2EW,N2EWERR,N2VMEAS,N2VMERR,h_beta_flux,h_beta_flux_err,HBEW,HBEWERR,HBVMEAS,HBVMERR,oi_6300_flux,oi_6300_flux_err,O1EW,O1EWERR,O1VMEAS,O1VMERR,O2FLUX,O2FLUXERR,O2EW,O2EWERR,O2VMEAS,O2VMERR,oiii_5007_flux,oiii_5007_flux_err,O3EW,O3EWERR,O3VMEAS,O3VMERR,AHGEW,AHGEWERR,AHDEW,AHDEWERR,NE3EW,NE3EWERR,NE5EW,NE5EWERR,AV,S2NSAMP,RACAT,DECCAT,ZSDSSLINE,SURVEY,PROGRAMNAME,PLATEQUALITY,TILE,PLUG_RA,PLUG_DEC,name,exth,exti,extj,extk,extg,2kmag,nuvmag,extz,dedeg,e_zmag,extu,radeg,extr,e_2kmag,2jmag,r50,gmag,rmag,dgr,2hmag,imag,b_a,r90,e_2hmag,e_imag,e_rmag,absrmag,zmag,e_umag,cz,e_nuvmag,e_2jmag,e_gmag,umag,modelu_j,modelu_k,modelu_i,fsmgr_ave,modelg_i,logmstar_84,modelg_k,modelu_r,logmstar,modelg_r,modelg_j,sfr_nuv,logmstar_16,fsmgr_med,modelu_rcorr,mhi,logmgas,emhi_sys_corr,emhi_rand_corr,confused,emhi,mhi_corr,hitelescope,limflag,grpn,grpcz,grpabsrmag,logmh_dyn,grpsig,logmh_s,fc,logmh,grpms,grprproj,den1mpc,grpmb,grp,grprproj_stack,logmh_dyn_stack,grpsig_stack,logmh_dyn_smooth,ccb,resname,fg,fm16,fa,ccr,morphel,mu_delta,extnuv,meanfsmgre15,logmstare15,absrmagcorr,modelg_jcorr,modelu_icorr,modelg_kcorr,modelu_jcorr,meanfsmgr,modelu_kcorr,modelg_rcorr,modelg_icorr,GroupID,GroupSize,Separation
ECO04448,4808,70402,J140203.52+095545.5,210.5147511611252,9.929314564850301,13.723042,0.014126775,sdss,78572,0.018539982,3537360400.0,287.008544921875,319.4803466796875,180757575,1807,575,54175,69.86131,1.1393133,0.0040372657,1873.8865,23.54242,15.561239000000002,0.28754476,57.26450300000001,1.0592476999999998,0.72093177,6593.6494,70.00823000000001,53.004936,0.84825855,54.39878,0.68918395,1728.214,21.953522,13.892742000000002,0.23404048,52.17548,1.1818923,1628.1539,24.713133,8.948489,0.14539564,54.11784399999999,0.8122889,155.4423,13.40659,1.2023933999999998,0.12837207,49.530525,3.073959,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1523.8993,25.637186,8.826333,0.19004582,59.67041999999999,1.7027523999999998,-2.9842577,0.1945569,-5.896817,0.17360592,0.5504034999999999,0.17805777,-9999.0,-9999.0,1.0331426,47.826885,210.51469627920886,9.929316726718184,0.014126775,sdss,legacy,good,1319,210.51469,9.929323,ECO04448,0.0147,0.0533,0.023,0.0094,0.0969,11.2113,0.2342,0.0378,9.9294,0.0214,0.1316,210.515,0.0703,0.358,11.8544,8.73259,13.492,13.1274,0.0518112,11.1422,12.9442,0.6445,30.8851,0.1491,0.0353,0.0204,-20.8579,12.803,0.0308,4247.2,0.0,0.0457,0.0216,14.4346,2.46991,3.26517,1.33744,0.7818930000000001,0.466343,10.07,2.39407,1.16428,9.87,0.293182,1.59881,4.4141883,9.71,0.630957,0.8807159999999999,6272760000,9.94359,0,0,0,78192300,0,ALFALFA,0,1,4247.2,-20.8579,0.0,0.0,11.4989,1,11.8059,9.8715,0.0,0.414903,10.2045,3437,0.0,0.0,0.0,0.0,1.0,notinresolve,1,1,1,1.16772,L,9.37893,0.23424,0.7818930000000001,9.87,-21.1615,1.25434,0.977522,1.96714,1.97587,0.782147,2.68867,0.159182,0.255987,,,0.9329526026751506
ECO04429,4818,70430,J140052.48+062910.9,210.21866016451827,6.486264535872673,15.486607,0.014483301,sdss,78600,0.01978795,1078349700.0,187.69915771484366,242.54933166503903,180817676,1808,176,54176,64.10603,1.192578,0.012573752,226.62228,5.7110796,11.192035,0.42906374,43.330315,1.8612483,0.70633405,568.19995,6.067406,27.366053000000004,0.5288685000000001,48.15762,0.8351538000000001,98.78951,3.977913,4.7579713,0.26367688,51.042213,3.0341852000000005,162.15561,7.0048523000000005,5.8871884,0.23898904,41.973274,2.047573,26.009296,3.794291,1.2158784,0.22380628,38.29042000000001,6.999458,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,271.90936,6.563730199999998,10.393208,0.34941092,41.49704000000001,1.3038336,-2.5751011000000004,0.47671908,-4.1018906,0.4786412,0.1628199,0.53954977,-9999.0,-9999.0,0.60751516,23.580265,210.21868221328083,6.486369109392141,0.014483301,sdss,legacy,good,1344,210.21868,6.4863702000000005,ECO04429,0.0169,0.0613,0.0265,0.0108,0.1115,13.3098,17.3484,0.0435,6.4864,0.033,0.1515,210.219,0.0808,0.3117,13.9817,10.6612,15.5841,15.2275,-0.054018,13.4521,15.032,0.3461,23.972,0.3122,0.0422,0.0206,-18.7986,14.8824,0.0293,4306.76,0.048,0.2497,0.0227,16.5226,2.5222,3.3219,1.39407,1.22728,0.442455,9.17,2.37029,1.2284700000000002,8.99,0.276857,1.57058,0.4745743,8.87,0.630957,0.999544,3752030000,9.72039,0,0,0,71467300,0,ALFALFA,0,1,4306.76,-18.7986,0.0,0.0,11.1129,1,11.1739,9.0065,0.0,0.404113,9.7925,3424,0.0,0.0,0.0,0.0,1.0,notinresolve,1,1,1,1.11488,L,7.93693,0.269541,1.22728,8.99,-19.0693,1.28063,1.10074,2.0082,2.11316,1.2273,2.84072,0.167021,0.268219,,,1.290496827429946
ECO11968,4819,70433,J135841.74+064142.0,209.6738173042591,6.69500711219608,16.241293,0.01752728,sdss,78603,0.019551734,718356540.0,165.48265075683594,266.4429931640625,180823576,1808,235,54176,22.61117,1.1107912,0.0077203494,563.35175,7.695721000000002,21.485712,0.46828765,50.96981,0.92230797,0.71344686,1895.7838,14.900231,70.44416,0.961039,48.21597,0.36946112,310.2357,5.5334496,11.527841,0.28718424,53.38441,1.0823555,639.74615,10.702023,16.2321,0.31872052,34.850224,0.9624053,39.46059,4.427116000000002,1.4011058,0.19702007,54.11216,5.494150599999998,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1232.0967,12.579952,32.556236,0.47356647,38.141865,0.696055,3.7646754,0.3855909,-1.5860735,0.35170759999999995,2.4663534,0.35817176,-9999.0,-9999.0,0.11467404,29.242874,209.67392613779896,6.695013382963403,0.01752728,sdss,legacy,good,1344,209.67394,6.6950132,ECO11968,0.0167,0.0605,0.0262,0.0106,0.11,14.3311,17.8065,0.0429,6.695,0.0274,0.1495,209.674,0.0798,0.3194,14.4076,3.294,16.3323,15.9395,0.09062,13.9714,15.6848,0.8194,7.58592,0.1247,0.1876,0.022,-18.5039,15.5727,0.0311,5221.72,0.5109,0.1907,0.0222,17.282,2.51592,3.29599,1.38642,0.385735,0.506567,9.19,2.41615,1.20255,9.03,0.322704,1.63607,0.44571377,8.83,0.28183800000000003,0.947092,687708000,8.86174,0,0,0,0,0,ALFALFA,1,3,5152.85,-21.7389,0.0,89.6745,12.3939,0,12.2809,10.8435,0.13830499999999998,0.520399,10.8705,3400,0.129028,0.0,46.6657,11.9024,1.0,notinresolve,0,1,1,1.1214,L,8.85275,0.266088,0.385735,9.03,-18.7525,1.34546,1.06681,2.0607900000000003,2.08836,0.385731,2.80368,0.204195,0.323912,,,0.6393050473648065
ECO12431,4828,70454,J135945.08+080828.1,209.9378673105116,8.141169292432362,15.921626000000002,0.01544448,sdss,78628,0.032652516,1614355100.0,299.50518798828125,294.6988220214844,180844376,1808,443,54176,45.275124,1.2354087,0.009234304,474.11978,8.380333,12.961265,0.34903783,43.333015,1.187201,0.7355326,1297.0657,11.867082,35.457985,0.54959303,40.130764,0.62975395,402.64838,7.009957000000001,11.00723,0.26238042,40.524517,1.3132303,320.55005,8.756611,7.6300015,0.20757678,40.178375,1.4588382,38.85983,5.0199045999999985,1.0564013,0.1686521,48.67586,5.6003566,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,213.26427,7.149508999999999,5.332311,0.24451241,41.415226,2.31986,-0.85958934,0.36198673,-3.5915312999999998,0.35973734,0.116966516,0.38067594,-9999.0,-9999.0,1.0306761,29.981628000000004,209.93786788740184,8.141147422006513,0.01544448,sdss,legacy,good,1344,209.93787000000003,8.1411782,ECO12431,0.0138,0.0501,0.0217,0.0088,0.0911,12.3885,0.2204,0.0355,8.1412,0.0287,0.1239,209.938,0.0661,0.1729,13.7256,5.7879,16.0441,15.3884,0.107178,12.4306,15.0708,0.4136,16.593,0.4096,0.0214,0.0215,-18.7599,14.7924,0.1007,4587.01,0.0,0.0836,0.0209,17.2582,3.65258,4.54548,2.3172900000000003,0.308657,0.926155,9.53,3.15435,2.02081,9.45,0.629675,2.26145,0.16935308,9.27,0.28183800000000003,1.5047,1611280000,9.3533,0,0,0,70937100,0,ALFALFA,0,1,4587.01,-18.7599,0.0,0.0,11.2739,1,11.1659,9.3985,0.0,0.497824,9.6725,8701,0.0,0.0,0.0,0.0,1.0,notinresolve,0,1,1,1.02925,E,9.02737,0.220384,0.308657,9.39,-19.1051,1.87768,1.72586,2.73815,2.96993,0.104442,3.8304,0.412457,0.633614,,,0.4979633859393618
ECO04452,4835,70463,J140217.58+074102.9,210.57332939574025,7.6841893580703715,14.11987,0.015178557,sdss,78638,0.026545603,31749573000.0,338.1099548339844,333.73504638671875,180857376,1808,573,54176,97.75624,1.3062284,0.004821716,1942.0281,30.41675,10.31749,0.24367853,102.231316,2.64919,0.83449674,7728.2554,54.763435,40.95776400000001,0.47345796,97.40936,1.929161,3693.595,36.55535,19.575102,0.25782287,100.663895,2.7927532000000004,1306.7788,22.175285,7.279978999999999,0.12794925,99.24974,3.3383195,185.61208,17.414814,1.0108627,0.1172171,130.54987,7.9791336,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,432.28903,17.61364,2.4753294,0.132392,125.99111,3.5439146,-0.1587412,0.1977231,-3.2564576,0.18741806,0.4929689,0.18285044,-9999.0,-9999.0,2.1466112,51.70375,210.57328610174702,7.684163502972561,0.015178557,sdss,legacy,good,1344,210.5733,7.684167299999999,ECO04452,0.0153,0.0556,0.024,0.0098,0.101,10.0142,0.2443,0.0394,7.6842,0.0307,0.1373,210.573,0.0733,0.1389,11.2354,18.5828,13.796,13.1225,-0.13632,10.3733,12.7647,0.4211,46.6339,0.0652,0.0223,0.0204,-21.0159,12.5173,0.0288,4551.13,0.0,0.0991,0.0204,15.1781,3.81643,4.8166699999999985,2.29265,0.15195999999999998,0.932142,10.57,3.45617,1.96544,10.37,0.604939,2.45592,1.7542746,10.21,0.125893,1.49405,2164780000,9.48154,0,0,0,99759500,0,ALFALFA,0,1,4551.13,-21.0159,0.0,0.0,11.8469,1,11.8729,10.3775,0.0,0.479407,10.4235,3440,0.0,0.0,0.0,0.0,1.0,notinresolve,1,1,1,1.10936,L,8.88819,0.24428200000000005,0.15195999999999998,10.37,-21.3582,2.04548,1.73452,2.9826,3.13478,0.13295,4.07189,0.404764,0.645231,,,1.1827428886041913
ECO11996,4836,70467,J140318.92+073019.2,210.82888118068013,7.505324043415233,16.484495000000006,0.023186613,sdss,78642,0.024739092,787766200.0,111.31446075439452,164.3022918701172,180861976,1808,619,54176,19.366755,1.1656291,0.014437309,161.1934,4.8737035,13.737342000000002,0.6286954,38.878147,2.1362348,0.6270296,494.76614000000006,5.404246,41.009922,0.8482757,38.977196,0.74497014,66.00259399999999,2.909082,5.470789,0.34020895,42.72829,3.0921948,141.4681,5.8790355000000005,8.758349,0.3529119,38.815105,1.8727635,15.310101500000002,2.879851,1.264759,0.29905772,57.140987,9.124405,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,244.87282,5.217452,15.696224,0.50831306,39.933228,1.1970879,-1.8274283,0.6257258000000001,-3.995622,0.6142555000000001,2.0169263,0.6489719,-9999.0,-9999.0,0.60191077,16.591870999999998,210.8288605945725,7.5053457913120125,0.023186613,sdss,legacy,good,1344,210.82886,7.5053538,ECO11996,0.0147,0.0532,0.023,0.0094,0.0968,13.9027,0.2341,0.0378,7.5053,0.0413,0.1316,210.829,0.0702,0.6307,14.9975,8.70275,16.4567,16.1541,-0.051282900000000006,14.3552,15.8922,0.2747,19.6105,0.2954,0.1058,0.0792,-18.8918,15.6231,0.0371,6922.05,0.0,0.1518,0.0238,17.4217,2.57468,3.40425,1.39724,0.956681,0.5147,9.37,2.52171,1.2028,9.13,0.320267,1.69215,0.96027633,8.99,0.630957,0.8287469999999999,3346210000,9.67068,0,0,0,184619000,0,ALFALFA,0,1,6922.05,-18.8918,0.0,0.0,11.1619,1,11.1959,9.1395,0.0,1.49479,9.7815,8426,0.0,0.0,0.0,0.0,1.0,notinresolve,1,1,1,1.09914,L,7.843139999999999,0.234138,0.956681,9.13,-19.399,1.22896,0.920395,1.94519,1.91489,0.957087,2.63112,0.142818,0.234467,,,0.4144548832545445
ECO11999,4928,71514,J152500.64+063944.9,231.25271812117904,6.662484777154566,15.407562,0.021520358,sdss,79824,0.020553382,4182586000.0,227.3701629638672,175.4893035888672,181923840,1819,238,54540,49.80702,1.2290237,0.0077616763,940.2615,18.24648,12.336354,0.3548978,57.728123,1.0793787,0.71861583,2648.4773,24.496702,34.218720000000005,0.5323233,54.78406500000001,0.57357734,978.8675,16.239864,12.647114,0.28225866,56.813484,1.051383,692.4726,16.908682000000002,7.43894,0.18377748,38.681595,1.2644761999999998,59.057888,10.453,0.7526253,0.16502252,33.55704,5.3956695,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,331.92255,14.0848,3.6777222,0.20673358,55.034744,3.125237,-0.34684214,0.31502393,-3.50843,0.3008105,0.5873323,0.31293622,-9999.0,-9999.0,0.8649754000000001,33.501026,231.25270374154812,6.6624859537558425,0.021520358,sdss,legacy,good,1330,231.25271,6.662487400000002,ECO11999,0.0239,0.0866,0.0375,0.0152,0.1575,12.3899,17.8178,0.0614,6.6625,0.0216,0.214,231.253,0.1142,0.4675,13.0353,4.54247,15.4978,14.8952,0.117353,12.5549,14.6096,0.7216,17.5963,0.1484,0.0213,0.0239,-20.0525,14.3691,0.0297,6483.21,0.1938,0.2966,0.0237,16.6353,3.16825,4.05841,1.87292,0.198005,0.776932,9.99,2.96243,1.6004,9.85,0.504417,2.07226,1.7395346,9.69,0.125893,1.07911,1268080000,9.12532,0,0,0,0,0,ALFALFA,1,1,6483.21,-20.0525,0.0,0.0,11.4849,1,11.4999,9.8675,0.0,0.276564,9.9265,8429,0.0,0.0,0.0,0.0,1.0,notinresolve,0,1,1,1.20259,E,9.62519,0.380857,0.198005,9.85,-20.467,1.57564,1.24583,2.36346,2.37374,0.198158,3.16156,0.281012,0.447727,,,1.0307383217728976
ECO12002,4932,71591,J153209.69+064552.1,233.0404282706831,6.764485007883526,16.045382999999998,0.021268833,sdss,79904,0.02485179,4650705000.0,126.24930572509766,87.42322540283203,181962340,1819,623,54540,66.15814,1.6220633,0.021189772000000003,267.66644,11.065442,5.1048837,0.32050765,70.72712,3.016464,0.8043594000000001,519.0558,9.269888,9.888941,0.30031425,64.00255,0.93661666,258.35117,8.643557000000001,4.9220514,0.22272031,66.32111,1.5758333999999998,95.6618,9.887468,2.1151469,0.18240261,76.66739,4.7730293,38.481976,7.218547,0.7623101,0.17724882,115.033844,22.588215,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,131.34248,8.830099,2.9304485,0.2607575,83.78563,4.9620595000000005,3.5171838,0.52485543,-0.5426725,0.5736081999999999,1.3285989,0.67373866,-9999.0,-9999.0,1.8933532,26.388208,233.04040050074954,6.7644934530933885,0.021268833,sdss,legacy,good,1330,233.0404,6.7644924,ECO12002,0.0232,0.0839,0.0363,0.0148,0.1526,12.3727,0.369,0.0595,6.7645,0.0252,0.2074,233.04,0.1107,0.08,13.4556,4.5232800000000015,16.2208,15.4288,-0.119993,12.6398,15.011,0.4117,10.2721,0.1232,0.024,0.0205,-19.4944,14.7096,0.034,6420.97,0.0,0.0449,0.0206,17.9065,4.19613,5.15437,2.69097,0.352331,1.09964,10.01,3.5630300000000004,2.34208,9.85,0.75075,2.6048,0.056343714,9.69,0.630957,2.09211,1108540000,8.7739,0,0,0,0,0,ALFALFA,1,2,6540.79,-19.9891,0.0,212.384,11.5219,1,11.4799,9.9305,0.100022,0.236259,10.0125,8431,0.0991086,0.0,98.4775,11.9266,1.0,notinresolve,0,1,1,1.08701,L,9.20432,0.369023,0.352331,9.85,-19.7168,2.37648,2.39315,3.3075,3.83726,0.0235723,4.7682699999999985,0.6313300000000001,0.932369,,,1.5559973993133636
ECO12007,4999,72148,J145419.01+045611.4,223.579247928325,4.936538871397418,16.963852,0.021763073,sdss,80526,0.020670967,163126820.0,107.51719665527344,119.72464752197266,183009660,1830,96,54560,0.0,1.0874244,0.017864747,227.70776,6.5616264000000015,19.121767,0.8919405999999999,37.40367,1.4241287,0.6524333000000001,1146.5316,10.404457,94.2924,1.8578265,36.07215,0.59923786,80.24951,3.971757,6.5998344,0.4649591,40.88846,3.6691196,148.99774,10.640549,7.846372,0.5322724,0.0,64.53941,24.370289,4.0272440000000005,1.8791682,0.3911898,42.465294,9.129576,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1314.7944,14.758706,73.897446,1.4959717,29.577206,1.1664791,3.5957413000000003,0.86878043,-2.593582,0.80960625,4.70977,0.9366811,-9999.0,-9999.0,2.9207084,13.388699,223.5792498265357,4.936514160169288,0.021763073,sdss,legacy,good,1351,223.57926,4.936515,ECO12007,0.0195,0.0706,0.0305,0.0124,0.1284,0.0,18.6922,0.0501,4.9365,0.0377,0.1746,223.579,0.0932,0.0,14.7424,3.5825,17.137999999999998,16.8321,0.0822735,14.5941,16.6972,0.6468,8.15739,0.1183,0.024,0.0411,-18.0954,16.5299,0.0529,6528.36,0.0298,0.2411,0.0233,18.0157,2.34008,3.17279,1.1882,2.72406,0.370852,8.77,2.35543,1.0390700000000002,8.61,0.22172,1.52272,0.29206813,8.55,3.16228,0.8947719999999999,1967950000,9.28104,1353670000,141189000,1,122997000,2021560000,ALFALFA,0,2,6501.05,-18.6053,0.0,48.3967,11.0489,1,11.1329,8.8825,0.0408839,0.198119,9.6235,948,0.0902747,0.0,72.1868,11.4366,1.0,rs1284,1,1,1,1.24769,L,8.15502,0.310589,2.72406,8.61,-18.3383,1.2008,0.97662,1.92331,1.9704,2.20411,2.69291,0.12517899999999998,0.207027,,,0.9187371976813888
ECO04838,5001,72155,J145521.13+051752.1,223.838092634862,5.297820462602381,15.141865,0.021531295,sdss,80533,0.020091778,5800792600.0,234.18397521972656,214.4874267578125,183015260,1830,152,54560,32.89266,1.21744,0.013897891,504.7883,10.235854,15.09977,0.46707907,48.861103,1.3161392,0.7318898,1714.8435,16.083897,50.193157,0.81710535,50.01257,0.681277,564.0364,8.852692999999997,16.509241,0.36265367,45.33286,1.1318836,468.3135400000001,12.5451565,11.630249,0.33147392,46.544247,1.4033064,34.21536,5.8986793,0.9934375,0.21218424,22.656813,9.085216,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,127.55129,8.902018,3.3059576,0.30860704,75.881676,5.0911694,2.6715376,0.57097924,-0.98620766,0.5510106,1.1807805,0.5883390000000001,-9999.0,-9999.0,0.73696554,22.144005,223.8380577232267,5.297821845657705,0.021531295,sdss,legacy,good,1351,223.83806,5.2978009,ECO04838,0.0237,0.0857,0.037000000000000005,0.0151,0.1558,11.9006,16.7159,0.0607,5.2981,0.0251,0.2117,223.838,0.113,0.1856,13.0843,8.0434,14.9343,14.5496,-0.0981903,12.6571,14.3071,0.8708,22.48,0.1383,0.0218,0.0224,-20.39,14.1317,0.0665,6462.74,0.1931,0.0832,0.0331,15.9302,2.63974,3.48341,1.44865,1.49686,0.515257,9.87,2.55001,1.25374,9.65,0.320345,1.70635,3.3977436,9.55,1.41254,0.8563209999999999,4425600000,9.7921,0,0,0,120698000,0,ALFALFA,0,1,6462.74,-20.39,0.0,0.0,11.3869,1,11.6129,9.6665,0.0,0.193814,10.0305,3703,0.0,0.0,0.0,0.0,1.0,notinresolve,1,1,1,1.22559,L,8.68293,0.376677,1.49686,9.65,-20.8817,1.20471,0.939909,1.92265,1.93013,1.49919,2.64807,0.130896,0.214483,,,1.062601626351894
ECO12010,5008,72639,J152427.08+060127.2,231.11285621949955,6.024238133957982,16.856735,0.021521408,sdss,81059,0.02092114,883592200.0,185.3308258056641,269.50399780273443,183461162,1834,611,54562,43.585228,1.1728204,0.009822141,906.5705,12.352871,20.884363,0.44756025,54.51508000000001,0.74850863,0.8354796999999998,4303.2583,30.573582,98.61758,1.2112567,56.118973,0.6341720999999999,1371.8359,13.9386635,31.438303,0.446324,54.80974200000001,1.0281081,1071.1477,14.732401,20.471594,0.33846092,52.54342,0.9938176,41.862724,6.588025599999999,0.933622,0.18269493,33.68829,5.8315470000000005,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1178.9147,14.45642,23.240793,0.40734503,59.684715,1.2845078,6.608423700000001,0.45845643,0.9020347,0.437488,1.1905715,0.43759307,-9999.0,-9999.0,1.0095639,27.702478000000006,231.1128375074942,6.0242376941986295,0.021521408,sdss,legacy,good,1355,231.11285,6.024234,ECO12010,0.0247,0.0895,0.0387,0.0157,0.1628,13.9131,19.1215,0.0635,6.0242,0.0236,0.2212,231.113,0.118,0.1203,14.515999999999998,2.52359,16.8787,16.3185,-0.0082016,13.9044,16.0583,0.4669,8.03955,0.1056,0.1026,0.0206,-18.6345,15.8214,0.0317,6487.92,0.5105,0.2018,0.0213,17.8782,2.96965,3.84612,1.69853,0.230894,0.709835,9.41,2.8574200000000003,1.44267,9.27,0.453974,1.98095,0.53686731,9.07,0.125893,1.0001,1104010000,8.99516,0,0,0,0,0,ALFALFA,1,1,6487.92,-18.6345,0.0,0.0,11.2209,1,11.1379,9.2835,0.0,0.255191,9.4605,8435,0.0,0.0,0.0,0.0,1.0,notinresolve,0,1,1,1.06452,E,9.41056,0.393587,0.230894,9.27,-19.0081,1.5368700000000002,1.16026,2.31955,2.2769,0.230869,3.05958,0.260063,0.420231,,,0.5556122326863053
ECO04461,5015,72969,J140236.34+345120.4,210.65147753976868,34.855697539109,14.48402,0.013316263,sdss,81418,0.021552045,6900416000.0,267.2535400390625,363.6417846679688,183807467,1838,74,53467,48.11384,1.1879717,0.0096435975,394.41394,9.447853,9.435858,0.34085932,43.7705,1.5129764,0.7275261,1306.4047,12.965345,30.78417,0.51622075,41.08917,0.5269865,427.02356,8.436824,10.0624,0.26862586,42.93604000000001,1.0443435,303.90543,9.266852,6.4375863,0.19204517,47.731647,1.965809,32.088875,6.1164246,0.7523262,0.17798229999999998,66.883545,8.344341,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,87.59295,7.4540234,1.9264513,0.21658605,71.04517,8.947184,0.21760687,0.38278335,-2.9154112000000003,0.3909394000000001,0.38598397,0.38539627,-9999.0,-9999.0,1.2085693000000002,29.7425,210.65144450176743,34.855681942845,0.013316263,sdss,legacy,marginal,1360,210.65145,34.855683,ECO04461,0.0071,0.0259,0.0112,0.0046,0.047,11.41,0.1137,0.0183,34.8556,0.0216,0.0639,210.651,0.0341,0.35700000000000004,11.8247,21.7436,14.5719,13.9053,-0.0151806,11.441,13.5605,0.3309,59.105,0.2239,0.021,0.0207,-19.947,13.3084,0.0625,4062.0,0.0,0.4528,0.0228,15.9273,3.66632,4.5059,2.38267,0.216062,0.972824,10.07,3.09605,2.0792200000000003,9.99,0.669373,2.25648,0.16689785,9.79,0.28183800000000003,1.8216,0,9.42696,0,0,0,0,0,,0,1,4062.0,-19.947,0.0,0.0,11.5499,1,11.4679,9.9855,0.0,0.670484,10.0755,3443,0.0,0.0,0.0,0.0,1.0,notinresolve,0,1,0,1.17676,L,8.51939,0.113734,0.216062,9.97,-20.1298,2.0694,2.08978,2.91366,3.3402199999999995,0.024503,4.1844800000000015,0.550772,0.818956,,,1.4523252498971746
ECO04674,5040,73136,J142342.38+340032.4,215.92660021813091,34.0090320892982,14.254321,0.012852319,sdss,81597,0.02189421,4416589300.0,319.4740905761719,282.60650634765625,184048472,1840,484,53472,44.192383,1.1330079,0.0060351477,1239.9587,17.847567,17.492104,0.37897304,53.31834,1.0118833,0.7575132,4177.0615,35.63657,57.900936,0.8112534,54.29011,0.7734438,1557.9111,18.98199,21.59521,0.35516933,53.59537,1.1785636,1122.7045,19.145222,12.1251,0.2310305,54.505745,0.75006956,66.73954,9.795981,0.9079493,0.16533002,71.4765,6.373467,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,351.93768,13.655526,3.9505224,0.20286849,67.50833,1.6490879,1.4876026000000002,0.30735686,-1.5576808000000002,0.28084645,0.17344002,0.25123563,-9999.0,-9999.0,0.7838042,34.97664,215.92659678017984,34.00902037356664,0.012852319,sdss,legacy,good,1362,215.9266,34.009015999999995,ECO04674,0.0097,0.035,0.0151,0.0062,0.0637,10.8834,16.218,0.0248,34.0092,0.0474,0.0865,215.927,0.0462,0.1143,11.9891,9.19404,14.0242,13.5115,0.0992966,11.233,13.2687,0.8763,24.7725,0.1051,0.0263,0.0208,-20.2886,13.0773,0.0397,3943.5,0.2606,0.1222,0.0204,15.0833,3.07238,3.987530000000001,1.76412,0.680818,0.699493,9.95,2.9229,1.50853,9.77,0.443905,2.00776,2.8473858,9.67,0.630957,0.954803,0,9.57658,0,0,0,0,0,,0,1,3943.5,-20.2886,0.0,0.0,11.4389,1,11.5779,9.7785,0.0,0.8237909999999999,9.9925,3585,0.0,0.0,0.0,0.0,1.0,notinresolve,0,1,0,1.21455,L,9.08534,0.153932,0.680818,9.77,-20.8512,1.38363,1.0744,2.15105,2.14658,0.683549,2.91399,0.191856,0.31145700000000004,,,1.34434051275713
