name,oii_3726_flux,oii_3726_flux_err,oii_3729_flux,oii_3729_flux_err,neiii_3869_flux,neiii_3869_flux_err,h_delta_flux,h_delta_flux_err,h_gamma_flux,h_gamma_flux_err,oiii_4363_flux,oiii_4363_flux_err,h_beta_flux,h_beta_flux_err,oiii_4959_flux,oiii_4959_flux_err,oiii_5007_flux,oiii_5007_flux_err,hei_5876_flux,hei_5876_flux_err,oi_6300_flux,oi_6300_flux_err,nii_6548_flux,nii_6548_flux_err,h_alpha_flux,h_alpha_flux_err,nii_6584_flux,nii_6584_flux_err,sii_6717_flux,sii_6717_flux_err,sii_6731_flux,sii_6731_flux_err,ariii7135_flux,ariii7135_flux_err,oii_flux,oii_flux_err,oiii_flux,oiii_flux_err,Flux_HeII_3203,Flux_HeII_3203_Err,Flux_OII_3726,Flux_OII_3726_Err,Flux_OII_3728,Flux_OII_3728_Err,Flux_NeIII_3868,Flux_NeIII_3868_Err,Flux_Hd_4101,Flux_Hd_4101_Err,Flux_Hg_4340,Flux_Hg_4340_Err,Flux_OIII_4363,Flux_OIII_4363_Err,Flux_HeII_4685,Flux_HeII_4685_Err,Flux_ArIV_4711,Flux_ArIV_4711_Err,Flux_Hb_4861,Flux_Hb_4861_Err,Flux_OIII_4958,Flux_OIII_4958_Err,Flux_OIII_5006,Flux_OIII_5006_Err,Flux_HeI_5875,Flux_HeI_5875_Err,Flux_OI_6300,Flux_OI_6300_Err,Flux_NII_6547,Flux_NII_6547_Err,Flux_Ha_6562,Flux_Ha_6562_Err,Flux_NII_6583,Flux_NII_6583_Err,Flux_SII_6716,Flux_SII_6716_Err,Flux_SII_6730,Flux_SII_6730_Err
rf0435,0,-0.7266616,0,-0.7266616,-5.771831,5.577222,18.18277,6.076657,40.31415,6.665945,-11.19022,8.261893,121.2102,8.359757,46.49225,9.883687,108.7433,10.04208,15.03267,9.101329,62.12878,12.82547,131.2212,5.526669,663.1885,16.80971,395.7936,16.66969,79.68849,13.70409,43.42767,13.80474,-42.85573,13.11666,0,1.027655,119.0515,12.46765,0,0,1878.203,1176.757,29516.17,786841.1,0,0,0,0,91.20747,26.57504,0,0,0,0,0,0,550.7487,108.8816,179.2301,18.77025,512.0861,53.62928,176.622,45.98859,170.3291,62.85892,277.9225,18.61461,1334.327,56.33437,817.4191,54.74886,95.95337,32.54308,48.33733,38.33787
rs0079,0,-1.321918,0,-1.321918,-3.332194,2.794093,-0.556729,2.131839,7.063282,2.093578,3.31221,1.782571,7.137187,1.621064,4.83949,1.424304,15.42013,1.785651,1.256838,1.776836,-0.1039008,1.184923,0.957083,0.3390262,21.00054,1.410585,2.886783,1.02258,8.510082,1.485876,2.102278,1.058443,-3.993487,1.190013,0,1.869475,15.58978,1.871302,0,0,0,0,0,0,0,0,1.942178,4.39709,5.489114,2.450286,2.391262,2.398709,0,0,2.316046,2.150434,6.885802,1.944958,3.747718,0.5375244,10.70777,1.535784,1.683614,2.207461,0,0,0.7955703,0.3811015,14.75003,1.34409,2.339912,1.120887,4.18111,1.323639,1.032883,2.277678
rs1064,107.5738,4.632612,90.80337,4.579212,1.02199,2.730903,19.17887,2.464867,37.1406,2.360119,0.1489448,2.189395,88.21337,2.66082,14.82031,2.040624,38.47385,2.311196,11.93483,1.487231,14.0186,1.466557,36.56835,0.7790501,327.474,4.200303,110.2986,2.349792,75.05332,2.718837,46.9783,2.018445,-0.6009175,1.812976,205.0473,7.808413,36.0666,2.390633,0,0,282.0909,46.74201,121.8446,27.75062,12.60649,42.5882,41.99363,8.74287,76.72327,10.80263,0,0,2.174986,14.23814,0,0,154.7686,13.78921,22.73569,2.300585,64.95912,6.573099,19.46744,3.607661,23.09064,3.908416,59.90786,3.075251,523.4572,28.74541,176.1996,9.044857,117.9449,8.7264,73.69311,5.399872
rs0857,0,-0.777758,0,-0.777758,155.7099,4.080767,143.7236,2.783656,249.9312,3.331215,33.58816,1.873328,503.6936,5.123629,620.6564,6.871728,1962.861,17.74245,55.91364,1.477855,30.26865,1.16337,13.6493,0.3286619,1610.007,12.37434,41.16944,0.9913189,105.8667,1.585758,80.85798,1.738496,939.3717,507.3473,0,1.099916,1965.962,17.89315,0,0,7.36E+26,2.20E+21,0,0,194.3248,14.24786,143.501,7.755541,207.5863,12.45353,31.68097,4.200671,3.098621,5.017078,0,0,290.6641,15.18494,244.1745,12.05452,697.6415,34.44147,46.1777,3.239799,22.90486,2.088896,10.91737,0.6494858,561.4915,24.59378,32.10992,1.910252,65.53355,3.301302,56.18014,3.570243
rs0777,0,-0.7772567,0,-0.7772567,26.57669,3.198814,19.962,2.454681,37.9733,2.406825,2.811708,1.899372,94.00528,2.449589,112.0879,2.929166,341.1316,4.47705,9.634773,1.634582,6.261412,1.276371,4.67972,0.4172605,289.2365,3.395468,14.11512,1.258553,30.6246,1.319554,18.36389,2.539971,8.411905,7.010356,0,1.099207,341.1316,4.477468,0,0,2312.753,1.82E+08,259.1171,183.336,38.68364,7.547539,27.77444,4.330938,49.39004,4.73742,7.901538,7.558351,5.359035,4.682127,0,10.44256,115.5321,4.253939,141.8198,2.020984,405.1996,5.77424,12.56006,2.910938,7.866229,1.951538,5.884609,0.7892168,356.5036,5.468163,17.30767,2.321226,39.20672,2.625387,21.28611,6.118971
rs0475,0,-0.8082901,0,-0.8082901,3.654217,2.854629,1.564015,2.048752,2.036075,1.802386,3.7296,1.673735,4.128261,1.399491,2.901855,1.342096,5.657153,1.460815,0.08284166,1.439463,2.420709,0.9522851,0.7289385,0.2747051,17.3017,1.196739,2.198647,0.828573,8.366211,1.094456,3.82386,1.23461,-0.4371012,2.286927,0,1.143095,5.613352,1.371691,0,0,-9999,0,-9999,0,3.025247,21.89074,2.042456,10.01062,0,0,3.77303,8.602607,0,47.30355,0.8842221,25.15373,3.906121,4.898891,2.591289,1.114231,7.403682,3.183517,0,0,4.015817,2.851769,1.238614,1.033898,17.68249,2.898527,3.642983,3.040878,7.795435,2.023518,5.504608,3.668591
rf0297,0,-0.8718961,-849026.1,745466.1,37.16122,6.180445,93.1518,4.204887,163.7564,4.364925,5.002783,3.289921,363.3924,5.595814,163.6708,4.408798,495.4774,6.956921,44.4272,2.856153,22.62248,2.472462,64.71411,1.168458,1229.241,11.14668,195.1927,3.524334,176.4711,3.753594,119.0502,3.733516,32.57675,4.586167,-4.08E+07,4.00E+10,495.7518,6.966427,0,0,482.5158,93.89501,1081.341,105.7235,108.2228,25.384,159.6752,13.16814,275.0483,16.65627,0,0,5.620624,16.51107,0,0,563.6968,22.80411,258.9812,10.21286,739.9462,29.1796,61.31418,6.864837,37.98589,5.609811,93.16898,3.386287,1732.089,43.55861,274.0264,9.959668,247.7237,10.68524,169.1432,8.720469
rf0799,7.109746,1.498638,5.961334,1.43089,-1.973678,1.042843,9.982751,1.529729,11.20209,1.583282,0.003148917,1.016076,17.9199,4.274654,5.875621,1.429055,15.38512,1.883982,0,-0.7618229,0,-0.7618229,0,-0.7618229,0,-0.7618229,0,-0.7618229,0,-0.7618229,0,-0.7618229,0,-0.7618229,13.00411,2.026643,15.51886,1.932178,120.8354,0,7.095549,5.495825,62.71117,18.07918,0,0,17.84795,3.845082,14.55219,2.902878,0,0,1.100527,5.198283,8.455735,8.915439,16.12459,7.200524,7.726466,1.143517,22.07562,3.267192,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rf0288,567.1691,9556.865,315.0896,2833.474,25.72645,8.42658,-1.534288,3.027813,3.085204,2.912269,-16.56977,7.764512,4.665956,2.740706,-6.078147,7.885808,21.72051,7.866555,-4.577419,2.896125,-0.7776161,7.335674,5.80549,2.403717,11.32089,2.519081,17.5107,7.250158,7.116186,9.878035,-4.709063,9.533501,-30.90946,8.599163,0,1.080229,24.25362,8.156515,0,0,120.1459,54.16629,7.013741,22.19352,2.318887,17.46911,4.002999,14.84183,4.61378,25.62678,0,0,14.89731,9.936264,20.65076,367.4064,20.37454,11.93949,13.84934,5.439899,39.56956,15.54257,55.32887,30.43263,0.5708358,55.94804,1.349252,3.843075,0,0,3.968387,11.30316,0,0,0,0
rf0062,0,-0.8235586,0,-0.8235586,0.8566045,2.009489,7.716571,1.502401,16.14414,1.380713,0.8349671,1.53284,28.83764,1.283737,6.076497,1.267178,16.24675,1.365907,3.912643,1.235648,7.852541,1.119833,20.81701,0.4544013,142.8431,1.618229,62.7889,1.370578,41.87153,1.460428,27.65816,1.261635,0.07921895,1.240612,0,1.164688,15.14861,1.472143,0,0,0,0,1463.21,0,7.563929,4.131977,0,0,2.498187,3.709266,0,0,0,0,0,0,11.06868,2.344175,1.65979,1.232456,4.742258,3.521303,0,0,11.8194,1.664036,25.95663,0.6225089,157.2446,2.498165,76.34303,1.830908,58.39934,2.447495,42.53609,1.935936
rf0464,0,-0.7143974,0,-0.7143974,222.6037,6.554801,206.9783,4.877573,390.3461,5.863092,39.42452,3.06688,870.4802,8.507107,1225.38,12.60359,3883.13,27.95272,101.8754,2.919256,33.82047,1.724471,38.49702,0.7023503,2808.854,24.72421,116.1159,2.118448,195.8421,3.072229,132.5009,2.72052,68.38023,3.059006,0,1.01031,3932.476,28.54455,0,0,812.9872,0,0,0,360.4474,18.75207,300.902,14.75328,584.3498,27.22847,55.56758,7.045283,9.106065,8.183455,7.047994,5.77307,1282.682,48.34271,1888.085,59.5299,5394.528,170.0854,142.5807,7.826826,48.50175,3.349169,58.41829,1.924118,4046.978,112.9127,171.8185,5.659171,281.7265,9.454805,193.9075,8.122007
rf0693,0,-0.7899322,0,-0.7899322,11.07482,2.148419,7.70674,1.587397,17.30678,1.663553,-0.4266354,1.338213,53.29556,1.817533,49.73011,1.72165,151.6066,2.696332,5.081106,1.443729,3.080948,0.9888825,2.753702,0.2884941,157.6009,2.091106,8.305801,0.8701638,19.75333,1.315446,13.87292,1.203009,3.13029,1.261672,0,1.117133,151.2437,2.69509,0,0,53.43861,12.71585,59.06636,9.584347,14.89259,4.379066,8.71687,13.93124,20.25599,12.42349,0,0,0.8007918,10.55605,10.3201,17.71227,63.08909,2.851108,60.57611,1.187127,173.0746,3.391792,7.687132,2.422127,8.177003,3.396652,3.588579,0.5336175,185.6845,3.066769,10.55464,1.569463,27.38828,2.461067,17.69543,2.646064
rf0498,0,-0.7742726,0,-0.7742726,2.010652,1.862039,0.9729106,1.605838,5.546369,1.372915,-0.0370284,1.326587,19.54823,1.315401,10.24025,1.167197,35.5376,1.568083,3.62072,1.297292,1.433786,0.856306,1.183181,0.2585622,68.43875,1.449573,3.568748,0.7798826,10.13678,0.9479355,7.531679,2.308259,11.85784,6.970198,0,1.094987,35.15636,1.584035,0,0,0,0,0,0,3.881882,10.15801,10.92887,5.725629,17.44653,5.493343,0,0,0,0,3.719477,11.98549,36.95407,8.305099,18.02851,3.829398,51.51002,10.94114,6.153008,4.399312,4.413188,2.869522,1.826809,0.7157378,100.5524,14.49339,5.372967,2.105111,15.13467,2.646356,12.16181,3.82097
rs1083,0,-0.7268811,0,-0.7268811,5.584958,5.053918,59.02612,3.796041,88.76924,3.67253,0.215459,3.146966,197.8693,4.183149,56.28784,3.348079,176.8134,4.477466,21.20899,2.626768,12.48716,2.193693,46.04745,0.9973196,700.6208,7.45225,138.8898,3.008143,105.6769,3.550864,76.83803,2.956874,8.571792,2.295382,0,1.027965,179.3197,4.707713,0,0,-9999,0,-9999,0,9.48148,19.77342,76.74275,7.464463,120.2473,6.89608,0,0,0,0,8.270112,10.31142,281.5075,10.79064,84.72089,3.519507,242.0597,10.05574,29.10003,5.555342,16.42117,4.727787,65.2394,2.552527,1001.065,23.32773,191.8806,7.507433,144.2634,7.204082,105.142,6.775261
rs0107,1831045,2720663,-51.89429,233.9152,10.68391,3.523631,13.41985,2.762695,21.8461,2.650823,7.41585,2.752445,51.24295,2.680453,16.65627,2.594643,31.09186,2.677493,11.35262,2.909963,21.10701,2.768905,72.95296,1.32036,424.8105,5.161644,220.043,3.982506,88.62323,3.87045,61.94978,3.459021,3.183732,3.419406,-51.89592,5865.546,31.09186,3.077469,0,0,70957.91,0,0,0,133.9978,66.95615,347.1596,93.67284,572.2208,92.61651,50.13025,45.44317,86.9237,47.31417,0,0,559.6095,39.59846,93.81052,12.34583,268.0301,35.27382,155.3195,39.81826,137.0527,39.15945,407.6394,9.798199,2248.963,44.4208,1198.939,28.81823,416.1536,31.61687,271.962,27.46028
rf0597,0,-0.6895006,0,-0.6895006,3.269984,3.452518,-1.620319,2.366036,3.98851,2.129734,-2.164932,2.51,10.32202,1.794074,2.034681,2.074393,11.02748,2.525129,0.9526832,1.763582,0,-0.6895006,0,-0.6895006,0,-0.6895006,0,-0.6895006,0,-0.6895006,0,-0.6895006,2.775942,1.84172,0,0.9751011,11.27107,2.637327,0,0,0,0,0,0,0,0,0.9929968,22.75175,22.38903,13.90943,0,0,4.164485,12.63625,9.163289,14.18367,44.63412,10.53484,12.42139,3.042563,35.48968,8.693037,5.803321,7.72917,0,0,0,0,0,0,0,0,0,0,0,0
rf0689,761266.6,807302.6,-239.8208,189.9916,4.506948,3.195044,13.65125,2.250029,14.85864,2.080728,1.242126,1.969816,32.76698,1.978225,9.504452,1.736343,35.40009,2.101025,2.855992,1.88165,4.420896,1.244351,4.190521,0.4085714,93.05237,2.12725,12.63958,1.232344,27.2964,2.133096,16.43618,1.540056,2.42085,1.487766,1161.754,1528.696,35.90301,2.240447,0,0,82.21252,23.46662,65.69741,21.54992,7.383008,5.69226,16.78176,5.303419,18.68415,4.897972,0,0,0,0,3.997648,5.772872,42.52857,5.359686,16.9247,1.884158,48.35628,5.38331,5.060531,3.611525,5.374093,2.904867,5.562672,1.083488,115.9282,7.520284,16.3608,3.186728,34.44109,3.934774,22.07264,3.658213
rs0910,28.52494,7.566574,24.34995,7.459435,4.660376,4.267979,10.75208,3.788228,13.51523,3.658356,-8.561137,4.427584,31.59536,4.110357,22.83168,4.859127,42.98236,4.863816,-1.438923,4.166844,3.463645,4.311586,24.42298,1.77253,54.67242,4.772756,73.66535,5.346353,28.95074,4.919341,13.65237,4.780421,2.509711,5.549338,51.66483,59.20844,42.55565,5.284693,0,0,77.55809,25.52619,45.37219,17.43697,0,0,28.78508,25.71671,9.883485,9.050743,0,0,0,0,0,0,54.37936,11.5592,20.34484,4.074119,58.12812,11.64034,0,0,0.6094753,0,36.11006,4.479137,73.03394,11.9031,106.2061,13.17393,31.21051,12.08391,10.18131,9.387522
rs0588,0,-0.742688,0,-0.742688,3.797138,3.554234,4.3526,2.386636,14.62612,2.232066,4.856211,2.099319,20.02447,1.810679,4.419234,1.606899,19.20254,1.935058,0.5432593,1.555117,-0.07017486,1.06534,3.515783,0.3591048,58.79226,1.633089,10.60441,1.083142,13.65439,1.29863,28.11472,18.49028,36.98227,73.61444,0,1.050319,20.14126,2.249236,0,0,57.89,0,-9999,0,9.97451,6.052424,5.308612,0,19.04089,1.408689,2.581993,0,4.46741,5.729581,0,0,25.79004,4.379784,7.705925,1.271985,22.01693,3.634242,1.305518,0,0.5287102,0,3.847927,0.7711162,70.27823,4.389826,11.31743,2.267989,17.25155,2.507826,8.514514,3.612527
rf0267,0,-0.8251779,0,-0.8251779,8.051835,3.862623,42.6599,3.006686,68.58333,2.745452,8.326221,2.573047,148.2366,2.834474,36.13254,2.291167,128.405,2.933683,17.30558,2.047266,17.44702,1.766807,36.09278,0.7106047,494.948,5.643622,108.8642,2.143346,125.1979,2.674258,85.41883,2.285408,9.071551,1.933766,0,1.166978,124.6446,3.0499,0,0,1.39E+14,9.16E+08,2677.482,456.9143,16.69371,37.24448,140.3642,12.36784,132.5027,9.433261,9.04284,18.37993,5.138998,5.311296,2.318113,7.067118,230.0811,8.460503,64.03027,2.821653,182.9436,8.061865,31.0454,6.160424,30.5544,4.506897,51.73068,1.867399,678.7206,17.06824,152.1491,5.492349,174.2187,5.808683,115.6347,5.96852
rs0297,0,-0.8260668,0,-0.8260668,10.89323,9.077858,20.65126,6.447881,45.96222,6.10448,0.8802996,5.364938,77.13798,5.649448,50.48392,5.284022,168.1134,7.138702,16.86228,4.216122,10.69501,3.166794,11.22491,1.022105,283.5032,6.999787,33.85691,3.082902,55.72027,3.670518,45.12468,4.411005,1.048995,3.524755,0,1.168235,168.0601,7.252861,0,0,163.3454,39.26601,171.6707,29.21047,0,0,21.87755,13.05095,50.00382,10.62095,3.174412,31.37193,2.739475,22.18988,0,0,97.49194,12.10023,64.55762,3.114197,184.4503,8.897707,29.90995,12.86344,13.11229,6.88877,12.82428,1.674261,317.3735,10.84077,37.71848,4.924296,65.68591,7.061911,53.75776,7.372657
rs0181,1404953,1183663,-115.0771,214.5906,217.9576,8.562081,153.4211,6.34265,302.7251,7.14236,82.52036,6.9097,629.8487,9.47629,597.1516,10.33462,1802.648,16.44949,69.63718,6.528239,150.641,7.963648,541.4708,5.281048,2483.975,21.24338,1633.201,15.92884,443.9284,10.68785,361.9321,10.1016,46.70771,8.107572,-115.079,7450.189,1802.648,16.47437,0,0,16401.94,0,322.1725,38.17739,192.1519,11.13217,147.0257,7.489851,281.541,9.782984,61.87003,9.680551,23.0791,14.91992,0,0,608.9648,14.1838,591.5022,7.467573,1690.006,21.33592,44.63452,10.15835,121.9507,8.968037,541.8684,7.62376,2432.598,32.70694,1593.731,22.42282,416.7279,14.69979,339.2268,13.37417
rf0365,585.4557,158.5756,68.278,10.30166,8.566868,3.524556,8.952244,2.294473,23.78646,2.244973,2.350501,2.117441,66.71659,2.192249,27.66111,1.915167,83.87613,2.404701,10.82956,1.906526,18.87813,1.523691,27.01036,0.5902357,308.2296,3.13608,81.46949,1.780285,81.19749,1.945075,55.75624,2.095459,6.139831,2.190127,977.837,1217.028,84.20633,2.59667,0,0,471.7048,196.7291,191.0757,166.4663,32.73989,14.72436,37.13436,10.26651,69.94978,9.425694,3.714397,13.47999,0,0,0,0,178.498,8.689073,69.961,3.059345,199.8886,8.740987,20.46122,5.85274,40.90448,5.479773,56.21104,1.981173,629.889,11.84898,165.3266,5.82698,164.1915,7.106343,116.1137,7.70562
rs1062,0,-0.7452469,0,-0.7452469,26.91223,6.586848,99.15881,5.479821,189.1645,5.928084,9.288376,5.12483,490.873,8.178523,60.43991,5.189673,165.1048,6.119162,53.96048,4.957912,43.92889,5.03561,287.6244,3.462996,2236.337,19.96909,867.5416,10.44518,369.0462,7.944051,266.9563,7.499431,12.75906,5.188283,0,1.053938,163.2243,6.61623,0,0,5.18E+19,3.95E+15,0,0,85.88699,27.27882,324.479,30.81253,568.9284,33.80171,0,0,0,0,0,0,1295.458,45.27729,137.3087,9.827107,392.3105,28.07745,143.7284,26.9318,86.59818,21.06541,625.1248,13.31733,4730.181,78.02071,1838.602,39.16862,723.4816,33.57688,517.9633,32.36574
rs0994,-11.47334,8.293325,11.75589,8.312076,0.05965453,5.513649,-0.5742557,4.033561,5.366531,3.547714,-9.953353,4.249099,11.21119,3.244021,-6.347165,3.758021,9.081642,3.795776,-0.5117669,2.423207,-1.841527,2.512731,4.642879,0.9249096,31.76487,2.738744,14.00399,2.789738,7.752824,3.123471,5.21916,4.043007,-1.009233,5.786986,-3.244036,53.04312,7.667561,3.375924,0,0,0,0,74.22263,38.94116,0,0,1.518718,45.59845,41.0261,24.48192,0,0,0,0,0,0,24.37253,8.839217,5.684975,5.118129,16.24279,14.62323,0,0,0,0,8.028992,2.69651,61.07314,9.982934,23.61468,7.93091,12.48872,6.714112,9.3627,12.69911
rs0964,0,-0.7331591,0,-0.7331591,0.6352819,3.263258,3.639225,2.19937,1.107293,1.795234,1.243727,1.990587,-0.09127777,1.478981,-1.20951,1.466789,0.5433631,1.490692,1.285019,1.500863,0.116737,1.243783,0.8204051,0.4049445,0.05806454,0.9719049,2.474531,1.221405,1.239721,1.274675,0.4129811,1.111613,3.995464,1.565489,0,1.036843,0.715757,1.394786,0,0,0,0,0,0,0,0,23.81071,24.39857,4.583795,35.741,0,0,9.413629,6.923415,13.06414,46.49937,29.26787,20.08439,0.9602244,2.579016,2.743498,7.368616,5.332564,9.580234,2.348115,0,1.92588,1.097282,0,0,5.664354,3.2273,3.438655,8.578693,1.109808,13.94397
rs0859,0,-0.7647762,2.77E+07,3.50E+11,6.052624,5.518228,0.5715263,2.568563,9.104146,2.473707,-3.469629,3.672672,0.2145352,2.124029,6.112924,3.564686,2.129655,3.287949,-5.228321,2.144784,2.557359,2.658794,1.682687,0.8846306,-0.4135722,1.529159,5.075372,2.668247,-2.854764,3.242694,-3.465946,2.858154,2.779686,3.273383,0,1.081557,2.025126,3.348395,0,0,-9999,0,-9999,0,1.538691,0,2.945109,0,4.362353,0,0,0,0,0,0,0,5.013397,0,1.301696,0,3.719132,0,0,0,1.775353,0,0.9590951,0,0,0,2.820868,0,0,0,0,0
rs0484,0,-0.7090618,0,-0.7090618,7.30082,2.198341,11.22468,1.515071,16.79146,1.529886,-0.7903585,1.34085,34.7067,1.499197,23.08087,1.354381,77.96227,1.920058,2.841741,1.19126,4.557766,0.8873761,3.092147,0.2741584,109.6384,1.701769,9.32663,0.8269243,17.86614,0.9528372,13.4201,1.865742,-635.9521,473.2437,0,1.002765,77.75141,1.930198,0,0,83.19391,24.02336,117.668,19.97853,13.1113,8.049778,18.46312,5.0316,25.95438,3.747615,0,0,0,0,6.476728,5.580675,57.29931,5.566125,42.93003,3.265764,122.6572,9.330753,12.45357,5.946017,8.365559,2.581777,5.251829,0.8285587,168.1233,11.28018,15.44655,2.436937,27.91693,2.634038,16.86533,2.88288
rs0367,0,-0.8242205,0,-0.8242205,5.459948,6.412484,1.468504,2.98134,8.262183,2.491266,-2.105741,2.160591,6.461535,1.8266,4.731745,1.716218,13.56641,1.874192,-0.3879438,1.711049,1.863007,1.140092,2.086571,0.3925531,38.69183,1.580696,6.293581,1.184029,5.816409,4.16352,8.718916,1.508649,-1.244624,1.427409,0,1.165624,13.0893,1.657574,0,0,31.31108,31.69687,34.39886,25.42714,7.157982,17.66891,6.371709,6.549147,9.460616,3.532427,0,0,0,0,0,0,13.42656,4.59139,4.811681,0.9528856,13.74766,2.72253,13.36936,7.985109,4.1413,8.176028,2.282821,0.5420956,41.46544,2.315243,6.71418,1.594399,14.00858,2.764964,11.88623,3.422092
rs1097,-14716.74,17827.88,4978.48,5803.01,-64.52517,12.49493,32.90895,8.912539,45.8234,9.74458,11.45345,14.09631,30.5455,9.971243,32.35082,16.41115,18.94991,15.50703,-17.83551,10.1018,-1.110469,17.61214,6.08481,6.80613,48.02902,14.77313,18.35319,20.52884,-4.245767,24.98576,-12.96833,25.28543,-21.95331,19.06828,-9750.015,1.79E+08,18.94991,39.21473,0,0,91.49048,47.29862,55.27028,34.95323,0,0,89.36834,23.32436,76.52298,23.20842,0,0,8.285921,32.52121,0,0,98.53186,26.95063,10.43405,8.085753,29.81156,23.10215,7.237219,28.52493,0,0,2.579095,25.10549,42.14141,34.13307,7.585574,73.83967,0,0,0,0
rs0997,0,-0.7593407,0,-0.7593407,7.484591,3.465236,35.43219,2.673674,63.00058,2.745835,1.267861,2.606164,147.5105,3.248119,26.82071,2.543319,73.33718,2.954606,19.1244,2.363378,22.67545,2.277977,63.17868,1.104249,555.4874,6.100465,190.5615,3.330666,153.2633,3.32599,121.6213,3.600698,0.5224416,3.252559,0,1.07387,73.81503,3.28774,0,0,4.31E+16,2.70E+11,0,0,24.1149,14.69641,83.87392,13.19092,139.3859,12.23769,0,0,0,0,0,0,286.6323,11.13581,51.40249,3.219848,146.8643,9.199567,36.50912,8.666596,42.86911,7.421606,108.8164,3.45529,935.8207,17.65769,320.0482,10.16262,253.2198,8.780984,199.28,10.06124
rs0875,0,-0.7226816,0,-0.7226816,6.268486,4.230375,8.052153,3.197491,11.14322,2.596616,-2.913459,3.104055,22.49174,2.405382,9.778179,2.697535,32.60055,2.931267,3.160759,2.504097,9.046549,2.425832,13.74712,0.8766222,96.71197,2.946994,41.46448,2.644092,40.48659,3.121124,28.79033,2.699228,5.563006,2.543982,0,1.022026,31.49866,3.21627,0,0,0,0,-9999,0,22.48002,13.65818,46.57846,36.0089,56.44934,23.70715,0,0,0,0,0,0,108.6358,21.17388,29.59307,5.754172,84.55164,16.44049,24.60769,29.6554,17.81517,8.121849,27.92396,2.96674,197.2896,11.85933,82.12929,8.725705,69.19804,8.441777,46.84991,6.89018
rs0006,0,-0.9654385,0,-0.9654385,33.64114,3.522033,61.43333,3.042411,105.8546,3.265776,0.945153,2.359218,255.9427,4.424765,243.3608,4.475161,728.9581,7.862278,35.09579,2.510032,14.95828,1.63929,19.83308,0.5937299,767.0074,8.136896,59.82114,1.790825,88.34457,2.317375,61.56847,2.074434,19.50562,1.887148,0,1.365336,728.958,25.11972,0,0,0,0,0,0,31.96511,5.576712,54.18391,5.165588,101.3331,4.985049,3.13848,4.505045,374.9609,65.57372,4.196634,4.700126,236.7769,5.919909,235.2051,2.827724,672.0146,8.079212,40.62795,4.562953,16.44913,2.549515,19.72343,1.123436,737.6107,9.946168,58.01009,3.304224,89.48501,3.870588,61.12363,3.183742
rs0470,0,-0.7382715,0,-0.7382715,1.213912,2.927147,19.1437,2.268725,19.34252,2.099291,-0.2470773,2.009752,41.79775,2.058663,16.41984,1.887122,50.25056,2.308064,4.604415,1.769772,6.189243,1.360653,3.626889,0.4183395,117.155,2.212873,10.93953,1.261807,23.96272,1.482903,16.15899,1.884517,8.752743,4.594336,0,1.044073,50.14009,2.389135,0,0,453.9089,5422872,81.7922,2366.007,8.334529,7.739329,21.30744,4.971981,22.32433,4.457177,0,0,1.288111,18.63144,2.595,9.923255,56.18261,4.352771,25.58402,1.8994,73.09719,5.426856,7.047023,4.432461,8.724607,3.028348,4.925523,0.9399158,152.1985,6.416631,14.48683,2.764458,31.52084,2.685381,21.47101,3.619114
rs0266,0,-0.7692738,0,-0.7692738,19.03993,5.328021,12.36686,3.7633,36.64457,3.782887,-4.302178,4.228566,117.351,4.375228,39.19927,4.501357,84.28969,4.749641,24.19458,4.506096,53.7139,4.944853,226.2542,2.825662,1074.804,10.78771,682.4349,8.52284,255.5632,6.95075,187.552,6.484574,15.19742,5.544394,0,1.087917,92.20123,5.860792,0,0,0,0,1130.632,3617.343,374.7553,136.4343,150.2728,60.3404,364.019,82.24348,0,0,0,0,0,0,776.0723,42.1948,192.7275,15.88214,550.65,45.37756,243.0519,46.90546,211.9877,32.12685,903.2867,18.28234,4121.723,69.67431,2656.726,53.77158,939.9513,41.45702,687.7111,47.16696
rs0264,0,-0.7236511,0,-0.7236511,82.77577,4.901933,74.82718,3.471908,142.9624,3.704467,5.889838,2.809842,320.5421,4.76733,332.2825,5.164999,1012.957,9.683601,40.39685,2.376523,34.38224,1.968243,22.13219,0.6603118,1069.924,8.951147,66.7558,1.991651,136.7209,2.934685,91.36351,2.623359,26.81343,2.108211,0,1.023397,1014.099,9.692799,0,0,0,0,0,0,146.6817,13.37698,113.3145,8.340657,211.7388,11.48971,0,0,0,0,0,0,457.4354,16.17779,488.2072,14.66173,1394.878,41.89065,56.22833,5.571045,52.48748,5.191374,33.18124,1.733778,1504.37,31.9457,97.5919,5.099348,198.0069,6.546969,134.7753,6.626134
