name,specobjid,ra,dec,plate,mjd,fiberid
rf0158,4.48146E+17,19.686917,-0.90633439,398,51789,137
rf0161,4.4815E+17,19.820843,-0.1137338,398,51789,151
rf0160,4.48151E+17,19.768422,-0.13854441,398,51789,156
rf0157,4.48167E+17,19.615696,-1.0253957,398,51789,215
rf0153,4.48184E+17,18.842595,-0.15845559,398,51789,276
rf0154,4.48187E+17,18.903798,-0.95302467,398,51789,288
rf0149,4.48193E+17,18.6929,-0.001100911,398,51789,309
rf0145,4.48196E+17,18.555567,-0.28393404,398,51789,318
rf0156,4.4825E+17,19.223274,0.15312722,398,51789,516
rf0163,4.48254E+17,19.994648,0.72231512,398,51789,532
rf0167,4.48278E+17,20.452169,0.94318997,398,51789,616
rf0164,4.48284E+17,20.032239,0.077029526,398,51789,639
rf0224,4.49236E+17,22.433301,-1.2414173,399,51817,7
rf0221,4.49237E+17,22.244338,-0.94901133,399,51817,11
rf0230,4.49238E+17,22.845526,-0.67415523,399,51817,16
rf0229,4.49242E+17,22.801833,-0.61076947,399,51817,28
rf0222,4.49242E+17,22.248204,-0.56192519,399,51817,29
rf0220,4.49244E+17,22.156016,-0.069314679,399,51817,35
rf0219,4.49246E+17,22.008905,-0.73833508,399,51817,44
rf0216,4.49247E+17,21.932995,-0.904725,399,51817,48
rf0215,4.49249E+17,21.92921,-1.1395764,399,51817,53
rf0217,4.49251E+17,21.968743,-0.5042534,399,51817,61
rf0210,4.49251E+17,21.812353,-0.57747706,399,51817,63
rf0214,4.49256E+17,21.903208,-0.54619773,399,51817,78
rf0212,4.49256E+17,21.898162,-0.98871147,399,51817,81
rf0209,4.49258E+17,21.777451,-1.1222442,399,51817,86
rf0211,4.49258E+17,21.844746,-0.86586409,399,51817,87
rf0204,4.49263E+17,21.690528,-0.1977376,399,51817,106
rf0203,4.49264E+17,21.690149,-0.54640394,399,51817,110
rf0208,4.49265E+17,21.764765,-0.25663472,399,51817,114
rf0206,4.49266E+17,21.732071,-0.014746045,399,51817,115
rf0195,4.49268E+17,21.477969,-0.987908,399,51817,122
rf0196,4.49268E+17,21.510447,-1.2256086,399,51817,124
rf0194,4.49269E+17,21.448367,-1.1796745,399,51817,127
rf0200,4.49269E+17,21.645843,-1.1129803,399,51817,128
rf0205,4.4927E+17,21.707062,-0.97529863,399,51817,129
rf0198,4.4927E+17,21.598926,-0.93877362,399,51817,130
rf0201,4.49271E+17,21.649665,-0.87062579,399,51817,135
rf0202,4.49271E+17,21.676051,-1.0877791,399,51817,136
rf0186,4.49274E+17,21.275377,-0.40867419,399,51817,144
rf0190,4.49278E+17,21.371383,-0.057311275,399,51817,160
rf0179,4.49282E+17,21.123544,-0.36950013,399,51817,176
rf0177,4.49287E+17,20.978372,-0.3114687,399,51817,194
rf0185,4.49289E+17,21.228859,-1.1084709,399,51817,201
rf0189,4.4929E+17,21.349327,-1.0816929,399,51817,202
rf0187,4.4929E+17,21.312305,-1.1241602,399,51817,205
rf0182,4.49291E+17,21.134211,-1.1988872,399,51817,207
rf0184,4.49292E+17,21.218933,-1.2401586,399,51817,209
rf0188,4.49292E+17,21.348615,-1.1947803,399,51817,210
rf0191,4.49294E+17,21.374019,-0.70375529,399,51817,218
rf0171,4.49295E+17,20.691699,-0.42641476,399,51817,222
rf0169,4.49295E+17,20.66373,-0.09653742,399,51817,223
rf0168,4.49296E+17,20.587809,-0.48622921,399,51817,226
rf0181,4.49302E+17,21.132054,-1.1766238,399,51817,247
rf0591,4.49303E+17,21.126155,-0.88875052,399,51817,252
rf0172,4.49326E+17,20.753627,1.2088793,399,51817,336
rf0175,4.49335E+17,20.880292,1.1800426,399,51817,368
rf0173,4.49338E+17,20.854927,0.75527642,399,51817,378
rf0180,4.49346E+17,21.128323,0.83426844,399,51817,408
rf0170,4.49354E+17,20.667513,0.72118506,399,51817,437
rf0193,4.49358E+17,21.41552,1.1780999,399,51817,450
rf0176,4.49365E+17,20.978151,0.28229086,399,51817,477
rf0192,4.49375E+17,21.413992,0.13040788,399,51817,512
rf0199,4.49384E+17,21.622421,0.54895704,399,51817,547
rf0197,4.49386E+17,21.556911,0.35849523,399,51817,552
rf0612,4.49395E+17,22.235501,0.63319987,399,51817,587
rf0245,4.50393E+17,23.656366,-1.0522312,400,51820,121
rf0248,4.50402E+17,23.902726,0.014917928,400,51820,152
rf0242,4.50416E+17,23.510269,-1.0757636,400,51820,204
rf0243,4.50418E+17,23.53154,-1.0483603,400,51820,211
rf0244,4.50419E+17,23.533215,-1.0322497,400,51820,216
rf0237,4.50429E+17,23.258244,-0.68982885,400,51820,251
rf0231,4.50433E+17,22.859893,-0.45410552,400,51820,267
rf0234,4.50438E+17,22.977599,-0.8146486,400,51820,282
rf0228,4.5044E+17,22.710374,-0.7497967,400,51820,290
rf0232,4.50441E+17,22.866559,-0.93419517,400,51820,295
rf0233,4.50441E+17,22.925565,-0.93331158,400,51820,296
rf0235,4.50442E+17,23.02235,-0.72608634,400,51820,298
rf0226,4.50456E+17,22.526202,0.74528234,400,51820,348
rf0241,4.50481E+17,23.43599,0.9531301,400,51820,441
rf0250,4.50516E+17,24.29637,0.88243006,400,51820,568
rf0249,4.5052E+17,24.000636,0.66353528,400,51820,582
rf0254,4.50526E+17,24.697406,1.0717924,400,51820,605
rf0262,4.51496E+17,27.125591,-0.21273848,401,51788,35
rf0258,4.51523E+17,25.628727,-0.81945147,401,51788,134
rf0256,4.51547E+17,25.060194,-0.51501294,401,51788,223
rf0252,4.51558E+17,24.634462,-0.51628748,401,51788,262
rf0253,4.51561E+17,24.678703,-0.34803834,401,51788,272
rf0251,4.51581E+17,24.404718,0.040174421,401,51788,346
rf0268,4.52615E+17,28.533447,-0.74250648,402,51793,13
rf0261,4.52673E+17,26.957891,-0.30381982,402,51793,224
rf0263,4.52675E+17,27.127436,-0.06290174,402,51793,231
rf0264,4.52682E+17,27.529402,-0.74009845,402,51793,255
rf0260,4.52686E+17,26.727922,-0.61404298,402,51793,269
rf0288,4.53782E+17,29.645934,-0.48554434,403,51871,160
rf0286,4.53791E+17,29.22848,-0.64028308,403,51871,193
rf0283,4.538E+17,28.899578,-0.39119803,403,51871,228
rf0280,4.53809E+17,28.693921,-0.73900217,403,51871,261
rf0272,4.5381E+17,28.623873,-0.52628581,403,51871,264
rf0277,4.53811E+17,28.671009,-0.14332549,403,51871,266
rf0275,4.53812E+17,28.650132,-0.15630978,403,51871,271
rf0279,4.53812E+17,28.680857,-0.27864808,403,51871,272
rf0276,4.53813E+17,28.651732,-0.071477646,403,51871,275
rf0281,4.53814E+17,28.72132,-0.59707487,403,51871,276
rf0274,4.53815E+17,28.636421,-0.77010917,403,51871,282
rf0271,4.53823E+17,28.609693,-0.21187501,403,51871,312
rf0278,4.53847E+17,28.674372,0.61158606,403,51871,396
rf0269,4.53847E+17,28.565431,0.087251741,403,51871,399
rf0284,4.53866E+17,29.044036,0.25446367,403,51871,466
rf0291,4.53876E+17,29.682325,0.76134201,403,51871,503
rf0640,4.53876E+17,29.717897,0.56831724,403,51871,504
rf0638,4.53878E+17,29.658711,0.48542398,403,51871,510
rf0292,4.53878E+17,29.797312,0.10982069,403,51871,511
rf0290,4.5388E+17,29.670555,0.52923483,403,51871,516
rf0293,4.53901E+17,30.065304,0.19923457,403,51871,594
rf0307,4.54869E+17,32.675525,-0.63836284,404,51812,21
rf0302,4.5489E+17,31.677156,-0.86047189,404,51812,96
rf0295,4.54936E+17,30.551411,-0.10062675,404,51812,264
rf0294,4.5494E+17,30.549366,-0.13042589,404,51812,277
rf0296,4.54964E+17,30.922571,1.1975917,404,51877,366
rf0299,4.54974E+17,31.200161,1.2077622,404,51812,403
rf0298,4.54979E+17,31.196645,0.83505315,404,51812,419
rf0649,4.54979E+17,31.229598,0.7703802,404,51812,420
rf0799,4.54983E+17,30.750001,0.026722878,404,51812,433
rf0297,4.54997E+17,31.127239,0.43117186,404,51812,485
rf0301,4.55002E+17,31.443213,0.62606838,404,51812,505
rf0300,4.55006E+17,31.325972,0.05554678,404,51812,518
rf0303,4.55007E+17,31.749699,1.0134649,404,51812,522
rf0654,4.5503E+17,32.275285,1.1837318,404,51812,604
rf0658,4.5503E+17,32.400374,1.0911215,404,51812,606
rf0306,4.55031E+17,32.487525,0.8763825,404,51812,610
rf0321,4.55997E+17,34.749574,-0.60170961,405,51816,28
rf0318,4.5602E+17,34.198655,-0.65301627,405,51816,110
rf0315,4.56026E+17,33.409831,-0.71729978,405,51816,132
rf0316,4.56027E+17,33.507669,-0.9774611,405,51816,135
rf0311,4.56061E+17,32.817776,-0.65002806,405,51816,261
rf0310,4.56063E+17,32.784572,-0.65476487,405,51816,269
rf0317,4.56148E+17,34.015844,0.91757948,405,51816,575
rf0319,4.56155E+17,34.269918,1.2441978,405,51816,603
rf0327,4.57136E+17,36.887194,-0.2445267,406,51876,76
rf0665,4.57183E+17,35.463299,-0.9626385,406,51817,247
rf0320,4.57212E+17,34.587128,0.3785334,406,51876,352
rf0322,4.57215E+17,35.281783,1.2180496,406,51876,364
rf0323,4.57234E+17,35.487651,0.22062862,406,51876,431
rf0344,4.58264E+17,37.959611,-1.0430759,407,51820,81
rf0343,4.58268E+17,37.935518,-0.94553163,407,51820,98
rf0335,4.58276E+17,37.705282,-1.0153099,407,51820,126
rf0366,4.58283E+17,38.208914,-0.35326674,407,51820,152
rf0339,4.58286E+17,37.907162,-0.14024299,407,51820,162
rf0328,4.58316E+17,37.152486,-0.24663029,407,51820,270
rf0326,4.58329E+17,36.596348,-0.49192987,407,51820,320
rf0334,4.58342E+17,37.48496,1.1790886,407,51820,368
rf0332,4.58347E+17,37.413645,0.12328818,407,51820,384
rf0331,4.5835E+17,37.391196,0.37313749,407,51820,396
rf0677,4.58355E+17,37.619699,1.087759,407,51820,412
rf0333,4.58358E+17,37.456387,0.81306741,407,51820,426
rf0336,4.58364E+17,37.805234,1.2447942,407,51820,447
rf0684,4.58364E+17,37.807199,1.1938985,407,51820,448
rf0345,4.58365E+17,37.976662,1.1156541,407,51820,449
rf0340,4.58367E+17,37.92694,1.1968969,407,51820,457
rf0341,4.58367E+17,37.92995,0.90440959,407,51820,458
rf0337,4.58367E+17,37.858887,1.2474032,407,51820,459
rf0338,4.58375E+17,37.889898,0.75624577,407,51820,485
rf0347,4.58375E+17,37.997572,0.74798047,407,51820,486
rf0342,4.58378E+17,37.930746,0.29346665,407,51820,496
rf0351,4.5838E+17,38.081163,0.67197134,407,51820,506
rf0358,4.58381E+17,38.158798,0.59426385,407,51820,509
rf0354,4.58384E+17,38.125151,0.23368535,407,51820,520
rf0349,4.58385E+17,38.022236,1.2099969,407,51820,521
rf0688,4.58385E+17,38.076742,0.99269312,407,51820,523
rf0355,4.58386E+17,38.146196,1.0942255,407,51820,525
rf0346,4.58386E+17,37.990719,1.2465035,407,51820,526
rf0348,4.58387E+17,37.998232,0.91001721,407,51820,530
rf0352,4.58387E+17,38.090106,1.1749679,407,51820,531
rf0356,4.58389E+17,38.152449,0.97630708,407,51820,536
rf0362,4.58389E+17,38.177345,0.97051445,407,51820,538
rf0353,4.5839E+17,38.104032,0.96412484,407,51820,540
rf0368,4.5839E+17,38.232754,0.68337054,407,51820,541
rf0363,4.5839E+17,38.19761,0.67810406,407,51820,542
rf0371,4.58391E+17,38.253606,0.67416122,407,51820,545
rf0373,4.58392E+17,38.26801,0.69375559,407,51820,548
rf0361,4.58393E+17,38.167382,0.26010269,407,51820,552
rf0370,4.58393E+17,38.247463,0.44679387,407,51820,553
rf0372,4.58394E+17,38.255187,0.42084049,407,51820,557
rf0365,4.58395E+17,38.20926,0.6610169,407,51820,560
rf0375,4.58397E+17,38.381528,1.1398922,407,51820,565
rf0369,4.58397E+17,38.233204,1.2307405,407,51820,567
rf0367,4.58397E+17,38.211664,1.1491537,407,51820,568
rf0374,4.58398E+17,38.269163,0.93121276,407,51820,571
rf0376,4.58408E+17,38.463354,1.0808894,407,51820,606
rf0377,4.58409E+17,38.465123,1.1371587,407,51820,609
rf0378,4.5841E+17,38.484575,0.92368162,407,51820,613
rf0379,4.59459E+17,38.670933,0.81134059,408,51821,333
rf0382,4.59478E+17,39.699292,1.2225425,408,51821,402
rf0383,4.5949E+17,39.794152,1.1433785,408,51821,446
rf0384,4.59514E+17,40.200277,1.1048302,408,51821,535
rf0706,4.59515E+17,40.2914,1.1181156,408,51821,539
rf0387,4.59524E+17,40.560105,0.8778006,408,51821,572
rf0386,4.59529E+17,40.556861,0.3829387,408,51821,588
rf0388,4.5954E+17,41.006256,0.17628034,408,51821,629
rf0730,4.60496E+17,42.812565,-0.97327803,409,51871,9
rf0404,4.60497E+17,42.805394,-0.84500467,409,51871,13
rf0719,4.60504E+17,42.366465,-0.87303344,409,51871,41
rf0403,4.60507E+17,42.547763,-0.99908805,409,51871,52
rf0724,4.60508E+17,42.473356,-1.0036392,409,51871,53
rf0402,4.60509E+17,42.542117,-0.86713083,409,51871,57
rf0720,4.6051E+17,42.387463,-0.78446174,409,51871,60
rf0398,4.60516E+17,42.228007,-0.96678066,409,51871,84
rf0716,4.60516E+17,42.143248,-0.99309413,409,51871,85
rf0397,4.60519E+17,42.211665,-0.76739767,409,51871,93
rf0399,4.60523E+17,42.397358,-0.72375424,409,51871,110
rf0400,4.60524E+17,42.420398,-0.52336385,409,51871,114
rf0711,4.60528E+17,41.808422,-0.85000555,409,51871,126
rf0396,4.60536E+17,42.161211,-0.27151288,409,51871,157
rf0395,4.60539E+17,41.868601,-0.26819515,409,51871,166
rf0394,4.60541E+17,41.865963,-0.28510615,409,51871,174
rf0392,4.60549E+17,41.594885,-1.1714696,409,51871,203
rf0390,4.60565E+17,41.448296,-0.24087457,409,51871,261
rf0389,4.60588E+17,41.068305,0.34157393,409,51871,347
rf0391,4.60602E+17,41.519526,-0.013113545,409,51871,397
rf0418,4.61648E+17,44.298962,-0.22304586,410,51877,105
rf0742,4.61653E+17,43.763307,-1.1894281,410,51877,123
rf0741,4.61663E+17,43.731445,0.11104887,410,51877,161
rf0412,4.6167E+17,43.593004,-0.42245638,410,51877,186
rf0414,4.61679E+17,43.608848,-0.6896386,410,51877,217
rf0734,4.61686E+17,43.200864,-1.2193782,410,51877,242
rf0411,4.61687E+17,43.332652,-1.1333741,410,51877,247
rf0409,4.61687E+17,43.156237,-1.169075,410,51877,248
rf0410,4.61688E+17,43.197573,-1.2005459,410,51877,250
rf0408,4.61697E+17,42.999001,-1.1746947,410,51816,285
rf0405,4.61699E+17,42.896322,-0.73378187,410,51877,291
rf0406,4.617E+17,42.977564,-0.98010932,410,51877,296
rf0407,4.61701E+17,42.983857,-0.8362894,410,51877,297
rf0417,4.61763E+17,44.113014,0.87573184,410,51877,523
rf0416,4.61764E+17,43.966025,1.2194168,410,51877,526
rs1313,5.27081E+17,134.45493,1.3229514,468,51912,582
rs0013,5.28078E+17,135.47794,1.1719656,469,51913,112
rs0004,5.28138E+17,134.0095,1.883466,469,51913,330
rs1467,5.28175E+17,134.53312,1.3380107,469,51913,465
rs0016,5.29215E+17,136.40775,0.003287359,470,51929,153
rs0010,5.29265E+17,135.21266,1.1610896,470,51929,336
rs0006,5.2927E+17,134.82399,0.69013911,470,51929,354
rs0012,5.2928E+17,135.43833,0.52187037,470,51929,389
rs0018,5.30325E+17,137.17432,0.48470355,471,51924,94
rs0019,5.3034E+17,137.22653,1.4325581,471,51924,151
rs0020,5.30438E+17,137.43954,1.7940093,471,51924,507
rs0021,5.3044E+17,137.47608,1.6854099,471,51924,512
rs0024,5.31434E+17,139.75688,0.17258277,472,51955,35
rs0022,5.31455E+17,139.17576,0.20558012,472,51955,111
rs0023,5.31585E+17,139.56851,0.38504056,472,51955,582
rs0025,5.31596E+17,139.7763,0.67766006,472,51955,624
rs0049,5.32568E+17,140.73722,1.4339849,473,51929,64
rs0031,5.32573E+17,139.99872,0.93093142,473,51929,82
rs1518,5.32574E+17,139.98895,0.84545626,473,51929,83
rs0038,5.32574E+17,140.13867,0.72103695,473,51929,84
rs0034,5.32574E+17,140.09158,0.82336844,473,51929,85
rs0032,5.32574E+17,140.00904,1.0382744,473,51929,86
rs0030,5.32575E+17,139.99781,0.96645367,473,51929,89
rs0029,5.32575E+17,139.97995,0.94511893,473,51929,90
rs0037,5.32577E+17,140.13109,0.93703857,473,51929,94
rs0040,5.32577E+17,140.15507,0.82270888,473,51929,95
rs0046,5.3258E+17,140.37967,1.5752402,473,51929,108
rs0044,5.32582E+17,140.29293,1.4727391,473,51929,114
rs0028,5.32589E+17,139.93488,0.91345286,473,51929,139
rs0039,5.3259E+17,140.14319,1.5511205,473,51929,142
rs0033,5.32591E+17,140.06505,1.2888157,473,51929,146
rs0027,5.32591E+17,139.92559,1.3258064,473,51929,148
rs1472,5.32601E+17,139.64139,1.3437708,473,51929,184
rs0026,5.32606E+17,139.79329,1.055477,473,51929,202
rs1473,5.32611E+17,139.70679,1.0185694,473,51929,220
rs0035,5.32693E+17,140.12501,1.848748,473,51929,518
rs0052,5.32706E+17,140.80567,2.6013389,473,51929,565
rs0050,5.32709E+17,140.78383,2.4861095,473,51929,576
rs0053,5.32714E+17,140.9021,2.1364906,473,51929,593
rs0055,5.32714E+17,140.95009,2.1127585,473,51929,594
rs0051,5.32715E+17,140.80513,2.0601931,473,51929,597
rs0056,5.32726E+17,141.02703,2.082506,473,51929,636
rs0042,5.33766E+17,140.19243,0.60474228,474,52000,325
rs0043,5.33783E+17,140.28622,0.080590317,474,52000,387
rs0070,5.33847E+17,142.35668,0.35542838,474,52000,621
rs0081,5.34818E+17,142.94437,1.056666,475,51965,58
rs0063,5.34876E+17,141.68636,1.1542741,475,51965,269
rs0057,5.34886E+17,141.29442,1.6538648,475,51965,304
rs0059,5.34895E+17,141.39472,2.3419741,475,51965,335
rs0062,5.34896E+17,141.61754,2.3003306,475,51965,339
rs0058,5.34901E+17,141.35235,2.0637229,475,51965,359
rs1318,5.34907E+17,141.44653,2.2303833,475,51965,382
rs1317,5.34911E+17,141.37475,2.078253,475,51965,393
rs1319,5.34911E+17,141.44779,2.0896075,475,51965,396
rs0068,5.34917E+17,142.12571,2.433548,475,51965,417
rs0075,5.34926E+17,142.47312,2.2803563,475,51965,451
rs0067,5.3494E+17,142.09098,1.7489394,475,51965,499
rs1320,5.34941E+17,142.42156,2.2055483,475,51965,504
rs1418,5.34942E+17,142.44146,2.2015075,475,51965,507
rs0072,5.34942E+17,142.44146,2.2015075,475,51965,507
rs0071,5.34944E+17,142.35927,2.0707099,475,51965,513
rs0074,5.34953E+17,142.47213,2.1606414,475,51965,549
rs0073,5.34954E+17,142.45574,2.1439153,475,51965,550
rs0083,5.34959E+17,143.09628,2.5476049,475,51965,571
rs0085,5.34969E+17,143.50156,2.4772922,475,51965,604
rs0090,5.36045E+17,143.6542,0.046074161,476,52314,424
rs0088,5.36045E+17,143.54363,0.25797239,476,52314,426
rs0086,5.36046E+17,143.51725,0.38369016,476,52314,429
rs0087,5.36047E+17,143.5434,0.24119969,476,52314,430
rs0089,5.36047E+17,143.64388,0.089198168,476,52314,431
rs0097,5.36064E+17,144.16537,0.40911746,476,52314,492
rs1321,5.36096E+17,144.78908,0.984487,476,52314,609
rs0113,5.37071E+17,145.47966,1.3187419,477,52026,59
rs1322,5.37096E+17,145.31597,1.5236311,477,52026,152
rs0095,5.37121E+17,144.11121,1.1913609,477,52026,242
rs0096,5.37123E+17,144.14736,1.1166195,477,52026,249
rs0098,5.37143E+17,144.16974,2.70355,477,52026,322
rs0101,5.37154E+17,144.43763,2.7473464,477,52026,364
rs0110,5.37166E+17,144.64893,2.6681583,477,52026,406
rs0124,5.37228E+17,146.22588,2.4655103,477,52026,632
rs0121,5.3723E+17,146.0433,2.4103278,477,52026,639
rs0115,5.40516E+17,145.65784,1.3004545,480,51989,305
rs0135,5.40576E+17,146.74975,2.5614228,480,51989,525
rs0140,5.40591E+17,147.03996,2.5288843,480,51989,579
rs0146,5.40601E+17,147.24772,2.4630088,480,51989,615
rs0148,5.40602E+17,147.28652,2.4808198,480,51989,619
rs1325,5.40603E+17,147.86,1.9305378,480,51989,622
rs0141,5.41649E+17,147.04109,2.5394053,481,51908,332
rs0161,5.41691E+17,148.11183,2.278922,481,51908,484
rs0162,5.41692E+17,148.12364,2.1544527,481,51908,487
rs0163,5.417E+17,148.32061,1.9779046,481,51908,516
rs0166,5.41707E+17,148.43273,2.3740821,481,51908,541
rs0160,5.63049E+17,148.10435,2.1809826,500,51994,360
rs0169,5.63055E+17,148.58456,2.2975632,500,51994,381
rs1326,5.6306E+17,148.54452,2.287193,500,51994,399
rs0182,5.63125E+17,150.54684,2.0216361,500,51994,637
rs0196,5.641E+17,151.45763,0.63335849,501,52235,87
rs0180,5.64146E+17,150.21025,1.335603,501,52235,255
rs0181,5.64176E+17,150.52933,3.0576861,501,52235,366
rs0192,5.64225E+17,151.35236,2.5490873,501,52235,542
rs0190,5.64225E+17,151.3282,2.4957199,501,52235,544
rs0193,5.64226E+17,151.36537,2.6330818,501,52235,547
rs0202,5.64231E+17,151.51298,3.1097994,501,52235,566
rs0195,5.64232E+17,151.39575,3.0536139,501,52235,567
rs0210,5.64236E+17,151.63095,2.4824655,501,52235,583
rs0206,5.64237E+17,151.55114,2.5240043,501,52235,585
rs0212,5.64239E+17,151.78601,2.6566843,501,52235,594
rs0209,5.64241E+17,151.58403,3.1245548,501,52235,601
rs0219,5.64241E+17,151.94381,2.8745712,501,52235,602
rs0216,5.64244E+17,151.84817,3.070727,501,52235,612
rs0214,5.64245E+17,151.80688,2.9025312,501,52235,614
rs0205,5.64245E+17,151.54376,2.9128884,501,52235,615
rs0203,5.64245E+17,151.53481,2.9690395,501,52235,617
rs0226,5.65229E+17,153.10524,1.2458366,502,51957,98
rs0225,5.65259E+17,152.73497,1.0721042,502,51957,208
rs0220,5.65295E+17,151.95359,2.8784126,502,51957,340
rs0221,5.65308E+17,152.07083,2.27313,502,51957,388
rs0222,5.6533E+17,152.61611,2.2282206,502,51957,467
rs0223,5.6533E+17,152.61611,2.2282206,502,51957,467
rs0243,5.66339E+17,155.60052,1.1982575,503,51999,42
rs1329,5.66392E+17,154.17136,2.0746514,503,51999,235
rs0236,5.66396E+17,154.60586,1.1824844,503,51999,248
rs0231,5.66405E+17,154.03894,1.1911586,503,51999,283
rs0271,5.67477E+17,156.91951,1.4372111,504,52316,85
rs0277,5.67478E+17,157.15575,1.3043821,504,52316,90
rs0267,5.6748E+17,156.87293,1.2467173,504,52316,95
rs0268,5.6748E+17,156.87293,1.2467173,504,52316,95
rs0269,5.67584E+17,156.87742,2.76769,504,52316,473
rs0274,5.67591E+17,156.96056,2.119101,504,52316,499
rs1330,5.67594E+17,157.23847,2.185771,504,52316,511
rs0290,5.68639E+17,158.8845,1.4485143,505,52317,217
rs0282,5.68671E+17,157.98549,3.0817351,505,52317,333
rs0283,5.68677E+17,158.1119,2.5550059,505,52317,353
rs0285,5.68684E+17,158.20649,2.7771443,505,52317,382
rs0289,5.68705E+17,158.8546,3.2944309,505,52317,456
rs0302,5.68742E+17,159.85156,2.4442344,505,52317,591
rs0323,5.69717E+17,161.34483,1.1244331,506,52022,42
rs0326,5.69724E+17,161.47883,1.6429932,506,52022,69
rs0322,5.69737E+17,161.3426,1.9854865,506,52022,116
rs0314,5.69747E+17,160.99335,1.9358278,506,52022,153
rs0303,5.69802E+17,159.88419,2.1877527,506,52022,350
rs0310,5.69841E+17,160.61441,2.7613136,506,52022,492
rs0318,5.69849E+17,161.20213,3.2984272,506,52022,523
rs0316,5.69851E+17,161.08863,2.7932602,506,52022,531
rs0315,5.69852E+17,161.06945,2.7877609,506,52022,535
rs0328,5.69862E+17,161.49387,2.8324579,506,52022,571
rs0317,5.69869E+17,161.16652,2.2591798,506,52022,594
rs0332,5.69874E+17,161.69468,3.1618641,506,52022,612
rs0331,5.69874E+17,161.66215,3.2438022,506,52022,613
rs0340,5.70879E+17,162.84739,2.2182337,507,52353,172
rs0341,5.7088E+17,162.90644,2.095039,507,52353,176
rs0325,5.70914E+17,161.4566,2.0897882,507,52353,302
rs0330,5.70917E+17,161.64296,1.7743983,507,52353,310
rs0329,5.70928E+17,161.55894,2.556149,507,52353,352
rs0344,5.70978E+17,163.13715,3.0191803,507,52353,532
rs0350,5.71001E+17,163.69954,2.9479637,507,52353,619
rs0379,5.71974E+17,166.45691,1.7445601,508,52366,61
rs0384,5.72131E+17,166.5577,2.6167671,508,52366,631
rs0376,5.73161E+17,166.31197,0.98915306,509,52374,283
rs0427,5.74212E+17,169.6189,1.6640117,510,52381,10
rs0412,5.74236E+17,168.77324,1.7145816,510,52381,99
rs0410,5.7434E+17,168.62349,2.605563,510,52381,476
rs0415,5.74353E+17,169.01631,3.5675098,510,52381,525
rs1439,5.74355E+17,169.03993,3.5453983,510,52381,532
rs0424,5.7437E+17,169.54412,2.6007515,510,52381,584
rs0437,5.74379E+17,169.79054,3.2290082,510,52381,619
rs0432,5.74384E+17,169.68633,2.9083509,510,52381,635
rs0458,5.75341E+17,170.9608,1.7342966,511,52636,22
rs0448,5.75381E+17,170.31688,1.7845739,511,52636,168
rs0447,5.75387E+17,170.23004,2.0256124,511,52636,189
rs0450,5.75391E+17,170.35635,1.4588463,511,52636,204
rs0420,5.75411E+17,169.33548,2.4471644,511,52636,277
rs0428,5.75427E+17,169.62984,3.3834185,511,52636,334
rs0422,5.75431E+17,169.39313,2.7725428,511,52636,348
rs0419,5.75431E+17,169.33103,2.881671,511,52636,350
rs0421,5.75434E+17,169.37328,2.504304,511,52636,360
rs0440,5.75434E+17,169.85925,3.2016116,511,52636,362
rs0439,5.75436E+17,169.817,3.5618056,511,52636,366
rs0438,5.75437E+17,169.79425,3.2082627,511,52636,372
rs0430,5.75445E+17,169.67311,2.6221215,511,52636,399
rs0449,5.75458E+17,170.36228,3.4449243,511,52636,449
rs0451,5.75468E+17,170.38694,2.8104404,511,52636,484
rs0460,5.75508E+17,170.99455,2.9369054,511,52636,629
rs0502,5.76463E+17,173.03663,1.2199197,512,51992,7
rs0482,5.76499E+17,172.19318,1.6179106,512,51992,140
rs0475,5.76519E+17,171.98727,1.2994712,512,51992,210
rs0468,5.76522E+17,171.53967,1.8960201,512,51992,224
rs0466,5.76537E+17,171.50424,1.9841431,512,51992,279
rs0463,5.76553E+17,171.06533,2.9587255,512,51992,334
rs0461,5.76555E+17,170.9985,2.691881,512,51992,343
rs0473,5.76576E+17,171.9178,3.5899633,512,51992,419
rs0486,5.76586E+17,172.33146,3.0895371,512,51992,456
rs0467,5.76592E+17,171.53444,2.8331247,512,51992,478
rs0469,5.76592E+17,171.57497,2.5798306,512,51992,479
rs0472,5.76593E+17,171.74202,2.3330277,512,51992,482
rs0477,5.76603E+17,172.06701,2.63415,512,51992,516
rs0476,5.76603E+17,172.0598,2.3999804,512,51992,518
rs0491,5.76604E+17,172.40548,3.1562198,512,51992,521
rs0498,5.76626E+17,172.92139,3.4880245,512,51992,602
rs0501,5.7663E+17,173.02427,3.562332,512,51992,614
rs0496,5.76636E+17,172.73647,2.287064,512,51992,639
rs0520,5.77647E+17,173.91164,1.3575328,513,51989,219
rs0511,5.77689E+17,173.51627,2.9734404,513,51989,372
rs0514,5.77699E+17,173.63248,3.6348399,513,51989,408
rs0524,5.7771E+17,174.40765,3.3245244,513,51989,449
rs0516,5.77715E+17,173.77084,2.5511496,513,51989,466
rs0529,5.77752E+17,174.73078,3.6006925,513,51989,601
rs0528,5.77752E+17,174.72888,3.5808728,513,51989,603
rs0531,5.77756E+17,174.86178,3.4711203,513,51989,617
rs0567,5.7872E+17,177.62804,1.9832936,514,51994,28
rs0545,5.78789E+17,175.46223,2.3929765,514,51994,277
rs0537,5.78793E+17,175.2073,1.7588755,514,51994,291
